Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Sfax,224,94,178.4,234.2,1996.5,1997.9,2002.5,2001.9,147.7,423.3,248.5,245.1,13.5,57.1,226.4,176.4,38.0,81.3,76.3,74.8,85.7,6479.1,6603.5,1234245.6,2940990.6,3939465.9,5510.0,14916.6,20265.4
Ashtart Oil Terminal,128,22,115.9,157.5,1994.6,1994.9,2002.9,2003.1,131.0,398.5,346.5,370.3,37.0,97.7,60.0,55.6,25.5,85.9,114.9,125.0,43.2,3284.9,3347.9,718265.4,1769738.5,2350917.9,5611.4,15482.3,20512.9
Sousse,116,74,182.6,229.7,1998.7,1999.3,2000.2,2000.1,220.0,358.9,254.8,254.6,21.0,81.1,91.3,73.2,57.5,92.7,90.9,86.2,93.5,7083.9,7219.9,580555.4,1527987.7,2005991.8,5004.8,15465.3,20221.5
Bizerte,76,66,237.1,352.6,2001.1,2001.1,2002.9,2002.8,319.9,388.6,407.9,424.4,30.5,127.0,70.8,52.8,64.5,88.5,111.9,115.4,92.5,7046.0,7181.3,295776.8,961772.8,1267481.7,3891.8,16174.4,20757.8
Didon Terminal,73,19,71.2,77.8,1999.1,2000.8,2007.6,2007.5,308.8,368.9,342.4,284.6,77.0,104.2,228.2,178.3,12.0,33.7,48.5,45.9,32.8,2480.9,2528.5,942751.6,2240382.0,3000013.1,12914.4,33916.7,45709.6
Zarzis,64,16,48.5,27.6,1999.4,2002.6,1999.4,2001.1,100.8,190.0,231.7,211.4,15.0,24.2,34.8,46.3,14.0,44.9,31.0,42.3,20.6,1570.3,1600.4,259212.6,629691.3,833841.5,4050.2,10608.4,13937.2
Rades,39,28,48.1,60.0,1998.8,1997.7,2003.2,2002.5,298.8,279.7,204.7,267.2,34.0,75.9,44.9,43.0,34.0,108.4,81.3,64.0,45.8,3502.9,3570.2,122606.6,264824.6,328472.7,3143.8,10047.5,13111.1
Gabes,34,26,75.4,110.6,2005.4,2004.7,2007.4,2007.0,303.6,273.5,295.4,300.4,31.5,45.6,59.2,61.6,18.0,49.5,36.6,35.7,23.0,1746.4,1780.0,102800.4,204685.7,254498.7,3023.5,11449.9,14876.0
La Goulette,28,22,200.3,167.3,2004.0,2004.1,2003.0,2005.9,326.5,431.1,425.0,367.3,28.0,89.7,50.8,37.6,27.0,157.8,40.0,28.3,100.0,7602.1,7748.0,193134.9,559735.8,666347.8,6897.7,21716.9,24451.3
Kelibia,26,22,44.5,57.8,1991.1,1993.9,2000.4,2000.7,142.1,331.0,387.1,378.3,22.0,32.1,51.4,51.4,30.5,47.2,99.7,94.5,13.5,1032.6,1052.4,87000.5,241630.9,310585.7,3346.2,11177.8,14295.7
