Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Northern Mariana Islands,114,33,348.6,447.5,1997.5,2002.2,2007.9,2008.3,156.3,310.0,321.2,315.1,15.0,107.9,527.1,529.0,43.5,55.8,35.5,33.2,93.2,7076.1,7211.9,506148.7,1519119.2,2090080.9,4439.9,16697.7,22701.0
Japan,89,34,2945.1,2800.0,2002.8,2002.2,2005.2,2005.5,1369.9,1899.4,1523.9,1581.6,92.0,183.1,126.8,139.0,21.0,71.4,27.7,38.1,474.0,36495.2,37195.9,2284451.1,8456170.3,9681626.1,25668.0,102203.8,121771.1
United States of America,62,13,7514.8,7155.8,1999.9,1992.3,2000.0,2000.6,3379.9,3683.2,3684.4,3486.4,155.0,300.9,197.1,175.6,29.5,58.3,28.5,31.1,1646.5,127219.9,129662.5,7732241.5,25528688.1,27909525.5,124713.6,411529.3,474361.0
"Taiwan, Province of China",43,6,819.3,1108.2,2003.8,2003.8,2003.5,2003.4,1526.6,1548.6,1542.3,1542.5,112.0,115.8,113.4,113.6,13.0,15.3,14.2,14.3,155.8,11975.7,12205.7,995661.2,3835466.8,4404498.2,23154.9,97251.0,118870.4
Singapore,21,20,2026.1,3383.4,2007.8,2007.4,2007.6,2007.5,2642.4,2835.6,2574.8,2660.3,231.0,275.9,256.6,257.0,47.0,55.6,43.7,42.7,235.6,18228.6,18578.6,1620882.5,4642350.5,5267530.3,77184.9,262682.7,322959.4
Marshall Islands,18,8,315.9,349.4,2007.8,2006.5,2007.9,2008.1,1757.3,2802.0,1929.9,1839.6,150.0,241.1,232.6,193.9,17.0,150.8,126.3,72.1,58.7,4482.2,4568.2,296062.7,843495.4,1105634.7,16447.9,63695.9,82414.9
Palau,12,3,47.9,60.9,1998.8,1997.0,2000.3,2001.3,882.4,1098.2,1028.2,1043.8,82.0,451.2,184.9,142.9,33.0,56.7,39.0,34.6,14.4,1089.3,1110.2,158778.0,453694.8,620575.9,13231.5,42553.3,58615.2
Micronesia (Federated States of),10,6,129.8,167.2,2005.0,2004.5,2006.4,2006.5,1222.6,3018.5,2298.5,2297.0,124.5,317.3,430.0,390.2,15.5,18.7,46.3,51.1,48.3,3678.9,3749.6,280890.9,813370.0,1033315.9,28089.1,93886.0,119781.6
Philippines,7,7,402.5,227.9,1999.4,1999.4,2002.0,2006.1,2916.7,6145.5,2888.8,3286.1,246.0,413.1,433.6,360.6,156.0,365.7,535.6,414.8,73.1,5611.6,5719.4,570501.2,1446354.5,1544089.8,81500.2,220557.1,245260.7
"Korea, Republic of",6,6,402.2,567.6,2011.0,2011.0,2010.5,2011.1,1643.8,2156.0,2130.9,2209.8,136.0,198.8,269.3,290.9,52.0,48.5,52.3,60.1,46.2,3576.6,3645.3,179771.8,922075.8,1059598.2,29962.0,178550.5,215350.9
China,4,3,50.1,65.8,2007.5,2006.0,2003.6,2002.2,2161.3,2195.3,2247.1,2271.7,171.0,238.3,273.5,292.7,50.5,74.3,81.3,90.0,15.9,1223.8,1247.3,36132.8,102738.8,133503.6,9033.2,46391.4,60647.5
Papua New Guinea,3,3,21.8,21.7,1997.0,1997.0,1996.0,1995.7,5875.4,6030.6,2499.4,2409.5,855.0,918.3,562.4,508.7,14.0,10.7,14.4,14.5,14.2,1071.3,1091.8,68602.2,171501.3,214177.9,22867.4,68706.7,84170.6
Hong Kong,2,2,36.7,52.3,2004.0,2004.0,1999.8,1998.7,2493.6,2493.6,2576.2,2601.6,215.0,215.0,231.9,236.2,75.5,75.5,74.7,74.5,9.5,728.4,742.4,24493.6,68800.8,98267.8,12246.8,60235.1,78413.8
Australia,2,2,20.3,22.4,2011.0,2011.0,2010.8,2010.8,2505.0,2505.0,2523.1,2540.1,179.0,179.0,178.8,178.8,144.0,144.0,146.4,147.3,11.1,844.7,860.9,16928.5,49044.7,54161.0,8464.3,46341.5,60940.1
Malaysia,1,1,39.3,69.1,2010.0,2010.0,2010.0,2010.0,4593.0,4593.0,4593.0,4593.0,565.0,565.0,565.0,565.0,114.0,114.0,114.0,114.0,8.7,673.0,685.9,28340.1,78674.3,122275.4,28340.1,133516.0,173046.4
Sri Lanka,1,1,11.4,7.9,1972.0,1972.0,1972.0,1972.0,5031.6,5031.6,5031.6,5031.6,596.0,596.0,596.0,596.0,10.0,10.0,10.0,10.0,5.9,442.1,450.6,55160.1,113176.5,121954.5,55160.1,122740.6,138591.5
New Caledonia,1,1,129.5,22.2,1990.0,1990.0,1990.0,1990.0,2567.0,2567.0,2567.0,2567.0,161.0,161.0,161.0,161.0,9.0,9.0,9.0,9.0,25.4,1967.2,2004.9,58106.8,480956.6,641389.4,58106.8,401304.5,477096.4
United Arab Emirates,1,1,1.2,1.9,1997.0,1997.0,1997.0,1997.0,91.8,91.8,91.8,91.8,8.0,8.0,8.0,8.0,97.0,97.0,97.0,97.0,0.8,58.8,59.9,707.8,2584.3,3815.7,707.8,4234.7,5783.0
