Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Northern Mariana Islands,183,37,995.4,1257.5,1998.9,2002.6,2009.7,2010.3,148.6,866.9,481.5,445.1,15.0,144.4,357.9,105.2,16.0,134.0,1070.9,1091.9,218.6,16642.3,16961.8,1093232.8,3424045.4,4476424.6,5973.9,23952.7,31335.3
Japan,67,29,2814.9,3281.0,2001.6,2001.9,2003.2,2004.5,1315.2,2939.3,1584.3,1726.5,75.0,255.4,200.7,245.0,8.0,152.4,44.5,37.9,550.7,42530.1,43346.7,2579492.3,8904792.9,10003238.7,38499.9,139860.6,165687.6
Micronesia (Federated States of),29,8,292.1,327.4,2009.5,2007.2,2011.3,2010.3,985.9,1296.1,1045.6,1036.1,112.0,142.8,129.4,125.5,27.0,45.2,36.3,34.9,52.5,4008.8,4085.8,191057.6,628532.8,878331.4,6588.2,31578.1,42179.4
"Korea, Republic of",24,16,1156.7,1459.3,2007.6,2006.2,2007.4,2008.5,1998.6,2905.3,2024.5,2055.0,161.5,271.2,226.9,206.6,40.5,63.0,56.7,46.7,162.9,12507.9,12748.0,1020944.7,3292274.9,3884683.8,42539.4,165179.1,200363.4
China,20,7,1064.9,1381.7,2004.6,2003.0,2003.3,2003.5,1947.9,2290.5,2013.6,2022.4,128.5,198.7,141.9,144.8,8.0,27.5,16.2,18.1,274.5,21246.3,21654.2,1085084.3,3941799.4,4299393.9,54254.2,201745.3,236536.4
Australia,16,7,1804.1,829.0,2008.1,2008.7,2006.8,2009.2,2600.3,3288.7,2854.8,3823.3,161.0,257.2,220.6,405.4,10.0,13.1,12.5,17.0,156.9,12137.6,12370.7,499323.7,2375060.9,2742338.2,31207.7,145550.2,165822.5
Papua New Guinea,11,8,547.7,199.0,2004.6,2002.8,2006.2,2006.1,1329.8,1329.5,1405.5,1416.2,92.0,94.3,102.9,104.6,8.0,152.7,26.0,62.4,56.0,4298.3,4380.8,200493.7,866931.6,1002395.5,18226.7,70231.7,76573.9
Marshall Islands,11,5,135.3,175.8,1999.5,1993.4,2005.2,2005.0,1457.3,1726.0,1535.1,1543.7,130.0,188.4,136.7,137.0,48.0,64.8,45.6,46.0,28.5,2182.8,2224.7,93708.2,318702.1,451450.2,8518.9,42653.5,57582.2
Palau,7,7,70.5,75.4,2006.9,2006.9,2008.6,2006.7,778.2,1413.9,1159.5,1016.1,62.0,131.4,179.4,128.7,24.0,27.0,30.2,27.9,18.5,1402.2,1429.1,122548.5,361241.5,431102.8,17506.9,57388.7,71186.5
United States of America,6,5,367.9,109.1,1992.0,1991.0,2001.7,2003.1,3752.5,4220.0,2917.1,1822.8,700.5,686.6,236.3,354.9,115.5,97.1,27.4,55.5,98.8,7569.7,7715.0,338097.5,1005591.0,1039201.0,56349.6,164139.6,169977.7
Singapore,5,5,246.1,286.1,1996.8,1996.8,2008.5,2009.7,3281.8,3913.1,3241.0,3216.8,341.0,366.8,344.1,340.1,665.0,775.2,1708.7,1777.6,47.1,3586.5,3655.4,251237.1,723196.1,969880.7,50247.4,206666.8,266525.6
Indonesia,3,3,416.9,585.8,1995.0,1995.0,1991.8,1997.0,2068.3,2488.4,2472.8,2270.3,215.0,215.3,220.4,211.9,181.0,167.0,188.8,152.2,61.1,4732.8,4823.7,1306167.8,2692013.3,2911886.8,435389.3,985946.3,1135269.1
"Taiwan, Province of China",3,1,40.9,66.0,1995.0,1995.0,1995.0,1995.0,1608.1,1608.1,1790.8,1790.8,112.0,112.0,171.7,171.7,17.0,17.0,18.0,18.0,7.5,581.9,593.1,27050.0,75092.7,116708.9,9016.7,42479.3,55056.2
Solomon Islands,3,1,34.4,59.6,2009.0,2009.0,2009.0,2009.0,1573.1,1573.1,1576.0,1576.0,134.0,134.0,128.3,128.3,278.0,278.0,289.2,289.2,11.6,879.6,896.5,22528.0,82256.4,121452.2,7509.3,44929.9,61356.2
Philippines,2,2,120.0,53.2,1999.5,1999.5,1998.5,1998.8,3344.5,3344.5,1940.9,2077.1,271.0,271.0,156.2,187.5,75.5,75.5,86.9,83.8,16.8,1283.1,1307.7,137284.1,375287.5,418497.4,68642.1,184031.0,203802.8
Malaysia,2,2,456.3,832.7,2003.0,2003.0,2002.5,2002.5,3760.3,3760.3,3851.6,3821.8,318.0,318.0,377.3,375.9,85.0,85.0,80.4,80.5,36.4,2816.1,2870.1,430412.2,906407.2,998139.4,215206.1,528576.5,660658.0
American Samoa,1,1,16.3,18.3,1999.0,1999.0,1999.0,1999.0,3246.0,3246.0,3246.0,3246.0,336.0,336.0,336.0,336.0,11.0,11.0,11.0,11.0,3.8,296.6,302.3,31418.8,92163.2,127099.2,31418.8,125871.5,158709.7
New Zealand,1,1,91.5,34.5,2001.0,2001.0,2001.0,2001.0,3636.7,3636.7,3636.7,3636.7,378.0,378.0,378.0,378.0,20.0,20.0,20.0,20.0,12.9,994.9,1014.0,34951.7,154099.6,178463.1,34951.7,132851.5,142977.3
Brunei Darussalam,1,1,146.1,255.8,2003.0,2003.0,2003.0,2003.0,2558.5,2558.5,2558.5,2558.5,230.0,230.0,230.0,230.0,41.0,41.0,41.0,41.0,10.4,808.6,824.1,132247.9,278501.5,306687.1,132247.9,324819.5,405985.9
United Arab Emirates,1,1,7.0,11.0,1997.0,1997.0,1997.0,1997.0,537.8,537.8,537.8,537.8,38.0,38.0,38.0,38.0,12.0,12.0,12.0,12.0,1.3,103.9,105.9,4146.3,15139.3,22353.3,4146.3,24808.1,33877.8
Russian Federation,1,1,186.5,341.6,2010.0,2010.0,2010.0,2010.0,2945.9,2945.9,2945.9,2945.9,298.0,298.0,298.0,298.0,32.0,32.0,32.0,32.0,13.4,1036.4,1056.3,176559.8,371818.1,409447.6,176559.8,433655.6,542018.1
Mauritius,1,1,2.8,1.0,1945.0,1945.0,1945.0,1945.0,5978.0,5978.0,5978.0,5978.0,1153.0,1153.0,1153.0,1153.0,75.0,75.0,75.0,75.0,5.0,372.3,379.5,25229.9,59661.1,79882.9,25229.9,65148.1,87960.9
New Caledonia,1,1,4.3,1.9,1981.0,1981.0,1981.0,1981.0,3491.8,3491.8,3491.8,3491.8,510.0,510.0,510.0,510.0,11.0,11.0,11.0,11.0,3.0,227.6,232.0,13328.6,27347.3,29468.4,13328.6,29658.3,33488.5
