,exp_code_str3,exp_name,HS2,Description,USD,tonne
0,356,India,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",22462585685.529,40666431.020604
1,356,India,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8325752331.143,1292330.898551
2,356,India,72,Iron and steel,6756155248.323,9069699.917431
3,356,India,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",6621698442.582,1249478.603994
4,356,India,29,Organic chemicals,6326007020.098,2917575.930738
5,356,India,30,Pharmaceutical products,4110426368.801,210679.37324
6,356,India,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",3854440032.7149997,722504.498013
7,356,India,39,Plastics and articles thereof,3661006683.4179997,2349184.693207
8,356,India,73,Iron or steel articles,3117321117.002,1996491.324397
9,356,India,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2937151166.9379997,455017.824664
10,356,India,10,Cereals,2750921819.22,3750767.479391
11,356,India,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",2664300833.936,581268.3865649999
12,356,India,76,Aluminium and articles thereof,2173965096.4440002,904870.317898
13,356,India,38,Chemical products n.e.c.,1857663455.6720002,996171.791963
14,356,India,40,Rubber and articles thereof,1739595805.9029999,647123.001376
15,356,India,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",1703875927.085,50245.554055
16,356,India,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",1623572124.124,447019.644534
17,356,India,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",1466869826.906,368103.635148
18,356,India,61,Apparel and clothing accessories; knitted or crocheted,1341412560.65,79036.38314800001
19,356,India,09,"Coffee, tea, mate and spices",1331422952.349,517942.155388
20,356,India,62,Apparel and clothing accessories; not knitted or crocheted,1247268067.731,56403.030969
21,356,India,54,Man-made filaments; strip and the like of man-made textile materials,1089493416.342,588555.234781
22,356,India,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",1051807653.217,1843574.415068
23,356,India,52,Cotton,1013888831.218,330244.720752
24,356,India,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",952333671.095,1929387.314537
25,356,India,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",937740745.634,1116534.2009390001
26,356,India,57,Carpets and other textile floor coverings,879801283.646,234043.672604
27,356,India,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",840371782.178,607848.015352
28,356,India,74,Copper and articles thereof,777918453.566,112557.778458
29,356,India,64,Footwear; gaiters and the like; parts of such articles,760349038.5899999,33669.016199
30,356,India,17,Sugars and sugar confectionery,750970791.7850001,1538647.78969
31,356,India,08,"Fruit and nuts, edible; peel of citrus fruit or melons",701840381.101,333782.682043
32,356,India,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",693258833.227,9416865.895967
33,356,India,55,Man-made staple fibres,668407466.507,310152.628976
34,356,India,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",646199622.993,512840.226357
35,356,India,23,"Food industries, residues and wastes thereof; prepared animal fodder",641904678.954,1371979.702348
36,356,India,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",559931007.257,39400.300189
37,356,India,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",468260818.967,73753.498886
38,356,India,13,"Lac; gums, resins and other vegetable saps and extracts",446911488.968,207421.650074
39,356,India,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",440323030.883,36869.178179
40,356,India,79,Zinc and articles thereof,427956376.871,148752.241492
41,356,India,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",422802277.64100003,42195.883213
42,356,India,83,Metal; miscellaneous products of base metal,411730445.513,114390.934596
43,356,India,70,Glass and glassware,375788379.25200003,319184.453376
44,356,India,07,Vegetables and certain roots and tubers; edible,354855379.185,489544.04118
45,356,India,21,Miscellaneous edible preparations,339868472.163,78723.129525
46,356,India,69,Ceramic products,321134975.218,642476.5620950001
