Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Puerto De Haina,1225,432,20257.1,29694.5,2006.0,2007.8,2008.2,2008.3,923.8,1439.3,1154.6,1200.0,69.0,136.0,183.0,190.1,17.0,49.7,44.9,47.4,3641.7,280172.1,285551.4,21721988.8,66040365.1,79848054.8,17732.2,65692.1,80263.2
Caucedo,891,229,70616.5,79676.2,2006.4,2006.9,2009.1,2009.2,713.4,1700.8,1694.0,1671.6,63.0,126.1,206.3,203.6,16.0,25.0,30.6,26.5,8053.7,615699.7,627521.1,52702593.9,154300964.9,170563551.7,59149.9,193452.0,228031.2
Puerto Plata,501,119,12089.7,4884.4,2000.6,2003.7,2007.3,2007.9,355.2,779.7,672.1,799.3,35.0,78.2,72.7,95.4,7.0,39.6,14.4,35.2,2671.9,205858.0,209810.4,3595636.0,22217556.3,28415871.0,7176.9,44805.2,57591.1
Santo Domingo,411,143,14881.3,6567.5,1997.3,2004.2,2005.6,2006.2,444.4,1352.4,1009.4,1260.0,36.0,148.0,321.5,338.6,10.0,34.4,16.5,35.4,1385.7,106729.7,108778.9,7290515.2,26848244.0,31892982.8,17738.5,60689.4,66089.9
San Pedro De Macoris,239,102,4875.2,7447.2,2003.8,2007.4,2009.9,2010.1,598.0,1387.0,1528.0,1563.6,63.0,135.0,247.2,262.6,39.0,59.1,51.0,53.5,759.4,58361.7,59482.2,3902721.1,13905868.8,15672519.2,16329.4,71943.9,91232.7
Azua,159,37,3710.9,4344.3,2004.8,2008.2,2009.4,2009.1,768.0,1529.0,1422.1,1407.2,69.0,132.7,213.3,211.2,32.0,51.8,71.3,71.1,587.1,44845.7,45706.8,2105614.6,8485518.3,8299049.4,13242.9,83031.3,116097.0
La Romana,121,33,4078.8,904.9,2007.9,2006.7,2010.3,2009.4,468.4,819.9,472.9,736.5,37.0,93.5,43.1,108.3,14.0,25.8,15.6,27.9,818.1,63245.9,64460.2,1227899.5,7016028.4,8363889.6,10147.9,54267.1,62234.9
Manzanillo,82,33,1634.3,2101.8,2000.7,2001.8,2008.1,2008.5,672.3,2278.1,1609.1,1731.9,40.0,184.5,494.9,525.0,41.5,66.8,74.9,78.2,424.0,32497.4,33121.3,2403891.3,6150452.9,7737695.8,29315.7,91401.6,111348.7
Puerto Palenque,41,37,2741.5,4862.9,2007.5,2007.6,2010.1,2010.1,1072.2,1610.7,2114.1,2288.5,76.0,150.1,331.2,343.3,12.0,24.7,36.2,36.8,264.4,20388.1,20779.6,2703148.8,5955049.4,6765027.1,65930.5,174504.3,216715.8
Puerto Viejo,30,16,414.9,636.1,2003.8,2006.6,2011.0,2011.6,484.0,1148.1,1376.0,1492.9,56.0,122.0,269.8,269.8,28.5,35.9,53.5,55.3,76.9,5879.8,5992.7,304060.8,806540.4,942715.6,10135.4,42345.7,52761.8
