Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1555,251,74632.3,87183.5,2007.6,2007.1,2008.9,2009.0,809.1,1442.3,1466.4,1444.4,62.0,108.5,178.4,176.5,14.0,16.6,16.5,16.4,9524.2,735799.9,749927.3,63628357.1,186665350.9,209936554.4,40918.6,132922.7,155083.6
General cargo,434,143,3920.6,5465.4,2000.1,2004.7,2008.1,2008.0,740.3,1500.1,1567.3,1532.2,86.0,136.5,388.8,382.0,21.0,79.9,78.5,78.1,763.1,58481.1,59604.0,4707449.1,14793268.3,21166805.5,10846.7,47864.7,64379.9
Chemical tanker,323,151,5398.7,8791.8,2008.5,2009.5,2010.3,2010.4,634.8,1201.6,1078.9,1088.4,55.0,110.0,142.0,142.9,30.0,39.8,40.4,40.4,985.9,75811.7,77267.3,3660833.6,16605019.7,19531952.1,11333.9,59077.9,72091.6
Cruise,303,59,15511.7,1529.7,2005.4,2001.8,2008.0,2007.4,505.3,511.2,562.0,564.2,37.0,46.2,53.2,53.6,8.0,22.7,9.2,9.2,3331.5,257283.9,262223.7,2208041.7,22034922.6,27825045.3,7287.3,64182.9,77627.8
Bulk carrier,257,187,9827.7,15970.4,2004.9,2009.0,2009.2,2009.2,1448.5,2001.8,1845.7,1841.7,130.0,186.0,259.3,259.6,79.0,90.2,85.0,84.4,1107.0,85332.8,86971.2,6714667.4,15599226.0,21267229.7,26127.1,99063.5,121612.8
Liquefied gas tanker,227,55,9100.8,9212.2,2005.4,2008.8,2009.1,2009.0,773.3,1694.3,1600.8,1546.0,71.0,146.3,289.1,269.7,32.0,52.9,149.5,129.3,1318.9,94176.6,95984.8,3505498.4,17196349.0,15840074.1,15442.7,108751.6,157658.2
Vehicle,156,81,12015.1,4122.6,2004.0,2007.1,2006.9,2007.0,695.9,1512.1,1604.3,1644.6,58.0,102.7,372.0,389.0,8.5,8.7,8.5,8.7,775.1,59931.9,61082.6,4174703.1,18405964.4,21315982.7,26760.9,101718.2,109471.1
Ferry-RoPax,154,1,1146.2,267.0,1990.0,1990.0,1990.0,1990.0,242.0,242.0,248.2,248.2,15.0,15.0,15.3,15.3,9.0,9.0,16.2,16.2,260.6,19842.8,20223.8,1659102.8,4102830.0,5034198.7,10773.4,22996.9,20945.3
Service - tug,143,28,21.7,19.7,1994.8,1994.1,2001.4,2001.0,278.3,652.7,386.6,367.2,39.0,306.1,413.9,274.1,16.0,26.2,26.6,26.4,61.2,4607.3,4695.8,504070.1,1191974.1,1595988.9,3525.0,9102.1,12289.4
Ro-Ro,102,10,86.5,122.9,1977.3,1984.8,1979.4,1978.8,302.5,370.6,350.4,333.8,30.0,42.9,64.4,57.9,11.0,92.4,45.7,46.2,94.5,7104.5,7240.9,398283.6,2952997.2,1419130.7,3904.7,9511.5,13390.9
Oil tanker,79,50,4943.5,8766.4,2007.6,2008.8,2009.7,2009.7,1552.6,2218.2,2511.8,2578.3,137.0,231.2,398.4,404.9,28.0,42.4,46.4,46.1,578.7,44577.8,45433.7,5772658.4,11863205.9,13280453.3,73071.6,195913.1,241589.0
Refrigerated bulk,61,17,701.2,761.4,2001.7,1996.9,1998.6,1998.8,671.7,1611.6,878.0,869.7,37.0,97.2,111.1,109.2,40.0,29.5,32.2,32.4,313.9,23958.0,24418.0,2258685.3,4935337.0,5559192.9,37027.6,78905.5,85194.2
Service - other,14,11,31.6,29.5,1999.3,1996.6,1993.2,1998.0,762.5,1666.9,764.4,613.6,107.5,568.5,728.0,1185.3,31.5,781.1,1446.2,1480.3,37.1,2784.8,2838.3,206030.6,422729.6,455516.7,14716.5,32746.6,36975.6
Miscellaneous - fishing,3,1,0.2,0.1,1973.0,1973.0,1973.0,1973.0,83.1,83.1,85.8,85.8,29.0,29.0,26.6,26.6,19.0,19.0,19.1,19.1,0.3,20.3,20.7,938.7,2082.3,2367.4,312.9,736.4,873.0
