Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1560,248,120202.8,137310.3,2007.6,2007.1,2010.3,2010.2,671.9,2052.4,2356.1,2268.2,50.5,136.9,382.1,377.2,17.0,22.3,24.9,24.8,13521.5,1045051.7,1065116.7,84690705.0,242553206.1,276499761.4,54288.9,180158.7,210716.0
General cargo,435,143,2736.4,3892.5,2000.0,2004.5,2006.6,2006.6,736.0,1192.3,1094.4,1091.2,77.0,127.0,185.6,186.3,29.0,90.1,105.2,108.2,603.0,46070.9,46955.4,4083809.1,12541127.4,17836419.0,9388.1,39433.7,52781.7
Chemical tanker,322,150,6410.8,10425.8,2008.4,2009.4,2009.7,2009.8,679.5,1408.5,1294.3,1304.9,57.0,144.0,206.5,207.6,34.0,50.0,56.6,56.6,1160.6,89010.6,90719.6,4452020.6,19849516.3,23320329.9,13826.2,70760.9,86122.5
Cruise,304,58,14430.3,1403.0,2005.5,2002.0,2008.9,2008.4,483.3,539.1,518.6,513.7,34.0,83.6,37.8,38.1,8.0,10.1,8.8,8.7,3062.3,236065.0,240597.4,2362324.7,20813597.4,25806846.2,7770.8,60366.9,71504.2
Bulk carrier,259,185,7047.5,11517.5,2004.7,2009.0,2009.7,2009.7,981.2,1316.4,1318.2,1323.3,113.0,165.3,264.4,267.7,47.0,90.5,89.7,89.8,769.4,59195.5,60332.0,4637601.8,10954504.9,14770489.4,17905.8,68594.4,84290.9
Liquefied gas tanker,226,56,10587.1,10534.6,2005.4,2009.1,2009.5,2009.3,778.6,1828.6,1863.6,1768.5,82.5,172.1,561.6,493.4,41.0,50.1,95.6,93.0,1680.0,119554.6,121850.1,3780991.1,19470082.4,17690753.2,16730.0,121001.9,176916.1
Ferry-RoPax,155,1,1137.5,265.0,1990.0,1990.0,1990.0,1990.0,243.6,243.6,244.7,244.7,15.0,15.0,15.3,15.3,9.0,9.0,9.3,9.3,239.9,18303.6,18655.0,1646502.6,4071670.7,4995966.1,10622.6,22675.0,20652.2
Vehicle,154,78,10654.6,3670.7,2003.9,2007.0,2007.4,2007.4,579.7,1527.3,1446.8,1487.7,44.0,101.7,394.2,401.8,9.0,12.6,13.0,13.0,654.1,50617.8,51589.7,3717075.6,16388318.1,18979342.6,24136.9,91744.2,98736.8
Service - tug,147,31,40.2,40.3,1995.0,1995.1,2002.6,2002.2,433.6,712.0,696.0,740.0,86.0,121.6,141.1,132.9,39.0,122.4,74.4,53.8,111.0,8389.2,8550.3,1030199.7,2436112.2,3261822.5,7008.2,18096.3,24433.1
Ro-Ro,102,11,119.0,169.3,1977.3,1983.5,1979.5,1978.9,394.5,630.9,478.8,459.9,54.0,65.4,60.4,58.3,8.0,35.9,24.2,21.8,86.0,6475.5,6599.8,559445.1,4177916.0,2000989.6,5484.8,13364.8,18858.7
Oil tanker,81,52,2523.2,4293.5,2006.9,2007.8,2009.3,2009.3,1081.9,1246.6,1246.1,1223.7,131.0,175.4,234.2,223.6,38.0,61.7,81.6,75.2,511.6,39257.5,40011.3,3375131.4,6768653.0,7595621.6,41668.3,118238.5,145269.8
Refrigerated bulk,60,17,2830.5,3121.8,2001.8,1997.1,2003.2,2003.3,3929.9,2555.1,3595.6,3619.3,206.0,151.1,207.2,207.4,44.0,39.0,45.9,45.8,1157.4,88676.8,90379.4,9261259.9,20236302.5,22794291.7,154354.3,328927.4,355142.7
Service - other,14,11,29.5,28.2,1999.3,1996.6,1988.7,1993.0,670.3,1189.6,712.9,585.5,82.5,491.5,1264.5,827.4,24.0,122.7,101.9,78.7,23.2,1741.0,1774.4,196604.6,403389.5,434676.6,14043.2,31248.5,35283.9
Miscellaneous - fishing,3,1,0.3,0.2,1973.0,1973.0,1973.0,1973.0,47.0,47.0,98.2,98.2,18.0,18.0,75.5,75.5,12.0,12.0,16.8,16.8,0.3,22.1,22.5,1073.6,2381.5,2707.5,357.9,842.2,998.4
