Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
All Global Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
All International Voyages,1229088,41343,71953336.7,102531467.9,2003.7,2003.8,2009.2,2009.4,668.4,1825.5,2058.1,2438.9,67.0,228.6,428.3,471.9,22.0,79.5,68.9,76.8,7386879.1,561972489.7,572762361.5,42427448653.6,117844885887.1,135247567981.6,34519.5,120548.3,148093.0
All Domestic Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
Int. Arr. Inventory,40291,9543,4940721.6,6140811.3,2004.4,2008.0,2009.5,2009.9,1368.4,3769.6,2990.5,3661.9,128.0,353.4,470.4,522.2,28.0,76.2,66.1,75.7,559634.3,42723404.6,43543694.0,2796968714.6,8328366544.1,9547895895.8,69419.2,256598.6,314707.6
Int. Dep. Inventory,40265,9575,5091935.2,6301405.4,2004.3,2008.0,2009.7,2010.0,1415.8,4018.8,3091.5,3761.9,129.0,362.2,481.9,537.5,21.0,69.7,55.2,64.1,548707.1,41859944.6,42663655.5,2826676402.0,8569546166.9,9818216207.1,70201.8,264238.7,324668.0
Domestic Inventory,113711,8098,1179786.3,1339821.4,1994.2,2004.5,2005.7,2006.1,197.0,646.4,606.4,606.3,33.0,113.4,152.6,157.8,17.0,63.1,46.8,50.7,203186.1,15311441.4,15605421.0,936058641.1,2691368959.2,3174036419.5,8231.9,27156.6,32822.2
