Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,57706,974,7439.7,5586.1,1989.5,1988.8,1996.2,1997.6,121.5,432.2,305.6,312.8,28.0,201.9,273.8,270.6,14.0,74.6,135.2,134.2,21434.5,1609359.2,1640258.9,142884807.4,337879556.3,452402463.8,2476.1,6393.7,8632.6
Container,10533,987,378653.0,411964.2,2005.5,2007.5,2004.9,2005.4,437.9,536.8,563.7,554.2,37.0,42.3,76.5,75.1,18.0,24.1,25.2,24.5,49288.9,3727488.1,3799055.8,279890398.5,783392427.4,884906622.5,26572.7,84509.5,98500.3
Bulk carrier,9261,2129,100727.7,177971.6,1990.0,2010.0,2000.7,1999.9,317.5,500.7,433.5,426.3,32.0,102.3,132.0,130.8,19.0,83.7,73.3,72.0,12240.3,921327.6,939017.1,59261293.0,143260207.8,185470181.5,6399.0,24973.9,30453.4
Chemical tanker,8934,1148,142664.4,232337.2,2009.6,2010.1,2009.8,2009.9,420.2,541.0,664.3,663.6,52.0,72.9,150.1,149.7,32.0,39.4,50.6,50.4,26611.9,2005858.1,2044370.5,56396286.2,351264227.5,406329887.3,6312.5,46028.7,56321.0
Miscellaneous - fishing,5112,276,4355.7,2413.0,1974.6,1975.8,1975.5,1974.4,208.2,1487.8,1674.2,1503.3,36.0,271.4,847.8,846.5,23.0,127.0,506.1,507.5,4304.1,323281.8,329488.8,16969285.7,37641147.0,42794172.5,3319.5,7812.3,9261.0
Cruise,4889,143,99412.4,9413.5,2000.2,2002.1,2004.2,2003.8,187.5,352.9,426.1,415.2,18.0,33.5,54.5,54.2,10.0,12.9,11.0,11.4,24617.1,1853914.9,1889510.1,33095889.4,167370778.9,189728190.0,6769.5,30437.3,32697.8
Oil tanker,4656,851,208483.3,373215.9,2007.6,2008.5,2007.6,2007.7,450.8,628.9,749.8,745.3,78.0,119.9,218.9,221.6,36.0,51.0,59.0,59.3,31756.6,2394905.1,2440887.2,183561717.3,360204839.1,412233068.0,39424.8,100112.1,123087.4
Vehicle,3057,454,144380.7,51819.4,2006.8,2007.0,2007.2,2006.8,551.4,589.5,797.1,822.4,43.0,46.4,138.6,145.6,15.0,16.8,19.6,20.1,8835.0,671050.5,683934.7,52473873.6,231353519.4,267930954.8,17165.2,65244.7,70217.6
General cargo,2400,619,26463.8,36392.0,2004.6,2007.0,2006.3,2006.4,461.3,646.8,701.6,692.2,45.0,75.4,135.1,133.7,45.0,73.4,74.7,74.7,4656.6,351540.6,358290.1,17017264.1,59153599.3,86347414.9,7090.5,38771.7,52503.0
Service - other,2386,151,6521.5,4922.9,1996.3,1991.4,1989.8,1989.7,274.5,994.9,996.7,783.5,50.0,213.6,450.0,433.6,24.0,124.2,849.8,670.3,4943.2,371911.0,379051.7,34353004.6,70484823.7,75951665.9,14397.7,32037.4,36174.8
Ferry-RoPax,2070,64,8064.3,2007.3,1977.8,1987.2,1986.8,1980.4,209.8,3999.9,581.0,647.1,17.0,760.7,1344.8,1606.2,3.0,134.5,260.9,279.0,3931.5,295185.7,300853.2,22085102.2,50982890.0,65159899.2,10669.1,23329.5,27757.3
Ferry-pax only,1175,55,1141.3,169.3,2003.4,1997.9,2002.8,2003.2,875.8,4632.0,1975.2,2053.0,37.0,376.2,1352.8,1321.2,23.0,93.7,144.1,152.7,1472.9,110589.1,112712.4,13663542.7,27932755.9,35200239.2,11628.5,27095.2,35722.0
Ro-Ro,653,44,34424.7,15031.4,2007.4,2002.2,2007.6,2008.5,811.5,991.5,953.8,871.6,70.0,108.8,85.1,88.1,14.0,140.1,27.6,32.0,5952.6,449063.4,457685.4,16783764.7,36321806.9,37428857.9,25702.5,60537.3,65512.3
Refrigerated bulk,437,54,871.8,941.4,1993.0,1993.8,1993.4,1993.4,213.7,534.8,545.1,555.4,26.0,47.4,147.3,142.0,15.0,167.9,131.4,141.9,1097.1,82596.2,84182.0,2792649.7,6102075.3,6873414.0,6390.5,13618.1,14703.4
Liquefied gas tanker,432,143,15869.2,15237.7,2009.1,2010.8,2015.0,2014.6,191.2,1333.6,1500.6,1292.9,27.5,136.8,1110.6,1058.3,31.5,65.7,45.1,48.9,1979.9,138563.5,141223.9,4625327.3,27440581.9,24020881.5,10706.8,83981.9,125787.3
Other liquids tankers,10,6,312.8,398.5,2007.1,2006.3,2008.0,2008.0,1480.3,1381.7,1313.4,1294.7,107.0,101.8,107.8,107.6,97.0,104.9,132.1,133.7,63.9,4806.8,4899.1,204434.5,583722.9,1258506.5,20443.5,70823.9,114443.9
