Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Brooklyn,2835,298,3099.0,3890.1,1994.2,1998.0,2008.9,2009.5,86.8,360.1,425.8,460.0,28.0,76.1,166.8,178.1,12.0,54.0,60.7,71.3,1149.7,86455.7,88115.6,5966633.2,15780764.0,19683928.4,2104.6,6222.0,7943.2
New York,2181,450,16248.6,15977.8,1995.5,2002.5,2010.4,2010.1,103.9,496.4,584.5,591.4,28.0,69.3,104.4,137.8,12.0,35.2,29.5,35.6,2184.0,164465.2,167623.0,9882404.7,30824374.7,36975474.7,4531.1,16455.8,19975.1
Newark,1996,523,34165.2,31022.4,1997.9,2005.3,2009.0,2008.6,212.2,548.8,544.9,525.6,31.0,56.9,80.9,75.0,13.0,29.9,27.6,31.2,3157.3,237580.7,242142.2,19221350.0,56271420.3,65856414.3,9629.9,32339.2,37616.7
Norfolk,1925,532,54234.4,58649.7,1999.4,2003.5,2009.7,2009.5,390.2,705.3,641.8,634.0,39.0,98.9,129.8,126.4,18.0,53.9,26.5,26.9,5550.8,419217.3,427266.2,38763895.5,101039142.3,115974996.5,20137.1,61973.4,72476.7
Baytown,1881,596,37580.3,46990.4,2002.2,2005.5,2005.9,2006.1,308.7,535.9,766.4,727.7,45.0,82.5,98.9,106.2,20.0,37.4,29.9,34.5,5692.0,427798.6,436012.3,33740534.8,87437145.1,98960111.3,17937.6,52385.5,61592.1
Savannah,1869,798,48244.9,53859.4,2006.6,2007.9,2008.3,2008.3,430.2,666.4,451.3,464.5,35.0,78.5,70.9,77.3,20.0,40.3,30.4,33.8,5286.5,397747.3,405384.1,33657413.5,95331980.8,110484395.5,18008.2,59582.9,69939.5
Baltimore,1823,775,44878.4,30286.1,2003.0,2006.1,2007.9,2008.0,303.4,670.3,596.5,498.5,39.0,108.3,127.4,118.0,17.0,36.8,22.8,30.6,4267.4,322137.8,328322.9,23510412.9,80024514.5,93681479.9,12896.6,45313.8,51584.7
Pasadena,1803,807,11223.8,16223.4,2002.0,2007.6,2009.2,2009.1,147.4,466.0,470.4,431.4,43.0,76.3,129.5,122.2,23.0,49.4,54.4,58.7,2151.8,161939.0,165048.3,8225468.9,26590760.1,33116740.3,4562.1,19245.7,24150.1
Honolulu,1531,113,23202.3,18966.9,1984.5,1996.4,1989.4,1988.2,118.3,1416.9,1155.9,1912.4,18.0,168.4,139.6,163.3,10.0,51.0,38.6,38.9,6110.5,468130.2,477118.3,18948359.4,60231433.1,68942236.3,12376.5,41797.6,49885.6
Houston,1486,676,14832.2,25027.8,2002.4,2006.6,2007.1,2007.1,222.9,458.2,533.8,537.7,48.0,91.0,184.4,189.4,30.0,47.2,56.6,56.5,3202.7,240782.1,245405.1,12727992.5,35843417.0,42044675.2,8565.3,29375.3,36677.9
Carteret,1396,279,8044.6,13458.5,1992.5,2002.2,2009.9,2009.9,102.1,942.6,1418.9,1480.3,24.0,118.8,253.9,255.3,14.0,37.8,57.7,57.7,1319.9,100260.3,102185.2,5981728.3,23016062.3,27630400.7,4284.9,19841.4,24687.0
Los Angeles,1375,382,47689.1,47175.1,2004.3,2006.2,2004.9,2004.6,393.2,792.1,624.1,596.7,38.0,79.2,90.0,98.6,26.0,56.2,32.2,35.7,7532.1,572820.3,583818.4,32782562.0,94489806.0,108890826.0,23841.9,77568.7,91130.0
Bolivar,1335,717,6629.4,10167.7,2002.2,2007.0,2007.3,2007.3,65.2,239.8,270.9,265.4,9.0,49.2,164.8,165.1,38.0,60.7,62.0,64.0,2027.1,152339.2,155264.1,5593933.3,17314245.1,20350593.0,4190.2,15708.5,19410.5
Meraux,1289,661,8407.8,13427.2,2002.9,2006.4,2008.8,2009.2,196.7,406.5,441.9,432.0,40.0,65.0,101.0,104.4,31.0,70.7,74.5,76.4,1684.8,126673.9,129106.0,7259785.3,21175921.3,26157963.7,5632.1,20858.7,26181.8
Seattle,1270,281,24678.1,9201.8,1989.9,1987.5,2003.0,2001.7,653.0,1626.3,892.5,922.3,47.0,209.3,82.9,114.4,10.0,151.9,187.9,276.5,7158.2,537808.3,548134.3,17959342.7,57284411.1,65928770.8,14141.2,45801.6,53040.5
Perth Amboy,1219,208,4098.9,6872.0,1990.6,2000.0,2010.5,2010.6,91.9,679.7,1280.8,1363.8,22.0,87.5,226.9,228.8,13.0,28.7,49.5,50.0,725.6,54989.2,56045.0,4036653.3,13349339.5,16386066.2,3311.4,13013.7,16473.8
Howland Hook,1192,190,3447.3,5373.5,1990.7,1994.0,2008.9,2009.3,90.6,385.6,997.2,1114.0,24.0,62.8,171.2,185.1,13.0,27.9,52.3,56.6,699.7,52702.5,53714.4,3739907.9,10799926.2,12717823.8,3137.5,10284.1,12755.6
Gloucester,1156,243,7047.8,7931.8,1996.0,2003.4,2008.4,2008.4,168.6,499.4,427.0,461.3,31.0,65.3,66.4,75.0,11.0,46.0,28.6,32.8,1008.2,75809.2,77264.7,6430624.1,18393562.1,21429584.6,5562.8,17844.2,21164.6
Juneau,1112,95,10407.4,1055.3,1991.9,1988.2,2002.8,2000.9,136.8,320.2,250.4,244.4,15.0,96.3,50.0,51.5,7.0,41.3,12.5,14.0,2729.7,204959.1,208894.3,4154305.2,18762781.6,21715747.0,3735.9,15227.2,16872.3
