Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,8239,1208,1774053.6,1943141.5,2006.7,2007.8,2009.5,2009.4,1627.2,4082.2,4097.8,4027.2,111.0,261.0,412.6,409.4,16.0,23.3,23.4,23.3,186588.7,14397469.3,14673900.7,1143625226.1,3099463112.0,3561576002.1,138806.3,450319.5,527729.2
Bulk carrier,8211,3459,944395.2,1677433.8,2004.1,2010.4,2010.6,2010.7,2877.7,4569.8,3722.9,3811.5,289.0,446.4,603.5,611.8,35.0,91.8,96.2,96.0,79690.8,6147347.7,6265376.8,474499256.3,1164589637.4,1427311734.3,57788.2,224514.7,271280.9
Chemical tanker,5034,1269,343360.0,565315.8,2009.6,2009.9,2010.2,2010.3,1820.6,3486.3,2897.1,2893.9,188.0,319.2,448.6,446.0,41.0,54.9,69.8,70.1,52902.8,4073958.6,4152178.6,141574883.1,863893441.0,1000103956.3,28123.7,200699.3,245501.6
Cruise,4428,170,290488.6,27101.8,2002.3,2003.0,2005.9,2005.3,586.6,733.9,696.2,686.9,40.0,47.9,61.6,62.7,8.0,11.9,14.1,14.6,59249.1,4544915.7,4632178.1,50255638.7,404954532.6,492521664.5,11349.5,80810.6,94052.7
General cargo,3368,822,111309.7,156013.7,2003.3,2006.6,2007.1,2007.2,1187.5,3176.9,2937.4,2933.8,122.0,288.5,447.7,449.7,27.0,80.1,85.6,87.2,17671.4,1354516.8,1380523.6,80404219.4,274047036.5,398486734.3,23873.0,125478.1,169658.0
Oil tanker,3349,1118,696010.7,1293531.5,2008.3,2008.8,2009.7,2009.8,2177.8,4256.0,3758.7,3808.3,234.0,429.3,682.2,691.6,44.0,68.6,72.1,71.6,63389.4,4886401.3,4980220.2,591132919.1,1122427405.9,1290155587.4,176510.3,451783.8,557489.3
Vehicle,1847,490,419452.9,143604.0,2007.0,2007.1,2007.1,2006.7,3924.4,4085.0,3869.0,3927.9,260.0,275.2,361.9,363.4,17.0,24.1,33.2,33.5,24674.5,1904827.2,1941399.9,145417740.6,641136316.5,742501198.4,78731.9,299259.7,322069.1
Liquefied gas tanker,1739,431,481761.5,469200.0,2011.4,2011.8,2013.8,2013.7,3762.4,6271.7,6433.8,6302.5,299.0,456.0,613.3,613.0,37.0,54.7,91.4,94.1,54265.4,3769069.5,3841435.7,129412936.0,833824220.3,715477022.7,74418.0,613365.0,931214.0
Service - tug,1660,270,664.1,530.7,1981.6,1985.5,1990.7,1992.5,326.3,1083.3,777.5,849.2,53.0,205.5,314.0,317.6,15.0,115.6,94.9,101.9,1628.1,122352.9,124702.1,13574726.4,32100141.6,42980354.6,8177.5,21115.9,28510.0
Ro-Ro,1303,54,12625.2,7670.9,1995.8,2001.4,2007.8,2005.5,236.1,1684.0,1274.1,1125.3,28.0,115.5,186.5,180.0,7.0,50.9,80.2,83.0,1785.2,136145.6,138759.6,9636335.6,29435270.3,23668458.0,7395.5,17519.7,19954.6
Refrigerated bulk,438,98,11344.6,11551.0,1996.4,1994.0,1997.1,1996.7,2080.6,2950.3,2430.5,2538.6,134.5,223.9,241.5,253.4,36.0,78.9,61.8,64.8,4822.6,367612.1,374670.2,34267651.1,74876481.7,84341314.8,78236.6,166721.4,180009.0
Service - other,210,94,1898.4,1281.4,1991.2,1993.8,1988.9,1986.3,605.5,2409.2,2384.8,2542.2,86.0,364.5,684.9,630.0,25.0,120.1,274.6,224.8,712.8,53870.9,54905.3,8941932.8,18346883.0,19769877.5,42580.6,94749.1,106985.1
Miscellaneous - fishing,195,55,147.0,93.9,1991.7,1987.5,1997.6,1998.0,143.0,2673.0,1688.9,1654.5,14.0,395.9,652.2,679.2,21.0,295.7,461.4,405.9,216.0,16224.1,16535.6,660178.8,1464403.9,1664879.0,3385.5,7967.7,9445.2
Ferry-RoPax,144,14,457.8,80.7,1985.8,1990.7,1985.0,1976.6,198.8,1289.5,403.2,374.7,8.0,178.4,366.8,481.2,5.0,48.0,63.1,54.7,251.3,18872.4,19234.8,513199.6,1264676.9,1554938.9,3563.9,7617.2,7051.7
Ferry-pax only,58,12,25.0,5.3,1991.7,1985.8,1996.1,1993.0,258.0,737.9,313.4,281.7,18.0,146.9,86.2,92.0,22.0,55.0,41.8,43.7,24.7,1854.0,1889.6,272140.0,620269.0,789844.6,4692.1,11588.8,15297.9
Other liquids tankers,42,11,3940.9,4849.3,2006.4,2006.8,2004.5,2004.1,5011.1,4139.6,4669.1,4660.8,293.5,305.3,313.3,310.6,71.0,111.7,97.5,98.8,834.3,64506.2,65744.7,2487418.2,7102338.5,15312639.7,59224.2,205175.2,331541.6
