Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Port Everglades,2002,274,97133.4,51434.3,2005.1,2005.2,2007.4,2006.3,892.8,1511.0,1015.2,1455.0,63.0,127.7,128.5,193.7,10.0,38.0,26.0,31.7,15269.8,1178079.5,1200698.6,48261941.1,187522454.8,223021428.9,24106.9,94851.4,113430.6
Miami Beach,1785,230,92246.0,46693.4,2004.1,2004.3,2007.4,2006.2,736.3,1204.8,781.3,1117.6,51.0,100.5,142.7,255.7,10.0,32.0,14.2,19.8,15659.3,1208712.6,1231919.9,39399576.9,160844463.6,191231044.6,22072.6,91475.4,108518.6
Houston,1267,727,177141.7,263470.2,2009.1,2009.4,2010.9,2010.5,2075.5,4192.7,4227.4,4029.4,208.0,365.4,573.7,565.9,39.0,66.1,80.3,75.1,20688.2,1596438.4,1627090.0,95336768.0,354098179.5,364800157.6,75246.1,354614.7,483267.2
Palm Beach,1228,65,4613.5,4585.9,1989.1,1998.5,1998.1,2001.3,218.5,1409.4,280.9,674.8,19.0,115.5,101.1,126.3,8.0,30.9,24.7,29.4,1519.1,116298.9,118531.9,5731202.5,24297198.0,23829463.1,4667.1,16502.0,20777.3
Pasadena,1105,769,105666.3,153063.8,2009.6,2009.8,2011.2,2010.8,2239.8,3597.6,3705.2,3678.2,211.0,320.5,523.9,521.6,48.0,81.0,89.8,90.7,13932.2,1074493.5,1095123.8,61668883.3,231553354.1,257714760.5,55808.9,277622.7,367719.6
Long Beach,1004,574,288300.3,418891.4,2008.8,2009.8,2011.2,2011.4,3584.5,4512.1,4399.1,5260.8,325.0,400.8,549.7,615.6,23.0,66.1,48.7,56.1,23822.4,1840584.1,1875923.3,150805101.7,373419391.9,433744908.7,150204.3,499606.3,602503.7
Baytown,891,467,103358.4,134669.5,2007.8,2008.0,2009.5,2008.9,1789.8,3230.1,3143.2,3148.0,155.0,284.2,458.0,474.9,28.0,60.3,46.5,50.3,12611.8,958327.3,976727.2,68748631.2,218648594.8,237459323.0,77159.0,309184.6,393773.2
Savannah,735,357,187278.0,198485.3,2007.7,2007.5,2009.2,2009.2,3826.2,4143.4,4904.0,4645.0,242.0,303.1,519.2,506.5,18.0,33.9,24.5,24.6,19003.0,1465545.2,1493683.6,123489347.3,350020616.0,406587033.3,168012.7,555516.8,651340.5
Oakland,680,229,281788.6,306889.0,2009.5,2009.8,2010.3,2010.3,5446.9,5077.3,5104.5,5079.5,309.0,327.8,325.5,327.0,17.0,40.1,34.5,34.2,28589.9,2210301.8,2252739.6,169458795.4,448164609.0,520000733.6,249204.1,814458.0,959423.6
Tacoma,677,302,89605.9,101049.7,2005.1,2006.9,2009.0,2009.3,203.6,2817.0,2462.4,2672.5,47.0,235.0,346.1,375.6,24.0,42.7,32.8,41.2,9151.8,705553.4,719100.1,56922796.9,156480769.7,178212246.9,84080.9,270896.7,314503.4
