Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kaohsiung,4532,1028,30362.7,45826.8,2003.0,2004.6,2002.5,2002.5,213.1,685.9,397.9,424.3,18.0,111.8,427.9,467.7,17.0,70.8,84.9,90.7,6926.4,531079.9,541276.7,43929252.4,103749340.7,120732769.9,9693.1,31069.5,38003.9
Taichung,2999,799,19765.7,30434.1,2003.8,2004.6,2004.1,2003.9,155.9,758.8,377.9,399.7,13.0,123.1,826.0,951.3,12.0,73.2,76.7,83.0,3880.3,294793.1,300453.1,24446586.5,60262853.1,70130246.8,8151.6,27132.0,33414.9
Keelung,1374,247,8802.3,12327.7,2002.2,2002.6,2001.6,2001.0,212.1,1637.9,394.9,432.0,18.0,322.4,450.3,498.3,14.0,92.6,428.7,557.5,2019.6,154868.5,157842.0,14068559.6,35686008.6,41577130.3,10239.1,32799.6,40018.7
Taipei,993,272,10221.3,14404.3,2001.3,2000.9,1999.5,1998.5,211.4,1731.2,528.3,599.2,21.0,280.9,567.0,642.3,12.0,110.4,167.7,181.3,2470.2,188895.4,192522.2,17449803.2,38065409.5,44145452.6,17572.8,56585.5,69703.8
Mailiao,912,513,15815.9,26688.0,2003.2,2004.0,2001.4,2001.5,339.6,1103.3,888.0,897.8,20.0,164.5,1103.1,1061.7,31.0,55.9,253.9,265.9,2770.1,212545.5,216626.4,21025760.2,44181712.4,52154978.9,23054.6,70413.3,86914.3
Hualien,553,53,2742.4,3565.5,1996.5,2000.2,2000.4,1999.0,210.6,549.4,540.4,469.4,20.0,80.5,286.2,234.8,14.0,41.6,30.8,30.7,554.3,42368.8,43182.3,2853816.5,7380016.7,9872938.3,5160.6,18715.5,23014.0
Lung-Men,493,159,2812.8,4368.4,1998.9,2002.4,2002.1,2002.6,92.7,1102.7,575.2,717.1,9.0,139.0,465.1,484.9,17.0,51.0,59.5,61.5,557.0,42622.4,43440.7,4137702.8,8938215.5,10548966.9,8392.9,26621.4,32808.4
Sha-Lun,254,197,5587.8,9769.8,2000.4,2001.3,2002.4,2002.7,442.2,1447.0,607.2,585.9,50.5,244.6,681.5,674.0,29.0,84.5,106.6,102.1,1020.8,78225.8,79727.7,7947246.7,14341185.0,16513483.4,31288.4,96378.0,121252.9
Mai-Liai,136,100,2188.0,3723.0,1994.8,1996.1,1994.4,1994.1,1065.2,3187.4,2361.5,2516.6,108.0,459.5,1433.0,1467.7,36.5,98.2,204.6,200.6,652.2,49493.8,50444.0,6518253.4,7334459.5,8877228.1,47928.3,137873.4,175321.7
Wu-Tu,22,21,659.7,1113.9,1998.2,1997.9,1994.3,1992.5,1416.4,5625.8,1833.7,1837.4,256.5,938.9,1902.0,2211.7,16.0,105.6,540.8,606.6,186.4,14243.3,14516.7,1937396.2,2312183.5,2947899.7,88063.5,243822.5,310680.7
