Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kaohsiung,11267,3324,511667.9,648408.1,2006.1,2007.2,2009.0,2009.0,652.9,1850.3,1394.0,1444.0,63.0,218.0,306.2,313.5,17.0,67.1,71.6,74.7,62244.6,4707144.0,4797521.2,345480620.2,1012496044.3,1153259154.2,30663.1,110668.4,136353.2
Keelung,2201,547,62597.2,63852.0,2004.8,2006.4,2007.0,2007.9,494.9,1310.4,1148.1,1300.1,44.0,139.5,214.8,229.9,12.0,62.5,53.8,62.4,10132.7,782141.6,797158.8,51361496.9,162919039.2,187297226.3,23335.5,81901.5,97316.9
Taichung,2138,1211,105243.4,154991.6,2005.4,2006.8,2008.7,2009.0,953.9,1724.6,2055.8,2070.1,89.0,174.5,318.1,325.7,23.0,76.7,89.7,97.8,10801.5,789579.8,804739.7,58218173.0,175518116.2,200134273.2,27230.2,111687.1,142340.4
Mailiao,1880,965,108846.0,179564.0,2007.3,2007.9,2008.9,2008.9,993.2,1813.8,2293.6,2250.7,104.0,175.7,305.4,305.8,26.0,72.6,82.2,74.6,10819.2,810826.8,826394.7,65504875.7,171164652.6,190557629.9,34843.0,122228.5,155217.9
Taipei,1733,530,67120.6,66195.5,2004.3,2006.0,2008.3,2007.8,635.7,1367.0,1232.9,1211.3,58.0,141.1,202.2,226.4,15.0,62.5,49.6,56.3,8096.4,625240.0,637244.6,45096985.4,138481187.2,160955978.0,26022.5,91512.4,108469.5
Hualien,268,163,14388.4,24033.0,2005.7,2006.9,2007.2,2007.7,1104.5,2038.6,2439.5,2485.6,119.5,213.1,385.3,380.9,44.5,100.0,209.1,227.6,1386.5,107134.9,109191.9,7655044.1,21064002.2,26060715.5,28563.6,118377.1,147098.8
Lung-Men,251,187,18223.0,30696.3,2005.6,2006.1,2007.2,2007.3,860.4,1636.1,2459.5,2490.1,97.0,162.8,401.6,407.8,27.0,80.7,137.6,119.9,1685.6,126809.7,129244.5,9737720.9,23870827.2,26156808.6,38795.7,137071.3,175487.2
Sha-Lun,174,155,20484.4,36057.5,2005.5,2005.8,2007.3,2007.4,1508.2,1927.0,2355.2,2475.9,137.0,193.7,294.5,301.7,24.5,64.5,80.8,84.2,1442.9,111624.9,113768.1,10534429.7,23943297.0,26674229.4,60542.7,196323.3,240294.0
Mai-Liai,36,35,510.3,640.6,1999.1,1999.3,2004.0,2002.7,1108.9,1361.5,1567.5,1477.2,119.0,152.4,276.7,303.4,23.0,92.7,47.3,56.6,93.8,7174.8,7312.5,662742.4,1414625.7,1781125.7,18409.5,64041.7,80761.4
Wu-Tu,13,12,357.1,641.4,2005.0,2005.1,2010.0,2010.3,444.9,1557.0,1109.6,1105.3,24.0,230.9,274.4,258.7,22.0,132.8,121.9,122.2,35.0,2681.4,2732.8,440475.1,1062735.9,1363361.2,33882.7,105787.2,136675.2
