Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kaohsiung,10654,3303,658325.1,874797.8,2006.0,2007.0,2009.3,2009.4,812.3,2017.0,1811.1,1961.8,66.0,198.1,427.9,486.1,16.0,68.9,44.6,51.9,71782.7,5423022.7,5527144.7,411059359.7,1172383559.2,1333069840.3,38582.6,138421.7,170598.3
Keelung,3096,609,99685.1,102734.9,2005.4,2006.6,2009.7,2010.1,501.5,1631.4,1562.4,1661.6,43.0,148.2,338.1,350.2,9.0,39.4,27.6,26.2,13167.7,1016909.4,1036434.1,76609041.1,238622795.3,276941316.1,24744.5,86362.2,102063.0
Taipei,1977,581,70256.3,73123.0,2004.5,2005.9,2006.0,2005.6,757.2,1603.8,1215.8,1227.7,55.0,158.4,273.2,318.6,13.0,55.7,38.7,46.9,7986.5,616625.2,628464.4,54944115.2,161091809.2,185268612.9,27791.7,94156.9,111595.4
Taichung,1840,1158,127934.0,179843.9,2005.9,2007.0,2008.8,2009.2,1231.9,2106.0,2841.8,2762.2,110.0,205.7,423.8,430.5,31.0,73.5,86.4,93.5,13728.4,977666.3,996437.5,65869201.1,205654462.2,234237668.3,35798.5,153466.6,198808.4
Mailiao,1674,908,149507.9,252861.6,2007.4,2008.2,2009.1,2009.1,1161.1,2474.8,3514.0,3557.5,95.5,207.8,442.0,450.8,45.0,64.3,78.9,82.2,13606.7,1024381.6,1044049.8,91580846.7,229311985.9,255433879.1,54707.8,183169.7,231654.5
Hualien,279,179,15130.4,24007.8,2006.5,2007.0,2007.7,2008.3,1102.8,1964.6,2502.9,2494.4,108.0,198.9,403.4,394.9,27.0,55.3,94.9,86.9,1366.6,105689.0,107718.2,7638920.0,21254486.3,25806040.5,27379.6,113340.1,140317.3
Lung-Men,236,186,50724.0,90467.0,2006.3,2006.1,2007.4,2007.5,1789.6,3175.8,4675.3,4714.6,153.0,310.1,481.0,480.2,19.0,39.8,24.0,23.1,3430.0,255828.7,260740.6,26337119.4,54404948.4,58277441.2,111598.0,341990.3,434168.9
Sha-Lun,111,99,23086.1,42847.7,2003.7,2004.1,2007.4,2007.4,1252.8,2434.8,4548.0,5251.9,104.0,225.3,1090.7,1137.2,15.0,28.0,34.0,34.6,1485.6,114942.5,117149.4,11557468.6,21889950.3,23819118.2,104121.3,301078.4,375298.0
Mai-Liai,39,38,1097.8,1691.9,2001.6,2001.5,2007.5,2007.4,1407.4,2045.2,2341.0,2383.7,128.0,216.7,324.4,343.6,15.0,74.7,23.6,24.3,144.1,11091.2,11304.2,1062821.7,2559843.0,3168063.0,27251.8,96794.9,122284.9
Wu-Tu,8,8,274.1,505.9,2010.1,2010.1,2013.4,2013.6,1208.0,1039.7,1365.1,1403.8,115.0,121.0,153.0,153.4,12.5,73.4,98.5,96.4,20.3,1566.6,1596.6,161774.0,383828.9,480232.8,20221.7,69084.8,84600.1
