Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,500,78,12382.8,1115.5,2000.1,2001.7,2008.0,2007.6,140.5,281.9,315.5,306.4,15.0,22.4,45.4,45.3,9.0,10.1,9.7,9.7,2424.5,187182.0,190775.9,1587489.2,16004454.0,20244949.2,3175.0,28269.1,34274.7
General cargo,123,18,48.1,63.5,1987.3,1989.6,1990.6,1990.9,94.3,237.7,161.2,159.2,14.0,29.9,37.3,37.2,9.0,31.0,26.7,25.8,19.8,1506.9,1535.9,152430.7,442016.5,634214.2,1239.3,4216.6,5986.9
Ro-Ro,87,8,93.1,102.6,1990.3,1985.6,1990.9,1990.5,149.3,188.2,180.4,190.4,19.0,22.1,39.2,41.0,10.0,28.4,15.3,16.1,56.9,4360.1,4443.8,170911.5,821260.6,495753.8,1964.5,4706.6,5877.4
Oil tanker,70,22,4257.7,8032.2,2004.4,2008.3,2011.3,2011.5,154.5,2209.9,2186.1,2211.2,19.0,204.3,443.8,441.1,25.5,45.4,74.5,74.7,342.6,26389.9,26896.6,3003641.6,5612517.3,6095680.6,42909.2,112847.5,140767.2
Service - tug,62,11,4.8,3.0,2003.6,1987.5,2000.6,2000.7,156.2,396.3,270.9,267.3,86.5,106.2,232.0,231.6,15.5,99.9,94.0,98.0,19.1,1437.2,1464.8,77605.0,183512.6,245713.4,1251.7,3232.1,4363.9
Ferry-RoPax,48,4,116.2,21.6,1971.2,1978.8,1997.3,1997.0,77.6,780.3,1540.4,1293.7,16.0,110.8,382.9,379.1,7.0,14.5,7.2,7.3,31.4,2387.9,2433.7,155767.9,376943.1,468431.9,3245.2,6981.6,6997.0
Container,39,8,79.7,100.5,2006.8,2007.4,2007.3,2007.2,183.5,272.3,210.3,208.4,13.0,25.4,23.7,23.0,7.0,10.4,8.8,8.6,23.0,1767.2,1801.2,168633.7,480989.9,544930.9,4323.9,12782.2,14795.6
Vehicle,31,12,109.4,37.3,2002.5,2003.3,2002.8,2002.1,88.2,111.3,128.0,135.3,12.0,15.8,30.7,33.0,7.0,8.2,10.5,10.8,13.2,1007.7,1027.1,37809.4,166698.9,193054.3,1219.7,4635.9,4989.3
Liquefied gas tanker,30,2,233.1,201.8,2007.2,2010.5,2013.4,2013.3,115.6,1057.3,953.3,863.9,23.5,81.5,131.0,129.0,17.0,44.0,65.9,64.9,39.1,2700.9,2752.8,58264.4,360893.5,312590.4,1942.1,15630.0,23577.8
Chemical tanker,26,10,440.1,751.0,2012.7,2008.6,2005.9,2005.8,195.0,2027.6,2218.6,2416.2,22.5,226.1,682.8,692.3,18.5,32.7,64.5,65.0,72.8,5604.8,5712.4,246077.3,1298902.8,1530102.2,9464.5,58079.1,71762.8
Miscellaneous - fishing,11,1,0.1,0.1,1955.0,1955.0,1955.0,1955.0,54.8,54.8,55.6,55.6,7.0,7.0,6.7,6.7,21.0,21.0,20.4,20.4,0.9,66.6,67.9,740.1,1641.8,1866.5,67.3,158.4,187.7
Bulk carrier,8,8,888.5,1660.9,2011.0,2011.0,2008.9,2008.6,2050.8,2196.6,2449.6,2510.5,229.5,232.5,291.9,294.6,72.5,113.6,94.1,93.8,65.6,5062.6,5159.8,379107.6,895140.2,1054485.1,47388.4,168962.3,202062.3
Refrigerated bulk,7,5,33.5,37.4,2001.1,2001.2,2001.2,2001.2,75.9,389.4,360.2,362.4,12.0,27.8,62.0,62.0,8.0,19.4,41.6,41.7,17.0,1294.6,1319.5,110957.8,242448.1,273095.0,15851.1,33778.5,36470.7
Service - other,2,2,13.5,15.9,2012.5,2012.5,2012.5,2011.1,8481.0,8481.0,4648.8,3296.0,584.0,584.0,588.7,445.2,218.0,218.0,222.2,94.2,20.7,1555.6,1585.5,110749.4,227233.5,244857.9,55374.7,123218.0,139130.6
Ferry-pax only,2,1,5.6,3.5,2003.0,2003.0,2003.0,2003.0,20320.8,20320.8,20320.8,20320.8,2762.5,2762.5,2761.0,2761.0,8.0,8.0,8.0,8.0,14.6,1097.6,1118.6,284216.5,578833.4,729151.2,142108.2,330466.1,435663.3
