Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Sint Maarten (Dutch part),204,42,1098.4,116.6,1992.6,1995.4,2000.4,1999.4,108.4,108.3,118.0,117.0,15.0,33.0,14.7,17.9,9.0,17.7,8.9,9.7,337.3,26051.6,26551.8,425949.9,1979234.8,2210551.4,2088.0,8776.6,9504.6
Antigua and Barbuda,190,59,1065.1,132.9,2000.2,1999.2,2005.7,2004.5,78.8,95.4,108.6,97.6,12.0,14.0,14.4,14.5,9.0,12.3,8.9,9.8,257.7,19914.2,20296.6,219180.1,1502813.5,1882114.5,1153.6,7195.4,8679.3
Dominica,65,17,81.6,90.4,1998.1,1995.9,2002.8,2002.7,152.4,150.5,162.5,164.7,16.0,19.1,16.6,15.7,9.0,33.2,10.3,10.0,36.4,2794.3,2847.9,123465.0,364008.3,425086.1,1899.5,6014.1,7208.1
Virgin Islands (British),63,26,154.9,62.9,1992.9,1996.2,2002.9,1997.2,158.6,166.3,161.1,193.1,17.0,24.2,22.3,36.3,11.0,15.4,10.6,17.5,58.9,4519.3,4606.1,113092.9,442816.9,508466.7,1795.1,6878.4,8510.6
Saint Lucia,52,24,640.5,102.3,2007.0,2004.4,2007.5,2007.5,229.4,238.4,234.6,246.7,17.0,19.4,17.0,20.9,9.0,10.1,8.7,9.5,151.7,11733.0,11958.3,269604.7,1306513.0,1525012.1,5184.7,22948.9,25379.0
Guadeloupe,52,20,156.9,26.6,1995.6,1997.6,2003.4,2001.4,132.0,135.7,138.4,137.3,15.0,17.6,14.6,15.1,9.5,13.1,10.3,12.2,48.8,3759.1,3831.2,93715.0,527304.7,502939.1,1802.2,6938.3,8222.2
Martinique,48,22,686.0,68.3,2004.2,2004.5,2006.7,2006.1,196.9,232.9,201.9,203.4,15.0,55.2,15.4,18.0,9.0,49.4,10.6,12.1,148.6,11499.4,11720.1,70165.8,917744.5,1234680.1,1461.8,17110.0,22022.2
Virgin Islands (U.S.),47,24,433.0,67.2,1999.7,2002.1,2007.5,2003.5,161.3,179.5,183.5,187.8,16.0,16.6,15.9,16.2,7.0,9.5,7.3,11.1,83.3,6368.2,6490.4,154361.5,755617.9,867243.1,3284.3,15320.8,17697.1
Saint Martin (French part),45,10,17.3,15.6,1991.1,1988.4,1995.3,1998.7,87.1,87.7,92.7,96.0,10.0,19.2,20.5,20.1,13.0,13.6,32.3,47.4,23.5,1768.6,1802.6,37842.5,123909.3,101023.2,840.9,2647.0,3704.4
United States of America,44,23,6410.5,1097.1,2007.6,2004.6,2011.1,2011.1,1132.6,1384.8,1204.2,1460.1,63.5,114.2,73.9,125.2,10.0,29.8,13.2,28.1,1004.2,77260.3,78743.7,338127.6,6972349.2,9245031.8,7684.7,146542.3,194224.4
Puerto Rico,34,15,830.8,78.1,2000.6,2000.0,2004.8,2003.8,234.7,249.8,271.0,268.7,15.0,21.1,16.1,17.5,10.0,17.0,10.4,10.8,175.5,13369.4,13626.0,88745.7,1062785.2,1343413.2,2610.2,26894.7,34037.0
Montserrat,32,12,11.1,9.9,1984.9,1987.6,1999.3,1998.8,52.0,1763.9,154.3,113.1,7.0,248.8,1406.6,978.4,8.0,12.4,13.2,15.6,22.5,1692.5,1725.0,299962.0,615197.9,774049.6,9373.8,22262.2,29451.8
Saint Barthélemy,24,12,26.5,4.0,1983.6,1983.0,2003.8,1999.3,76.7,86.7,88.9,89.4,12.0,14.1,12.6,11.6,13.0,18.5,12.2,21.4,16.2,1236.0,1259.7,15734.2,66735.2,93797.4,655.6,2623.1,3445.7
Anguilla,21,8,14.5,11.2,1993.8,1991.1,2003.7,2000.2,103.4,104.5,108.6,111.5,13.0,20.3,17.4,18.7,13.0,19.8,15.6,20.7,7.8,594.7,606.1,21111.6,46404.6,57144.6,1005.3,3827.1,5079.9
"Bonaire, Sint Eustatius and Saba",16,10,26.4,46.4,2005.2,2003.7,2010.3,2010.8,164.4,193.7,160.0,156.1,52.5,88.0,45.0,43.5,13.0,18.7,45.0,45.8,11.8,906.0,923.4,30963.8,69618.1,85929.1,1935.2,5474.0,7078.6
Trinidad and Tobago,15,10,42.2,63.6,1988.5,1995.4,2008.0,2010.0,468.5,508.1,525.6,515.6,61.0,59.1,54.9,52.2,53.0,118.0,165.8,189.1,13.0,990.4,1009.4,77712.9,187624.2,233701.3,5180.9,16352.9,21112.8
Dominican Republic,13,7,119.4,25.0,1996.5,2002.0,2005.5,1996.0,459.3,502.9,490.5,468.2,45.0,90.7,39.1,44.2,15.0,21.3,14.9,16.8,25.6,1966.7,2004.4,64299.1,388892.9,324752.2,4946.1,18583.2,22219.2
Barbados,11,10,241.2,27.0,1995.9,1995.9,2002.8,2001.3,321.3,347.5,352.7,351.1,21.0,34.0,19.9,23.2,9.0,35.8,10.7,15.8,57.1,4421.0,4505.8,62034.0,396135.5,475009.3,5639.5,32719.8,37577.0
Grenada,8,5,60.6,16.8,2004.4,2002.8,2013.4,2007.9,336.2,3116.0,359.4,419.7,30.5,192.4,112.5,187.0,13.5,94.7,57.0,95.1,30.1,2279.8,2323.5,32705.0,113670.2,140411.7,4088.1,17073.5,21944.0
Curaçao,6,4,313.3,39.8,2004.3,2006.0,2002.6,2004.7,532.5,783.0,538.1,667.5,40.5,128.8,48.9,152.7,10.5,14.2,10.8,11.2,44.4,3430.8,3496.7,14557.5,334397.7,477727.6,2426.2,53223.7,74143.2
Mexico,5,4,1663.9,3257.9,2014.0,2014.0,2014.0,2014.0,2064.2,2050.7,2064.3,2064.3,189.0,202.2,203.3,203.5,40.0,40.5,47.6,48.0,88.1,6820.7,6951.7,774695.3,1305722.0,1359330.2,154939.1,420433.3,526648.0
