Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Sint Maarten (Dutch part),212,42,740.8,114.2,1997.0,1997.4,2004.5,2003.7,78.9,103.0,128.5,103.9,13.0,18.3,15.2,14.8,8.0,10.8,8.2,9.6,167.4,12901.1,13148.8,142769.3,1051971.0,1399298.7,673.4,4723.2,6335.6
Antigua and Barbuda,139,48,467.8,81.3,1997.9,2000.5,2005.6,2002.2,77.1,100.1,123.3,94.5,10.0,13.8,14.3,12.8,9.0,11.1,9.2,10.2,133.1,10268.2,10465.4,157341.9,804022.8,978558.6,1132.0,5490.2,6415.6
Saint Lucia,89,22,1374.7,175.3,1999.3,2004.4,2000.1,2000.4,227.6,245.0,234.9,237.1,16.0,19.8,16.7,17.8,8.0,8.2,8.0,7.7,366.0,28335.2,28879.2,760952.9,2783834.1,2853046.5,8550.0,28647.8,28103.9
Virgin Islands (U.S.),77,24,1039.5,118.4,2000.7,2001.6,2008.7,2005.8,155.6,175.6,180.0,176.4,15.0,16.6,14.6,15.3,8.0,13.1,8.8,10.4,179.6,13827.0,14092.4,228735.9,1713673.4,1974793.5,2970.6,18702.1,22368.2
Virgin Islands (British),68,27,232.2,47.9,1990.6,1994.6,1998.4,1995.9,151.4,159.7,167.7,176.6,16.0,17.9,19.1,21.0,7.0,10.8,8.3,9.9,67.3,5191.3,5290.9,140945.2,607685.1,643919.0,2072.7,8016.3,9514.8
Dominican Republic,58,25,1751.5,237.6,2004.8,2003.8,2006.8,2005.7,444.0,487.1,439.3,447.1,31.0,67.3,29.1,38.0,7.0,15.6,6.5,7.0,349.2,26945.3,27462.7,345202.8,2548078.5,3150009.6,5951.8,39051.9,46009.3
Puerto Rico,46,17,1019.4,100.4,2001.7,2000.4,2005.2,2004.7,233.9,242.9,243.2,240.4,15.0,32.1,15.1,15.3,8.0,10.1,8.2,8.2,239.7,18326.3,18678.2,118604.7,1397659.0,1780910.2,2578.4,26563.4,33068.2
Saint Martin (French part),32,9,13.7,16.5,1990.6,1989.1,1998.5,2000.9,88.3,89.7,123.3,129.3,10.0,12.3,24.8,26.2,16.5,13.2,41.6,49.3,16.2,1222.6,1246.1,36457.0,72653.6,76362.9,1139.3,3702.8,5037.5
Anguilla,31,11,17.5,15.7,1995.6,1991.3,1997.9,2002.6,95.1,96.7,109.8,118.1,13.0,21.9,22.3,18.6,13.0,11.4,20.4,23.8,17.9,1355.2,1381.2,30042.8,65239.7,81918.8,969.1,3540.4,4791.3
Guadeloupe,29,17,129.7,14.2,1994.5,1992.9,2003.5,2002.6,133.6,135.6,159.8,155.3,14.0,15.3,15.4,15.4,9.0,11.6,8.8,10.1,31.6,2437.3,2484.1,29552.4,242470.6,335963.0,1019.0,7318.2,9379.0
Montserrat,27,9,8.2,4.3,1981.1,1986.0,1992.7,2000.3,54.0,123.8,79.4,107.7,7.0,13.8,16.9,23.6,10.0,28.1,18.9,27.1,8.9,678.0,691.0,20942.2,45881.0,61538.4,775.6,2284.9,3148.5
Dominica,26,15,90.7,22.0,1995.5,1992.8,2010.4,2003.9,151.7,157.5,151.3,160.7,16.0,19.8,15.0,16.9,11.0,15.1,10.4,11.1,23.8,1835.7,1870.9,28281.3,144686.9,181883.2,1087.7,6058.6,7867.0
Barbados,26,16,585.0,59.6,1996.0,2000.8,2008.1,2005.2,331.9,358.8,336.5,339.5,36.0,50.5,23.1,30.0,9.0,15.6,8.0,11.2,120.3,9314.7,9493.6,96299.0,809441.6,1016395.4,3703.8,27985.4,33981.9
Saint Barthélemy,26,12,30.6,5.2,1991.7,1994.7,2005.5,1999.8,70.4,108.1,109.5,81.9,9.0,13.0,13.3,12.3,8.0,6.8,8.9,7.4,9.7,738.4,752.6,17746.2,129328.6,127723.3,682.5,3014.5,4087.6
Martinique,24,17,276.0,35.5,2005.8,2005.2,2006.2,2005.3,199.0,247.0,212.3,208.7,15.5,40.1,16.4,17.4,9.0,12.7,9.1,8.7,70.6,5464.0,5569.0,154792.1,638262.1,684699.2,6449.7,23700.8,23678.5
United States of America,24,12,2982.8,859.2,2004.8,2002.4,2006.4,2009.1,1172.9,1543.2,1234.1,1827.6,65.0,115.8,82.0,143.6,9.0,15.6,10.3,16.9,508.1,39220.3,39973.3,558702.7,4011657.8,4970215.6,23279.3,158006.7,190622.6
Saint Vincent and the Grenadines,16,6,15.8,8.4,1963.6,1977.8,1987.4,1988.8,283.2,536.3,686.2,452.0,30.0,614.5,266.3,822.4,10.0,42.7,83.3,40.7,43.3,3257.1,3319.7,22506.5,107334.8,115332.0,1406.7,4666.6,7088.2
Grenada,11,4,426.3,38.2,2005.0,1994.5,2011.2,2010.1,344.1,341.5,336.3,336.2,39.0,37.2,29.4,29.3,8.0,22.0,6.8,7.5,66.5,5148.3,5247.1,-16737.9,411829.3,605578.3,-1521.6,33299.7,48012.5
Aruba,10,1,884.3,60.0,2006.0,2006.0,2006.0,2006.0,560.0,560.0,565.9,565.9,35.0,35.0,35.4,35.4,8.0,8.0,7.4,7.4,121.6,9419.8,9600.6,-33049.9,650414.8,956976.0,-3305.0,57431.1,82812.6
Trinidad and Tobago,9,5,5.9,6.6,1987.4,1996.6,1994.1,1997.0,465.0,479.9,456.1,450.0,63.0,299.0,87.8,77.0,20.0,34.4,19.2,15.3,5.3,401.1,408.8,21395.4,58884.3,80089.0,2377.3,7309.9,10013.0
"Bonaire, Sint Eustatius and Saba",6,5,36.3,67.3,2009.3,2009.8,2012.8,2012.7,218.4,242.2,305.6,301.6,114.5,109.5,81.8,83.6,11.0,31.7,4.8,4.3,4.2,320.1,326.3,23244.5,51691.9,60219.6,3874.1,12076.7,14861.2
United Kingdom of Great Britain and Northern Ireland,6,2,6.3,9.2,2007.7,2010.0,2008.7,2008.5,154.4,199.8,197.3,196.5,15.5,15.8,27.3,27.5,12.0,12.5,19.4,19.4,4.0,306.2,312.1,15746.5,28778.5,33179.2,2624.4,8971.9,11794.9
Guyana,6,2,14.6,22.0,1981.5,1992.5,1991.6,1989.6,728.4,728.4,774.2,781.2,93.5,82.0,103.2,108.2,16.0,10.5,11.4,12.3,4.2,319.9,326.0,43793.1,128309.8,184883.1,7298.9,25343.1,36202.0
Venezuela (Bolivarian Republic of),5,5,225.1,409.4,2007.6,2007.6,2007.4,2007.5,727.7,724.2,723.4,723.6,95.0,89.2,88.9,89.2,9.0,9.6,9.6,9.6,23.7,1838.8,1874.1,211598.9,445607.2,490704.5,42319.8,103943.3,129916.9
Jamaica,4,4,40.3,25.6,2007.0,2007.0,1999.4,2008.2,955.4,992.2,1028.7,991.7,88.5,88.2,86.6,88.7,28.0,65.5,43.7,90.5,12.2,931.2,949.1,45652.9,189381.1,249670.1,11413.2,49224.7,61493.6
Brazil,4,4,326.4,581.8,2009.8,2009.8,2010.6,2010.5,1913.2,1970.1,1912.0,1888.7,155.5,164.2,161.4,159.4,12.5,19.2,16.6,15.4,26.0,2013.8,2052.4,141040.1,358529.1,450479.2,35260.0,139602.3,171156.9
Malaysia,4,4,7372.9,14600.1,2014.5,2014.5,2014.5,2014.5,11393.7,11422.5,11422.5,11422.5,915.0,902.8,902.9,902.9,13.0,25.5,25.5,25.5,298.0,23080.8,23523.9,3471763.1,5851536.4,6091779.3,867940.8,2355192.0,2950187.8
Curaçao,4,3,92.5,65.3,2010.2,2008.3,2012.8,2015.4,505.0,513.6,506.3,530.3,39.0,47.3,48.1,61.5,6.5,5.2,4.5,0.7,11.6,899.7,917.0,47450.4,205310.3,258932.7,11862.6,48134.9,58363.8
