Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Puerto Montt,2084,138,3737.2,2080.4,1995.5,1997.9,1997.3,1998.9,156.9,616.5,492.4,444.8,21.0,145.8,102.4,153.0,12.0,125.3,45.9,74.9,1425.4,108517.4,110600.9,7337779.2,22768078.3,23478967.0,3521.0,9345.4,11827.0
Quellon Viejo,1545,68,586.5,676.5,2002.3,1996.2,2006.7,2007.6,128.3,298.1,318.2,351.4,16.0,42.1,113.2,101.1,5.0,9.8,63.2,64.3,398.1,29924.3,30498.9,4164784.0,9333380.3,11070312.5,2695.7,6486.1,8079.4
Puerto Chacabuco,742,82,1631.9,1141.9,1993.7,1993.5,1992.7,1994.8,279.3,1547.7,444.1,562.9,29.0,278.2,287.8,358.5,10.5,136.4,135.7,105.8,669.2,50862.2,51838.8,4236330.5,13394131.3,12758354.7,5709.3,14471.5,17693.3
Calbuco,720,52,519.6,793.4,2000.2,1999.4,2008.9,2009.8,101.5,199.0,340.9,367.0,12.0,59.2,131.5,126.1,9.0,32.0,96.8,101.4,356.5,27320.6,27845.2,1075732.0,2980931.3,3481353.7,1494.1,4620.2,5639.4
San Antonio,719,285,15540.4,13242.6,2008.7,2008.6,2009.3,2010.3,291.2,535.7,499.4,441.7,46.0,58.2,60.8,62.2,20.0,42.0,33.0,37.5,1744.3,134805.9,137394.2,8830411.6,29729906.1,34400148.7,12281.5,45149.5,52433.8
Puerto Cisnes,676,46,164.4,154.2,1997.4,1993.3,1996.5,1994.0,151.9,205.3,199.0,218.2,19.0,35.7,63.5,76.9,3.0,6.9,11.4,11.6,110.8,8316.2,8475.9,2062138.4,4577715.4,5764436.7,3050.5,7387.3,9836.2
Melinka,630,68,211.2,231.4,1996.5,1993.2,1999.8,2000.0,156.0,330.4,289.2,304.4,19.0,46.9,241.9,260.7,5.0,23.3,39.5,41.3,145.9,10957.9,11168.3,1659331.4,3841853.7,4689792.3,2633.9,6485.9,8342.0
San Vicente,537,147,7360.1,10303.6,2008.4,2007.8,2006.3,2006.8,279.0,408.7,429.5,420.4,54.0,91.2,93.3,99.3,35.0,52.6,78.3,85.4,1786.2,138014.6,140664.5,5262930.0,16261117.5,18958696.1,9800.6,36919.5,44632.9
Valparaiso,520,216,9792.0,11400.3,2008.4,2008.4,2012.2,2012.3,396.8,581.2,533.2,527.7,48.0,91.4,56.8,59.5,33.5,52.9,44.0,42.4,1229.9,94601.6,96418.0,6424221.5,17851936.1,21260784.0,12354.3,42953.2,51328.8
Quintero,506,190,5669.4,9457.3,2009.3,2010.0,2010.2,2010.0,303.3,493.9,485.1,476.5,49.0,100.1,124.7,123.9,66.5,109.4,126.7,133.5,1760.7,135483.9,138085.2,4179783.8,12562113.5,14543714.0,8260.4,33270.7,41376.5
