Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,906,718,169209.2,287362.9,2011.3,2011.4,2011.1,2011.3,3132.5,4201.0,5153.2,5131.5,297.5,403.2,739.6,743.4,48.0,73.8,84.4,83.2,12447.1,963494.1,981993.1,79642604.2,182554263.6,221224280.4,87905.7,307320.4,367451.2
Container,786,222,155046.3,175316.6,2009.3,2008.8,2009.6,2009.5,1494.9,3289.1,2953.3,2948.1,98.0,202.1,367.0,363.8,23.0,25.6,24.5,24.6,15978.4,1237512.4,1261272.6,97413539.1,273480807.2,313925387.0,123935.8,414916.8,485587.9
Chemical tanker,402,209,19501.1,32435.4,2008.5,2010.5,2010.4,2010.4,1544.7,2440.4,2534.3,2526.0,147.0,247.2,385.7,386.5,42.0,58.4,63.8,63.7,3079.2,237451.4,242010.4,9535238.0,52309575.0,60664668.0,23719.5,151334.6,184305.7
General cargo,283,160,19253.5,29784.3,2008.4,2008.8,2010.6,2011.0,1486.8,3632.7,4223.4,4444.1,141.0,315.6,635.3,649.7,33.0,57.5,63.8,63.3,2172.5,167372.9,170586.5,12823027.1,45380424.1,66465279.4,45311.0,256744.5,348058.7
Vehicle,221,146,73492.3,25038.1,2007.3,2007.2,2007.7,2007.6,3632.2,5928.6,5621.4,5701.8,266.0,390.2,590.0,595.9,21.0,42.6,40.8,40.5,4282.2,331700.3,338069.0,25354292.5,111785244.7,129458706.4,114725.3,436070.8,469307.8
Cruise,181,46,2373.9,285.7,1994.8,1995.2,2000.4,1997.7,449.9,695.0,698.7,701.2,47.0,59.2,88.5,91.9,8.0,10.3,15.5,20.6,702.5,53937.0,54972.5,1086426.4,5989684.0,8271406.1,6002.4,29587.9,37720.9
Oil tanker,147,101,25952.6,47776.8,2008.9,2008.9,2009.4,2009.5,2706.7,3333.6,3449.1,3465.2,277.0,389.5,484.8,484.0,52.0,74.1,74.4,74.1,3024.4,233979.5,238471.9,24736015.8,48865706.2,56432201.7,168272.2,442772.0,537313.0
Liquefied gas tanker,94,56,28091.4,24354.7,2010.6,2011.1,2009.1,2009.6,3999.2,4610.3,4513.4,4420.3,307.0,324.9,410.7,415.8,32.5,89.5,199.8,168.7,3397.8,215860.2,220004.7,7466151.2,43921714.2,38529510.1,79427.1,619918.6,927201.4
Refrigerated bulk,77,45,3699.2,3969.2,1992.1,1992.6,1992.4,1992.3,4627.6,4163.3,4019.3,4049.0,287.0,313.0,326.6,322.2,74.0,77.2,75.9,76.7,1540.7,117596.0,119853.9,11775332.4,25729673.0,28982056.9,152926.4,325884.5,351857.3
Miscellaneous - fishing,58,34,722.1,508.4,1990.7,1991.1,1989.1,1988.6,1150.7,3417.4,4696.5,5037.0,206.0,750.1,1592.6,1770.7,23.0,397.6,276.0,213.5,247.6,18792.0,19152.8,3575242.9,7930578.0,9016264.1,61642.1,145071.9,171973.9
Ferry-pax only,33,3,87.9,11.3,2011.4,1999.3,2009.3,2010.4,451.1,618.5,626.9,587.0,50.0,76.8,188.1,161.4,6.0,10.3,58.2,38.1,35.0,2624.7,2675.1,310474.4,874408.1,1132639.6,9408.3,26245.2,34729.2
Service - other,32,12,418.4,164.0,2001.1,2002.2,2001.0,2002.1,937.7,3546.6,2365.6,1989.3,102.5,625.4,1054.3,1026.6,22.0,152.0,262.0,265.4,201.8,15227.5,15519.9,1144717.1,2348708.2,2530875.3,35772.4,79599.6,89879.3
Ferry-RoPax,29,8,150.1,23.9,2005.6,2007.4,2006.4,2010.7,367.7,3689.2,564.4,1046.3,40.0,942.0,908.4,3744.7,7.0,35.8,10.0,8.0,58.8,4448.2,4533.7,535875.3,1178931.7,1551396.7,18478.5,41039.7,56087.4
Service - tug,24,16,7.2,7.4,2005.4,2002.1,1990.4,1983.1,262.6,842.5,666.6,995.5,113.5,239.2,439.4,462.8,8.0,171.4,291.5,208.7,26.7,2008.1,2046.6,188750.1,446337.1,597621.2,7864.6,20307.8,27418.9
Other liquids tankers,2,2,374.6,525.6,2015.0,2015.0,2014.9,2014.9,6703.5,6703.5,6708.0,6703.5,579.0,579.0,582.7,582.1,38.0,38.0,35.6,36.0,33.4,2583.8,2633.4,269594.8,769775.4,1659635.5,134797.4,466989.2,754605.4
