Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Peru,1170,615,60116.0,69304.6,2009.0,2009.6,2010.8,2011.0,955.5,1098.9,1150.1,1144.3,75.0,104.8,101.2,103.4,27.0,56.7,41.2,43.2,7047.7,537658.0,547981.1,37626572.9,111751976.8,128402002.9,32159.5,115583.0,139000.9
United States of America,266,220,36710.5,53213.7,2007.0,2008.3,2008.6,2009.3,4297.0,4458.5,4669.4,4487.5,390.0,417.3,412.1,433.0,58.0,77.7,161.3,115.8,4713.1,355308.7,362130.7,26343753.3,78046351.1,88183041.8,99036.7,372167.4,456254.6
Argentina,236,111,10127.8,13264.6,2005.4,2003.7,2011.0,2011.8,1026.8,1854.7,1806.1,2402.5,136.0,242.1,242.6,264.7,22.0,104.2,81.5,87.2,1372.6,105919.0,107952.7,8061390.8,22244916.3,27036849.4,34158.4,114523.6,139035.4
Panama,209,181,16087.1,25097.2,2011.2,2011.2,2011.7,2011.4,2397.3,2426.9,2468.1,2451.0,191.0,236.4,248.2,252.3,41.0,48.6,48.2,48.5,2137.5,165422.5,168598.6,10662026.0,33862927.2,39548162.2,51014.5,210869.4,258219.6
Ecuador,190,141,12110.6,17780.2,2008.1,2009.4,2008.3,2008.9,1677.7,1806.4,1917.2,1911.3,139.0,166.9,205.9,220.8,18.0,29.9,35.4,36.3,1528.5,118162.7,120431.5,10564585.4,26770624.4,31132595.2,55603.1,171231.9,203901.0
Brazil,189,139,25421.5,36746.6,2010.3,2010.7,2010.0,2010.7,3515.6,3571.1,3570.0,3605.5,289.0,355.4,343.5,365.5,51.0,108.9,86.9,100.9,2279.7,176358.4,179744.5,15162828.3,39862805.1,48608031.5,80226.6,284259.9,344734.6
Japan,136,114,67959.0,63849.7,2007.9,2008.3,2007.9,2008.2,9550.7,9708.1,9716.8,9602.6,764.5,753.9,746.0,800.0,32.5,57.2,54.5,76.6,4421.3,342342.5,348915.4,27251457.2,92089006.2,110989524.0,200378.4,789481.3,925409.5
China,135,117,96634.6,141262.9,2009.7,2009.4,2010.7,2011.5,10467.1,10399.0,10534.4,10525.1,900.0,887.7,877.2,919.7,50.0,75.1,70.4,70.8,6945.8,537943.2,548271.7,46194933.0,119570041.7,138333442.4,342184.7,1115204.0,1310068.8
Antarctica,108,40,442.2,175.5,1993.1,1992.8,1997.9,1995.7,369.8,661.1,506.5,735.7,52.5,141.4,131.9,167.9,7.0,29.8,54.3,165.8,191.7,14516.0,14794.7,659916.5,1883954.0,2569212.4,6110.3,18271.6,23896.7
Uruguay,74,72,8123.2,13865.2,2010.4,2010.4,2010.7,2010.7,2905.1,2911.5,2875.8,2965.4,252.0,311.2,296.5,284.5,64.0,94.4,83.3,80.9,739.2,57139.7,58236.8,4936558.1,12353987.3,14846578.1,66710.2,238832.1,290253.1
Mexico,68,46,15232.3,13703.1,2007.4,2008.6,2007.1,2007.8,3678.8,3667.1,3710.4,3688.4,240.0,278.2,245.2,242.8,25.0,43.9,35.9,38.1,1434.1,111026.3,113158.0,7803625.0,24069057.6,28302672.3,114759.2,410273.8,477314.9
Costa Rica,66,29,58.1,47.3,2002.7,2003.7,2005.1,2003.9,235.3,1570.3,784.1,862.5,34.0,457.5,2616.4,2631.9,6.5,78.2,11.1,11.1,60.7,4559.0,4646.5,684629.5,1533992.0,1987657.1,10373.2,24303.0,33178.3
New Zealand,52,27,23959.0,28704.0,2001.8,2003.3,2001.2,2001.3,5369.8,5422.0,5382.1,5384.1,311.5,341.4,306.4,308.0,22.0,28.1,23.4,23.8,2541.4,196842.0,200621.4,12878529.7,37797610.1,44391830.0,247664.0,915664.9,1083203.9
Colombia,39,30,4008.5,6235.3,2007.7,2008.9,2009.2,2008.8,2430.2,2773.9,3162.7,3444.4,158.0,245.9,391.9,450.8,38.0,56.1,41.7,42.6,495.2,38027.2,38757.3,2927378.3,7956205.2,9258002.9,75061.0,259822.3,319027.2
"Taiwan, Province of China",36,26,30284.2,35387.6,2013.8,2013.2,2014.0,2014.0,10139.4,10198.9,10179.2,10181.1,625.5,701.6,646.1,658.2,19.5,35.5,24.9,27.1,2449.5,189674.0,193315.8,17431621.8,50118151.5,60053763.3,484211.7,1779847.4,2144337.8
"Korea, Republic of",34,32,18113.6,15540.4,2011.6,2011.5,2011.7,2012.3,10552.4,10822.1,10810.5,10549.9,791.0,786.6,757.4,846.1,32.0,66.2,56.9,56.1,1231.9,95233.7,97062.2,7090006.4,27562286.3,32351348.8,208529.6,838673.1,962657.4
Spain,29,28,5418.7,6940.5,2005.7,2006.0,2010.8,2011.3,6692.8,6286.2,7839.9,7709.0,622.0,563.8,633.5,673.2,35.0,70.9,92.3,56.7,558.2,41016.3,41803.8,2965791.0,8491768.7,10458282.5,102268.7,411585.1,528493.4
South Africa,23,22,3504.8,5472.9,2009.4,2009.4,2011.9,2012.0,6253.3,6092.9,6243.0,6316.7,564.0,578.0,557.9,563.5,22.0,200.5,60.3,37.2,406.8,31445.7,32049.5,2846671.7,6425026.5,8603076.6,123768.3,453769.5,569511.3
Falkland Islands (Malvinas),22,18,234.2,121.5,1997.4,1997.2,1997.4,1990.7,696.0,1632.3,1117.5,1245.3,128.5,343.5,446.3,534.6,35.0,66.1,53.3,49.0,88.9,6723.2,6852.3,574675.9,1449028.8,1827541.8,26121.6,67528.2,83885.4
Hong Kong,21,19,16435.5,18207.8,2009.4,2009.9,2009.8,2010.1,10541.9,10019.4,10044.7,10053.7,603.0,621.6,626.0,630.8,21.0,21.2,22.2,21.8,1625.6,125922.3,128340.0,10824536.1,27986302.3,31884334.8,515454.1,1595941.5,1844992.1
Trinidad and Tobago,20,14,6289.1,5751.8,2010.0,2009.4,2007.4,2007.9,3882.7,4898.3,5569.4,5328.7,317.0,353.8,408.5,398.4,30.5,53.1,38.8,42.2,915.5,56795.2,57885.6,1730660.9,10233863.4,9239635.3,86533.0,666511.6,982444.9
Canada,19,19,2750.8,4524.6,2012.1,2012.1,2012.6,2013.0,5386.2,5973.1,5788.9,5712.8,504.0,593.2,606.3,581.5,127.0,134.5,144.1,148.1,337.8,26016.8,26516.4,1953675.7,4843474.8,6146685.9,102825.0,376818.1,462969.1
Netherlands,14,14,4058.0,6070.3,2014.1,2014.1,2014.3,2014.3,7259.6,7657.3,7704.6,7802.5,672.0,662.4,635.5,659.5,78.5,94.4,91.9,94.5,382.2,28171.2,28712.1,2018461.4,6770366.9,8512263.5,144175.8,736630.0,974427.0
French Polynesia,8,8,621.0,169.2,2000.8,2000.8,1997.6,2004.0,2522.3,3630.1,2705.6,3510.5,187.0,326.0,241.9,362.1,21.5,24.5,21.1,16.0,148.2,11428.0,11647.4,415343.6,1830573.9,2277772.3,51917.9,220243.0,254510.7
Australia,7,7,2302.5,2316.6,2009.3,2009.3,2008.1,2008.6,7566.7,8950.1,12145.2,11007.3,668.0,707.7,916.7,874.1,115.0,110.7,59.8,72.5,403.2,25837.1,26333.2,723230.2,3396370.8,3430405.4,103318.6,654131.8,944800.9
South Georgia and the South Sandwich Islands,5,4,61.9,8.7,2006.4,2005.5,2010.1,2008.8,1300.3,1373.1,1369.0,1364.4,134.0,127.2,120.7,121.5,22.0,27.8,20.4,22.2,33.6,2524.3,2572.8,26187.3,183513.0,242333.9,5237.5,31175.7,37054.9
France,5,5,1527.6,2596.4,2013.4,2013.4,2013.4,2013.4,8230.9,8267.3,8259.5,8260.9,722.0,711.6,711.8,711.7,60.0,48.0,46.6,46.9,113.6,8761.2,8929.4,980997.1,3581916.4,5288725.3,196199.4,1173904.9,1603082.3
