Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
San Antonio,527,261,136849.6,111214.0,2009.1,2008.4,2008.1,2008.3,2093.8,5008.9,4265.1,3640.1,161.0,333.1,476.5,419.2,23.0,37.4,31.7,29.4,11712.0,907108.2,924524.7,69678455.2,227295994.2,262285685.9,132217.2,462413.6,528309.6
Puerto Angamos,363,223,18393.6,24775.2,2008.8,2010.6,2011.1,2011.0,789.5,2023.8,1541.4,1576.6,60.0,176.2,318.6,332.6,32.0,53.2,106.1,89.8,2165.9,163466.2,166604.8,11570244.1,33733035.9,40003086.6,31874.0,129862.2,162702.1
Quintero,244,197,39048.6,50736.7,2009.8,2009.8,2009.2,2009.7,2689.2,3437.9,3635.1,3446.0,292.5,353.3,445.3,464.0,48.5,73.4,143.7,103.1,4937.8,346966.8,353628.6,19465846.0,71541187.8,75131366.1,79778.1,380072.8,508751.3
San Vicente,240,127,37911.9,54051.0,2007.9,2008.0,2006.3,2006.8,2333.3,3712.6,3435.1,3428.7,174.5,311.7,392.4,397.9,24.0,46.9,52.3,54.2,4327.1,335033.7,341466.3,26682418.4,69068999.7,79099709.3,111176.7,356916.0,425398.7
Valparaiso,227,156,56328.2,64752.9,2009.0,2007.8,2012.5,2012.4,3144.5,4504.2,4183.0,4141.5,265.0,322.6,475.7,472.8,28.0,65.4,38.5,42.1,5653.0,436681.2,445065.4,39095179.7,103839660.5,120729239.4,172225.5,549102.5,640014.1
Arturo Prat,142,45,1001.8,446.1,1989.4,1990.8,1992.4,1988.7,434.1,1297.8,814.8,1373.7,54.0,232.0,397.0,633.2,9.0,99.2,138.6,139.3,389.7,29704.4,30274.7,1814301.0,5092391.4,6736392.1,12776.8,35341.5,44700.7
Arica,137,83,5373.5,5020.4,2007.9,2008.5,2008.8,2009.4,619.6,1619.2,1551.7,1273.1,54.0,198.3,423.3,378.4,43.0,56.0,50.4,58.7,718.9,55550.3,56616.9,3229131.5,11384609.2,13633355.8,23570.3,94672.1,111619.1
Puerto Patache,130,124,12921.4,22326.6,2011.0,2011.4,2011.0,2011.1,2065.1,3264.2,3253.9,3247.9,281.5,344.4,524.9,522.3,38.5,63.1,76.5,76.6,1201.7,92856.6,94639.5,7990761.0,18415779.4,23191722.4,61467.4,227704.5,274409.0
Punta Arenas,126,88,7014.9,8878.2,2005.7,2005.6,2008.0,2009.6,1657.1,2834.8,2323.8,3322.6,176.5,339.3,488.5,474.4,33.5,112.4,104.2,110.6,1200.7,88849.1,90555.0,6352973.4,17945953.9,20227632.9,50420.4,179246.2,224613.7
Iquique,118,89,13245.8,5701.7,2006.8,2006.9,2007.8,2007.5,684.5,2483.2,2522.5,2105.9,53.5,176.4,474.5,418.6,31.0,67.1,43.5,46.2,946.9,73208.4,74614.0,5389680.0,22442961.3,26103425.7,45675.3,174118.9,193153.0
Coronel,103,78,26923.9,35981.4,2007.3,2008.8,2009.3,2009.5,4968.3,5765.6,6577.2,6494.3,437.0,573.2,729.9,728.8,53.0,66.8,72.1,71.0,2013.6,155794.7,158786.0,12106488.9,33872368.6,42923397.1,117538.7,500822.5,624990.5
Patillos,100,91,9433.4,16072.1,2011.9,2011.9,2012.0,2011.9,3576.2,3230.0,3272.0,3272.2,324.5,302.5,349.6,350.0,58.0,71.3,79.4,79.3,916.6,70824.0,72183.8,5511901.1,13072584.4,16651532.3,55119.0,210473.8,255278.0
Lirquen,84,72,16620.4,25496.6,2009.7,2009.9,2010.4,2010.8,3510.6,5187.9,4413.6,4902.9,256.0,437.9,566.2,605.4,36.0,60.2,60.6,63.0,1503.6,116245.3,118477.2,10876258.9,32065545.5,43480363.2,129479.3,576121.4,744945.5
Caldera,77,69,36146.2,68753.0,2010.2,2010.1,2012.8,2013.0,6733.2,6382.0,8254.7,8443.5,679.0,592.4,932.6,941.2,50.0,57.5,80.8,81.1,2158.7,166991.7,170197.9,15052851.1,36793197.1,42579262.7,195491.6,622470.3,742624.5
Antofagasta,67,62,2845.5,4239.3,2008.3,2009.0,2009.4,2009.9,1487.0,2447.0,2153.6,2151.5,111.0,232.9,469.5,486.5,27.0,47.8,58.4,59.3,437.1,33664.9,34311.2,2364400.8,6533595.0,8727917.9,35289.6,140807.0,175422.2
Coloso,64,60,5563.4,9648.4,2012.3,2012.2,2012.8,2012.8,1490.0,2711.0,2657.8,2629.7,119.5,242.7,592.7,589.1,16.0,40.4,63.0,62.5,530.5,41087.3,41876.2,3015552.8,8253106.7,9831215.2,47118.0,191582.4,228601.2
Puerto Montt,51,37,1713.5,2748.3,2006.1,2007.1,2010.4,2010.4,1896.7,2067.1,2682.8,2765.5,147.0,195.9,319.1,327.6,30.0,152.3,190.3,199.0,197.7,15254.4,15547.3,1087941.2,2759028.2,3838377.5,21332.2,88283.9,111010.7
