Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,323,112,1605.6,2267.2,1997.2,2002.4,2006.0,2005.8,470.8,1027.9,1037.0,1032.3,63.0,127.5,212.6,210.0,45.0,63.7,75.8,77.6,377.7,28919.2,29474.4,2930562.0,8805825.8,12357317.0,9072.9,37159.3,48505.8
Container,281,24,971.6,1250.8,2007.1,2007.5,2008.0,2008.0,398.9,301.8,336.4,337.0,34.0,27.1,34.9,34.9,21.0,20.3,20.2,20.2,255.3,19506.8,19881.3,1494389.6,5027121.7,5718897.7,5318.1,18983.4,22669.4
Bulk carrier,119,63,2212.8,3432.8,2003.9,2008.0,2010.3,2010.1,493.4,1451.3,1394.9,1408.1,94.0,172.0,296.4,294.4,83.0,95.6,85.4,86.0,259.0,19962.8,20346.1,1675641.6,3886313.1,5343249.7,14081.0,52535.8,64922.5
Oil tanker,115,12,285.8,431.7,2004.0,1998.9,2004.7,2004.6,418.6,510.3,442.0,444.8,54.0,157.2,86.3,86.5,37.0,61.5,56.6,58.6,157.3,11907.5,12136.1,810274.3,859035.5,847049.0,7045.9,22788.6,29954.9
Chemical tanker,86,12,221.7,350.0,2007.7,2008.2,2007.4,2007.4,415.9,863.0,497.0,504.2,50.0,84.1,104.6,106.8,32.0,39.4,51.5,51.7,105.5,8006.9,8160.6,488731.7,1508955.2,1890358.7,5682.9,19590.9,24777.4
Liquefied gas tanker,40,4,70.2,72.3,2009.0,2005.2,2008.8,2008.7,419.4,414.8,436.0,436.2,36.5,40.9,44.8,44.9,28.0,30.8,31.5,31.5,38.7,2954.9,3011.7,54550.1,158040.5,174527.3,1363.8,7466.5,9818.6
Refrigerated bulk,26,12,137.4,151.7,1998.0,1996.4,1996.3,1996.1,224.2,713.8,494.2,483.5,18.0,55.8,167.4,167.0,18.0,21.8,23.0,23.8,66.0,5020.0,5116.4,449945.9,983153.6,1107430.1,17305.6,36878.1,39817.2
Vehicle,25,2,146.4,46.8,2002.7,2003.0,2005.0,2003.6,391.1,314.2,395.3,397.4,38.0,32.8,52.9,54.8,10.0,10.0,13.4,13.2,22.8,1743.5,1777.0,47420.2,209072.2,242126.9,1896.8,7209.8,7759.3
Service - tug,13,5,15.8,11.6,2004.9,2000.4,2006.0,2006.1,560.8,982.4,1343.7,1349.5,149.0,338.8,1041.6,1048.2,40.0,34.4,39.0,39.1,12.1,909.1,926.6,295859.4,699618.4,936751.2,22758.4,58766.3,79344.5
Service - other,9,7,65.0,28.4,2009.4,2007.9,2013.0,2012.8,836.3,1060.9,1608.0,1273.1,76.0,134.6,165.4,148.1,57.0,145.3,412.4,337.8,12.8,970.0,988.6,198347.5,406965.4,438529.9,22038.6,49039.6,55372.7
