Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Toamasina,109,12,268.9,383.9,2000.2,2001.1,2008.2,2008.2,196.2,889.9,1122.8,1134.4,14.0,951.8,265.8,273.9,53.0,72.0,934.9,934.6,132.3,10027.9,10220.4,1179428.5,2139841.1,2480193.4,10820.4,30843.5,40673.1
Maroantsetra,78,5,15.9,17.5,1995.8,1987.0,1993.0,1994.6,189.6,250.2,261.1,243.3,13.0,25.4,29.1,29.1,39.0,42.0,85.0,86.0,45.0,3383.4,3448.4,424051.4,961316.5,1131050.0,5436.6,12862.6,17043.9
Majunga,59,23,248.4,346.2,2006.1,2002.2,2006.0,2007.0,372.7,503.4,452.3,458.5,39.0,106.6,89.2,84.0,49.0,60.6,74.8,78.0,104.3,7895.9,8047.5,374812.8,941588.3,1143568.8,6352.8,23519.8,29933.9
Toliara,47,8,111.9,157.9,2008.1,1997.2,2009.6,2010.2,351.0,462.3,468.8,475.8,39.0,54.4,54.6,54.8,46.0,53.4,61.8,62.5,48.9,3727.4,3799.0,275493.1,676557.2,903250.1,5861.6,22479.7,28817.2
Nosy-Be,46,16,239.2,74.3,2001.5,1998.9,2002.2,2006.5,198.1,285.3,252.3,260.7,19.0,26.2,26.5,35.7,28.0,121.2,23.6,73.3,85.9,6576.6,6702.8,200473.8,721870.8,790241.0,4358.1,16166.8,18341.1
Diego Suarez,39,15,253.1,134.1,2003.5,1999.9,2001.2,2005.6,365.8,547.0,348.0,418.8,37.0,307.8,92.8,175.3,56.0,138.8,47.0,108.2,90.0,6865.7,6997.5,262584.5,743339.5,825676.2,6732.9,23007.8,26823.3
Ehola,28,7,67.9,99.3,2008.2,2006.9,2007.6,2007.4,339.4,447.8,440.2,439.9,37.0,51.1,66.9,67.3,42.5,153.5,80.1,75.4,33.1,2517.4,2565.7,151901.7,382815.8,501953.3,5425.1,20874.7,26711.8
Morondava,4,2,5.1,4.5,1972.5,1985.0,1987.7,2004.2,325.3,380.0,386.6,478.9,30.0,48.5,55.3,70.6,15.5,27.5,30.4,41.9,2.8,209.1,213.1,8440.3,31427.1,50608.0,2110.1,8468.2,12850.7
Manakara,1,1,3.9,6.3,1997.0,1997.0,1997.0,1997.0,205.1,205.1,205.1,205.1,19.0,19.0,19.0,19.0,16.0,16.0,16.0,16.0,0.4,27.3,27.8,2592.7,7197.5,11186.4,2592.7,12214.7,15831.1
Antalaha,1,1,0.1,0.0,2010.0,2010.0,2010.0,2010.0,266.3,266.3,266.3,266.3,57.0,57.0,57.0,57.0,80.0,80.0,80.0,80.0,0.3,24.9,25.4,1039.7,2458.7,3292.0,1039.7,2684.8,3624.9
