Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-pax only,105,1,12.9,12.5,1997.0,1997.0,1997.0,1997.0,185.2,185.2,477.3,477.3,11.0,11.0,16.8,16.8,38.0,38.0,214.0,214.0,22.4,1680.6,1712.9,1030793.4,2099307.1,2644478.2,9817.1,22829.2,30096.4
Oil tanker,82,2,307.6,442.2,2014.6,2014.5,2014.1,2014.1,465.3,459.2,780.5,779.1,58.0,57.5,80.4,80.4,79.0,79.0,839.6,837.1,181.2,13691.9,13954.8,781819.4,837603.3,788907.9,9534.4,32478.6,43170.7
General cargo,71,6,162.9,228.4,2007.2,2002.0,2006.1,2006.3,337.7,432.7,419.6,419.3,32.0,76.1,144.1,133.8,43.0,180.3,91.5,86.2,56.6,4332.7,4415.9,375599.6,1105639.0,1530963.0,5290.1,21169.8,26933.8
Ro-Ro,54,1,6.2,9.1,1995.0,1995.0,1995.0,1995.0,195.7,195.7,247.8,247.8,23.0,23.0,59.4,59.4,77.5,77.5,100.7,100.7,59.7,4481.6,4567.6,32913.4,253749.8,119742.2,609.5,1487.5,2120.4
Cruise,41,7,385.1,44.8,1985.7,1990.0,1999.0,1997.2,207.0,221.5,278.0,275.1,19.0,19.6,28.6,28.6,8.0,9.2,8.2,8.4,96.8,7478.4,7622.0,239284.8,977980.4,1124263.6,5836.2,21274.4,22691.1
Container,29,9,151.9,199.0,2002.1,2000.7,2000.0,1999.8,359.6,320.4,356.4,352.7,30.0,33.3,36.3,36.1,35.0,45.1,39.5,40.3,40.4,3085.2,3144.5,183534.8,699500.4,792498.6,6328.8,25749.9,31207.3
Chemical tanker,15,3,48.2,66.0,2009.3,2009.3,2009.3,2009.3,522.9,573.1,576.4,583.3,65.0,73.2,88.3,88.2,66.0,61.3,110.8,105.5,31.8,2401.4,2447.5,98963.3,300969.1,378285.5,6597.6,22250.0,28178.8
Bulk carrier,10,8,129.0,210.9,2005.2,2007.2,2005.6,2005.4,663.8,641.2,615.9,618.6,65.5,150.2,359.7,373.5,51.5,81.4,74.8,72.7,18.4,1409.7,1436.8,88782.3,223645.0,329798.6,8878.2,37477.7,47354.3
Refrigerated bulk,2,1,8.6,10.1,1986.0,1986.0,1986.0,1986.0,901.7,901.7,901.7,901.7,912.5,912.5,1166.3,1166.3,89.5,89.5,75.6,75.6,26.9,2018.2,2056.9,29903.0,65339.5,73598.7,14951.5,31861.5,34400.8
Service - tug,2,1,1.2,0.7,2010.0,2010.0,2010.0,2010.0,2141.7,2141.7,2141.7,2141.7,4097.0,4097.0,7634.7,7634.7,48.0,48.0,20.0,20.0,8.5,641.6,653.9,16726.6,39553.3,52959.7,8363.3,21595.5,29157.6
Service - other,1,1,0.8,0.4,1973.0,1973.0,1973.0,1973.0,551.6,551.6,551.6,551.6,94.0,94.0,94.0,94.0,70.0,70.0,70.0,70.0,0.5,34.2,34.8,2498.1,5125.6,5523.2,2498.1,5558.8,6276.6
