Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,270,51,3250.0,4056.5,2003.7,2003.6,2003.7,2003.7,481.8,572.4,569.8,568.6,40.5,50.3,86.1,85.6,47.5,68.6,80.3,81.2,715.9,55046.9,56103.8,3588588.6,13311999.6,14841949.4,13291.1,51447.9,61481.0
General cargo,89,27,570.4,751.2,2007.9,2006.0,2008.4,2008.6,810.1,1651.7,1014.2,994.1,82.0,157.9,162.6,160.3,36.0,35.2,45.3,46.2,152.6,11749.7,11975.3,1096294.9,3258130.8,4538027.1,12317.9,49887.0,64175.0
Bulk carrier,79,67,6602.4,11555.7,2012.1,2011.7,2012.2,2012.1,2821.7,2790.8,2726.0,2742.1,248.0,257.5,472.5,477.5,128.0,160.1,147.2,147.3,604.1,46772.9,47670.9,3620218.2,8778050.3,10983729.3,45825.5,178159.2,215605.8
Chemical tanker,39,25,1721.3,2749.4,2008.9,2008.7,2008.7,2008.7,1281.6,2256.1,2049.3,2036.8,148.0,206.5,296.6,294.1,49.0,62.1,48.4,47.5,266.1,20551.4,20946.0,742539.0,4363113.4,5088545.3,19039.5,130561.8,160602.2
Vehicle,36,31,2381.6,780.9,2008.5,2008.4,2009.0,2008.6,1186.3,1030.6,1059.2,1074.5,74.0,69.8,94.9,96.5,12.0,11.7,13.0,13.0,137.1,10618.0,10821.9,790763.8,3486420.7,4037630.4,21965.7,83491.5,89855.1
Cruise,36,12,891.5,102.2,1992.1,1995.7,1999.8,1998.5,696.3,731.1,687.5,663.4,45.0,55.0,51.0,51.6,9.5,11.7,10.8,10.9,214.2,16549.9,16867.6,434326.9,2223303.5,2694517.8,12064.6,53549.3,59019.5
Oil tanker,16,6,1553.1,2707.0,2009.9,2009.2,2010.2,2010.2,2894.6,1990.3,2798.0,2817.6,240.5,177.7,257.3,257.5,89.0,84.4,94.4,94.7,247.1,19133.9,19501.2,2169307.5,3530981.6,4680950.8,135581.7,322151.3,402982.0
Liquefied gas tanker,14,7,314.4,363.6,2013.1,2011.9,2013.4,2013.2,1022.2,1752.9,1823.1,1857.1,104.5,153.6,195.6,198.4,35.5,98.4,83.8,83.0,58.3,4466.2,4552.0,274456.4,795145.1,878094.8,19604.0,107331.3,141143.3
Miscellaneous - fishing,11,10,35.1,20.8,2005.2,2004.0,2004.6,2004.3,1181.1,7703.1,2942.0,2134.2,549.0,1190.2,4157.6,3868.3,30.0,93.8,61.3,68.8,62.9,4723.7,4814.4,146488.7,324940.1,369424.0,13317.2,31341.3,37153.2
Ro-Ro,9,3,10.4,7.1,1989.7,1997.7,1982.3,1983.4,256.3,281.7,351.2,357.1,43.0,39.3,67.2,68.1,116.0,265.7,170.5,166.6,21.1,1589.1,1619.6,25892.4,199620.2,94198.9,2876.9,7020.9,10008.6
Refrigerated bulk,5,4,73.5,83.7,1994.0,1997.5,2003.2,2002.8,1410.5,1952.9,1811.8,1811.9,201.0,303.0,223.0,226.3,30.0,42.4,28.3,28.3,42.1,3184.8,3246.0,248396.2,542757.8,611365.6,49679.2,105865.9,114303.4
Service - other,4,3,8.0,3.4,1980.8,1983.3,1984.8,1982.5,1652.3,1660.0,1407.0,1458.3,360.0,1821.8,648.2,715.8,26.5,49.8,48.4,43.4,13.2,995.9,1015.0,23502.1,48221.1,51961.2,5875.5,13074.0,14762.4
Service - tug,2,2,2.6,0.9,1994.0,1994.0,1994.7,1994.5,3993.5,3993.5,3839.6,2806.9,98.0,98.0,71.2,80.4,783.5,783.5,1293.3,1118.1,7.0,525.4,535.5,21754.3,51442.5,68878.7,10877.2,28086.8,37922.0
