Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Virgin Islands (U.S.),59,5,29.8,35.7,2007.7,1992.6,2007.4,2010.1,112.0,139.9,132.9,133.2,15.0,17.7,20.3,18.7,12.0,10.5,15.1,15.9,27.9,2135.9,2176.9,41159.9,79777.2,101102.9,697.6,1791.5,2089.5
Saint Kitts and Nevis,21,8,14.5,11.2,1993.8,1991.1,2003.7,2000.2,103.4,104.5,108.6,111.5,13.0,20.3,17.4,18.7,13.0,19.8,15.6,20.7,7.8,594.7,606.1,21111.6,46404.6,57144.6,1005.3,3827.1,5079.9
Virgin Islands (British),19,10,13.6,8.4,1995.3,1993.9,1996.9,2001.3,113.9,250.2,148.6,149.4,15.0,173.4,296.5,653.4,9.0,23.2,14.6,20.2,40.3,3043.2,3101.6,17593.9,90145.8,76092.5,926.0,3411.9,4587.0
Antigua and Barbuda,14,7,4.9,4.2,1983.6,1989.3,1990.3,1992.0,149.7,148.3,148.0,150.6,16.5,26.6,31.4,30.6,12.5,16.3,15.8,18.7,9.2,689.3,702.5,10269.0,56951.3,44833.8,733.5,2372.3,3469.6
Montserrat,9,5,1.5,1.9,1974.3,1974.2,1975.0,1975.8,144.8,140.5,166.2,174.4,23.0,38.8,28.0,21.7,12.0,27.7,60.0,68.0,4.5,338.8,345.3,9577.3,42326.2,33692.0,1064.1,2782.0,3962.0
Sint Maarten (Dutch part),7,4,2.5,3.6,1985.9,1977.8,2003.0,2003.3,37.6,68.0,62.2,66.1,26.0,38.2,31.6,32.3,9.0,8.6,12.6,13.0,3.8,285.6,291.1,4521.1,11593.3,11214.3,645.9,1827.2,2287.5
United Kingdom of Great Britain and Northern Ireland,5,2,3.2,4.8,2002.0,2000.5,2002.3,2002.2,123.1,117.3,126.1,126.1,12.0,12.8,12.6,12.6,10.0,9.0,9.9,9.8,1.3,101.8,103.8,8538.9,9148.2,8616.4,1707.8,5817.5,7732.7
Saint Lucia,4,3,4.5,6.7,2008.8,2008.3,2009.5,2008.9,298.3,297.4,296.2,296.6,30.0,33.3,33.6,33.4,8.5,6.8,7.4,7.1,2.2,165.9,169.1,16080.0,37647.3,45832.9,4020.0,12659.9,16014.1
"Bonaire, Sint Eustatius and Saba",3,3,0.4,0.5,1987.7,1987.7,2006.6,2009.3,57.2,55.8,56.9,58.3,19.0,31.3,25.7,27.3,8.0,8.3,9.4,9.5,1.2,90.3,92.0,1308.2,5250.1,4743.4,436.1,1271.4,1706.3
Guadeloupe,2,1,16.9,1.9,1992.0,1992.0,1992.0,1992.0,562.5,562.5,562.5,562.5,72.0,72.0,112.1,112.1,8.0,8.0,7.3,7.3,5.7,444.6,453.2,4932.7,40828.7,54447.9,2466.4,17033.5,20250.5
Dominica,2,2,2.2,2.7,2012.0,2012.0,2012.5,2013.3,217.9,217.9,218.5,220.3,19.0,19.0,19.2,19.5,8.0,8.0,8.0,8.0,1.0,77.6,79.1,3527.2,10769.9,13354.7,1763.6,6849.2,8890.5
Saint Barthélemy,2,2,0.5,0.3,1997.5,1997.5,1996.3,2008.7,60.0,60.0,60.1,59.3,10.0,10.0,10.2,8.3,13.5,13.5,13.5,13.9,0.7,53.6,54.6,427.7,1206.5,2032.8,213.9,691.0,1010.2
Spain,1,1,9.5,0.8,1991.0,1991.0,1991.0,1991.0,2818.7,2818.7,2818.7,2818.7,381.0,381.0,381.0,381.0,7.0,7.0,7.0,7.0,6.1,454.3,463.0,3020.5,17058.8,37092.1,3020.5,17449.5,33724.3
Saint Martin (French part),1,1,0.1,0.0,1991.0,1991.0,1991.0,1991.0,31.2,31.2,31.2,31.2,16.0,16.0,16.0,16.0,8.0,8.0,8.0,8.0,0.4,32.3,32.9,33.4,188.7,410.2,33.4,193.0,373.0
Dominican Republic,1,1,5.2,6.1,2008.0,2008.0,2008.0,2008.0,591.4,591.4,591.4,591.4,147.0,147.0,147.0,147.0,30.0,30.0,30.0,30.0,1.6,119.8,122.1,2310.3,8435.7,12455.4,2310.3,13823.2,18876.9
Trinidad and Tobago,1,1,1.7,2.4,2010.0,2010.0,2010.0,2010.0,541.7,541.7,541.7,541.7,54.0,54.0,54.0,54.0,5.0,5.0,5.0,5.0,0.8,62.3,63.5,8525.3,21425.3,26411.0,8525.3,25082.9,30752.8
Venezuela (Bolivarian Republic of),1,1,0.5,0.1,1974.0,1974.0,1974.0,1974.0,595.7,595.7,595.7,595.7,122.0,122.0,122.0,122.0,19.0,19.0,19.0,19.0,0.5,38.2,38.9,4484.0,9700.9,12897.9,4484.0,10010.7,14265.9
