Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Puerto Cortes,1369,323,20111.0,27488.8,2006.1,2007.8,2006.3,2006.8,799.9,1218.9,794.4,834.2,55.0,112.2,206.1,214.9,14.0,92.9,72.7,81.4,3449.7,265221.3,270313.5,20952569.6,66270147.1,77321094.5,15305.0,55669.0,66779.1
Roatan,392,57,19674.1,1871.2,2006.6,2004.8,2008.0,2007.5,349.3,490.5,526.6,522.7,23.0,40.0,51.7,55.2,8.0,28.0,8.5,10.3,3704.0,285684.1,291169.2,2463882.4,24546466.8,30866340.5,6285.4,55999.1,68231.8
Amapala,188,128,3005.4,3261.3,2008.5,2009.3,2009.1,2009.5,219.9,719.8,424.8,593.3,20.0,73.5,235.5,310.6,31.0,49.6,73.3,96.9,384.4,29644.7,30213.9,1728513.0,6168422.1,7689322.4,9194.2,40189.6,48948.2
Puerto Castillas,71,31,1215.4,1507.4,1997.1,2004.1,2000.5,2004.0,776.0,1006.1,940.2,1047.7,45.0,107.3,182.0,218.9,14.0,43.0,45.6,48.9,234.5,18069.4,18416.3,1728434.3,5084176.7,5756594.6,24344.1,76927.0,89549.0
Omoa,44,27,1870.8,2343.2,2011.4,2009.9,2012.6,2012.5,1107.6,1387.7,1323.3,1413.5,87.0,136.9,274.6,333.8,31.0,37.4,53.0,50.1,245.4,18912.7,19275.9,997188.2,3961310.8,3926649.9,22663.4,120766.0,166832.3
Tela,11,10,380.9,645.9,2010.7,2011.2,2010.6,2010.6,1105.2,1179.1,1168.7,1168.3,94.0,93.4,93.4,93.3,56.0,63.4,62.8,62.8,62.8,4839.6,4932.5,124591.4,912421.1,1052004.0,11326.5,97809.9,120237.2
Trujillo,5,4,95.9,10.0,1996.0,1996.2,1993.1,1993.2,600.5,527.5,552.9,548.6,39.0,38.5,48.4,48.3,8.0,7.4,7.8,7.8,27.0,2083.8,2123.8,39933.4,216516.5,257943.6,7986.7,37047.7,39807.1
La Ceiba,3,3,2.9,1.4,1984.3,1984.3,1996.7,1979.2,1785.6,1298.4,239.7,843.8,20.0,213.0,127.2,398.4,329.0,274.7,135.9,394.0,3.4,258.2,263.2,32522.7,77020.4,102834.7,10840.9,27836.1,37254.2
Utila,3,3,91.4,127.8,2007.3,2007.3,2006.3,2006.2,1105.0,1505.2,1505.6,1559.9,93.0,144.3,190.0,195.3,3.0,4.7,4.4,4.3,11.9,915.7,933.3,58695.5,271273.7,305170.5,19565.2,98620.3,118920.7
Guanaja,2,2,13.2,14.6,1993.0,1993.0,2008.6,2007.5,959.3,959.3,795.5,803.6,354.5,354.5,160.1,173.8,5.0,5.0,5.9,5.9,5.1,387.0,394.4,16370.3,58179.5,67284.3,8185.2,31846.5,38893.1
