Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1145,97,11538.6,14001.0,2005.0,2006.0,2004.7,2005.2,302.5,475.1,560.3,559.1,23.0,35.5,79.0,78.7,11.0,18.1,15.3,15.5,2334.8,179605.4,183053.8,15506900.2,50445946.7,55953462.2,13543.1,45040.0,52549.0
Cruise,342,48,19632.6,1722.7,2006.9,2005.2,2008.0,2007.7,347.5,425.6,526.3,516.1,20.0,30.7,51.5,52.0,8.0,8.2,8.3,8.5,3670.8,283193.1,288630.4,2224047.2,23939105.7,30119223.7,6503.1,61917.0,75047.2
Chemical tanker,157,108,3421.9,5635.1,2010.3,2010.0,2011.5,2011.5,919.3,986.0,976.8,975.4,77.0,99.6,175.2,175.4,40.0,49.4,54.6,54.6,563.1,43335.9,44167.9,1714560.9,9245462.5,10752547.8,10920.8,68422.0,83488.6
General cargo,133,70,2324.4,3320.9,2007.4,2007.0,2001.8,2002.2,950.3,1608.1,1719.0,1680.9,86.0,151.0,628.8,588.6,73.0,129.5,168.6,167.7,384.3,29379.6,29943.7,2004815.3,6635187.9,9565256.8,15073.8,75121.5,100656.7
Bulk carrier,119,108,5616.6,9177.4,2009.5,2010.0,2009.8,2009.8,1005.3,1960.2,1764.1,1732.1,92.0,184.0,411.3,406.7,152.0,170.4,163.1,163.7,634.7,48955.0,49894.9,3687274.5,8456526.5,11412971.7,30985.5,116515.0,142106.5
Vehicle,88,68,1695.6,556.3,2007.8,2008.5,2006.4,2006.3,190.5,299.4,336.7,336.1,21.5,29.2,63.9,63.4,12.0,18.3,24.7,24.6,106.7,8265.0,8423.7,563327.9,2483672.2,2876345.5,6401.5,24331.9,26186.5
Liquefied gas tanker,51,19,1412.5,1614.6,2008.5,2009.7,2013.2,2013.2,1106.0,1099.7,1156.2,1157.2,87.0,100.6,116.9,116.5,31.0,49.9,67.2,67.6,231.8,17829.7,18172.1,595614.1,2997956.1,2741384.2,11678.7,83409.6,121468.0
Oil tanker,32,21,612.5,1060.8,2003.5,2006.8,2004.6,2004.4,1007.5,958.1,920.4,920.7,93.5,94.0,100.0,100.3,51.5,63.6,63.8,64.2,130.9,10042.0,10234.9,975393.7,1469052.4,1857510.8,30481.1,79087.0,100711.7
Refrigerated bulk,8,6,100.9,107.0,1994.5,1995.3,1993.7,1993.7,794.3,846.9,1014.6,1014.3,46.5,49.2,70.1,70.2,17.0,19.3,16.9,16.9,38.3,2929.7,2986.0,317457.3,693659.6,781342.3,39682.2,84562.2,91301.8
Service - tug,6,5,1.7,1.8,1984.0,1986.2,1984.7,1982.3,890.1,1157.5,923.3,1172.8,82.0,367.7,410.5,474.8,156.0,226.9,275.4,352.8,7.0,522.6,532.7,45056.4,106544.9,142657.8,7509.4,19390.6,26180.6
Miscellaneous - fishing,2,2,2.3,1.8,1989.5,1989.5,1984.6,1984.8,1315.5,1315.5,1188.0,1191.5,158.0,158.0,152.7,152.9,134.5,134.5,61.3,63.9,2.0,153.6,156.5,12929.5,28680.1,32606.3,6464.7,15214.5,18035.8
Service - other,2,2,93.1,69.3,1984.0,1984.0,1979.4,1977.9,2236.1,2236.1,1532.2,1440.9,423.5,423.5,310.1,271.4,101.5,101.5,153.8,171.6,14.2,1073.9,1094.5,483330.2,991687.5,1068603.3,241665.1,537745.5,607190.8
Ferry-RoPax,2,1,7.3,0.6,2007.0,2007.0,2007.0,2007.0,312.6,312.6,312.6,312.6,29.0,29.0,33.0,33.0,9.0,9.0,10.3,10.3,2.2,169.0,172.2,3821.9,9451.2,11596.7,1910.9,4079.1,3715.2
Ro-Ro,1,1,1.2,2.3,1966.0,1966.0,1966.0,1966.0,886.8,886.8,886.8,886.8,109.0,109.0,109.0,109.0,897.0,897.0,897.0,897.0,7.5,562.1,572.9,8171.8,63001.7,29729.9,8171.8,19942.7,28429.1
