Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Miscellaneous - fishing,824,28,1418.7,960.4,1997.1,1994.4,1984.4,1987.4,279.6,1704.7,363.4,399.3,31.0,328.4,792.9,740.4,6.0,28.0,138.9,157.0,495.2,37281.2,37997.0,6753597.8,14980781.9,17031632.0,8196.1,19289.2,22866.2
Chemical tanker,703,134,6740.0,11026.5,2005.6,2010.5,2005.7,2005.8,347.0,495.5,386.0,386.4,38.0,61.9,81.8,82.2,39.0,66.9,79.0,78.9,2016.3,155881.0,158873.9,2702118.6,16717316.8,19338180.7,3843.7,27829.9,34040.7
Bulk carrier,515,302,5730.6,9608.5,2012.3,2012.3,2012.1,2012.1,398.6,413.2,399.1,398.9,39.0,53.0,67.5,67.2,48.0,69.7,77.2,77.8,652.6,50489.3,51458.7,3646211.5,8055339.2,10350917.0,7080.0,25265.2,30277.8
General cargo,197,61,910.8,1264.9,2002.2,2007.5,2009.1,2009.2,458.3,409.5,413.9,411.5,39.0,64.4,66.1,64.1,33.0,83.2,65.9,67.0,173.4,13262.5,13517.1,839126.9,2733051.3,3916178.2,4259.5,20678.5,27479.7
Liquefied gas tanker,196,15,1100.4,1212.8,1993.1,2005.3,1997.2,1996.9,184.7,407.8,292.1,284.1,47.0,120.6,161.7,158.9,37.5,71.7,61.8,64.4,444.0,33436.5,34078.5,838743.5,2586696.2,2786416.9,4279.3,24053.0,32007.9
Oil tanker,178,38,1796.5,3006.0,2001.8,2004.7,2004.7,2004.8,307.0,503.5,387.3,389.7,41.5,133.6,97.5,98.9,56.0,139.6,121.0,120.9,1106.0,85530.0,87172.2,2647343.1,5402217.3,6406280.9,14872.7,41293.7,49488.9
Container,150,25,1730.0,2040.7,2003.8,2005.4,2003.4,2003.2,513.0,578.0,612.6,611.6,34.5,46.6,91.9,92.7,17.5,25.0,25.1,25.1,345.9,26585.3,27095.8,1838691.7,6830486.1,7753712.8,12257.9,48959.1,59249.3
Service - tug,114,25,31.8,21.6,1998.9,1997.8,1998.0,1998.5,396.1,687.8,823.9,790.0,120.5,1025.2,2800.7,2715.6,40.0,149.6,306.1,302.9,150.6,11307.3,11524.4,552872.9,1307378.1,1750508.6,4849.8,12523.0,16908.1
Cruise,42,22,419.3,44.6,1999.5,1999.5,2001.3,2000.8,265.7,242.4,239.6,236.1,17.0,18.3,21.5,21.1,10.0,17.0,18.1,18.5,129.0,9970.9,10162.3,170017.6,932316.7,1130320.9,4048.0,19172.8,21168.0
Refrigerated bulk,15,8,192.3,212.1,1999.1,1996.1,1999.7,1999.7,472.2,553.3,1038.3,1074.7,30.0,42.5,577.6,590.3,15.0,25.0,80.1,81.4,120.1,9067.9,9242.0,629249.4,1374940.5,1548741.2,41950.0,89394.9,96519.6
Service - other,11,8,414.1,602.4,1996.5,2001.8,1999.7,1999.9,1248.9,2197.8,1797.5,1851.4,406.0,1081.6,1362.4,1385.6,42.0,1042.5,3347.0,3105.6,70.4,5361.9,5464.8,4203360.3,8624372.5,9293283.7,382123.7,850289.4,960097.2
Ferry-RoPax,2,1,4.7,0.4,2007.0,2007.0,2007.0,2007.0,200.5,200.5,200.5,200.5,17.0,17.0,18.3,18.3,5.5,5.5,4.0,4.0,1.7,128.3,130.8,2451.4,6062.2,7438.3,1225.7,2616.4,2383.0
