Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Callao,2303,1113,200822.7,232812.7,2008.7,2008.8,2010.3,2010.6,1195.2,2549.6,1744.7,1796.5,85.0,274.6,283.1,304.3,29.0,97.7,59.5,69.0,21250.7,1630881.9,1662194.9,125954011.7,363241573.0,425485653.9,54691.3,191779.3,227426.9
San Martin,738,487,17614.7,31358.3,2008.3,2009.5,2011.1,2011.2,282.9,1034.1,1090.1,1139.9,37.0,136.2,546.7,560.7,56.0,79.3,80.6,80.9,1818.9,140160.4,142851.5,9205690.9,25601654.3,31077817.7,12473.8,51777.9,63242.9
Paita,312,122,9977.1,13565.1,2006.2,2007.3,2009.1,2009.5,655.9,2835.2,1516.8,1630.8,54.0,284.4,339.8,354.6,19.5,48.5,33.9,36.9,1545.0,119135.6,121423.1,9880728.5,27367116.0,31873923.1,31669.0,103519.5,122472.3
Matarani,230,193,10799.7,17572.0,2010.0,2010.3,2010.6,2011.0,1147.0,2173.8,1992.7,2004.0,110.5,207.3,398.1,399.9,51.5,76.7,92.8,93.5,1439.2,111031.9,113163.8,8017938.1,23492755.1,28501121.2,34860.6,135336.7,162365.1
Tambo De Mora,151,122,24860.6,24796.3,2009.2,2009.5,2011.0,2011.3,1470.9,2749.7,3744.5,3692.7,127.0,273.3,537.7,539.3,40.0,73.6,65.2,70.4,2899.6,188975.7,192604.0,8307976.6,39970368.0,38620003.8,55019.7,335922.5,481147.4
Ilo,144,65,2704.3,4277.7,2005.7,2008.9,2008.9,2009.0,362.9,1490.0,1252.0,1296.1,33.0,137.4,367.0,379.0,44.5,63.7,72.6,74.8,487.1,37460.6,38179.8,2053428.6,7414430.4,9143461.0,14259.9,65409.8,81145.0
Iquitos,136,5,30.2,10.0,2009.7,2002.0,2006.3,2006.4,278.7,304.2,292.0,325.5,16.0,43.2,29.0,47.6,11.0,96.0,67.8,188.9,24.6,1851.3,1886.8,113262.3,246948.5,321822.4,832.8,2087.7,2791.5
Salaverry,88,83,4370.8,6451.3,2008.9,2009.6,2009.6,2011.0,1175.0,2124.0,2052.4,2349.9,119.0,207.5,389.9,420.2,82.0,107.9,117.5,129.5,598.0,46094.3,46979.3,3678535.3,8912844.5,11300402.1,41801.5,139955.0,165641.5
La Pampilla Oil Terminal,77,61,5821.8,9851.1,2007.9,2008.3,2008.5,2008.5,2213.8,2160.3,2113.7,2091.0,271.0,272.3,309.4,308.4,82.0,113.0,128.2,126.5,1199.0,92713.7,94493.8,5526227.3,13275468.5,16236185.3,71769.2,238138.1,297844.2
Puerto Bayovar,75,68,7888.6,14422.7,2009.1,2009.7,2011.0,2011.0,1312.3,2522.1,3077.7,3252.9,118.0,256.8,588.0,595.3,63.0,82.2,88.4,89.3,563.3,43612.9,44450.3,3910871.5,10020272.2,11726682.2,52145.0,202217.0,246648.6
