Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,538,72,7959.1,9976.3,1998.9,2002.0,1999.7,1999.5,951.7,972.0,1013.2,1013.0,83.0,93.6,110.7,110.9,15.0,18.4,31.7,32.6,1711.9,131263.5,133783.8,9189646.6,35357738.8,40304973.6,17081.1,70879.6,86363.4
Oil tanker,190,33,5544.7,8724.1,2006.7,2006.0,2008.4,2007.7,1072.2,1392.0,1637.6,1762.1,107.0,285.6,704.1,812.8,31.0,75.9,64.0,63.2,914.9,70511.1,71865.0,6672284.4,13012649.5,14485354.1,35117.3,101345.8,122348.5
Chemical tanker,147,54,1517.4,2264.6,2008.6,2009.2,2009.4,2009.3,1067.7,1360.0,1299.5,1289.9,118.0,167.3,206.4,202.3,28.0,38.3,65.5,64.2,457.7,34982.0,35653.6,2887058.2,8636397.7,10528732.4,19639.9,66351.8,81262.7
General cargo,109,72,1072.4,1453.7,2001.7,2003.3,2001.9,2002.3,940.8,1261.9,1084.6,1091.0,95.0,173.0,231.7,230.3,46.0,100.0,107.1,111.0,262.2,20044.2,20429.1,1259010.8,3946140.9,5586424.4,11550.6,52164.3,68357.9
Bulk carrier,94,84,4244.7,7177.9,2007.0,2007.6,2008.7,2008.7,1180.3,1897.3,1893.3,1875.4,145.0,228.4,357.1,354.9,49.5,187.2,172.3,161.9,431.0,33294.9,33934.1,3151040.9,7034566.9,9193179.4,33521.7,119732.1,144939.0
Service - tug,51,17,123.8,124.4,2009.7,2006.9,2007.5,2007.2,968.4,1682.9,1432.9,1547.9,205.0,485.1,1037.6,1111.9,44.0,269.7,148.4,149.9,93.2,7020.4,7155.2,3181306.4,7522832.0,10072665.4,62378.6,161072.6,217475.4
Vehicle,36,18,2134.8,671.5,2005.9,2006.7,2005.8,2005.9,1085.0,2032.3,1630.7,1606.5,78.0,121.0,143.3,145.1,17.5,52.6,99.7,91.0,163.1,12611.5,12853.7,680000.7,2998074.0,3472075.3,18888.9,71796.7,77269.0
Service - other,10,8,95.1,115.7,2007.2,2005.0,2002.2,1990.9,3580.3,3386.2,2538.5,3438.8,584.5,693.0,953.3,1405.2,80.5,216.4,219.8,168.2,42.7,3218.3,3280.1,807072.5,1655935.5,1784370.8,80707.2,179587.2,202779.4
Cruise,8,6,174.2,19.0,2003.1,2001.3,2003.7,2002.3,608.9,634.3,654.0,650.5,54.0,53.9,55.5,55.3,11.5,12.8,12.2,12.4,41.0,3164.9,3225.7,49722.8,411561.0,548845.5,6215.3,42925.2,51032.2
Liquefied gas tanker,5,5,33.8,33.3,1998.2,1998.2,2000.1,2000.6,1111.0,1517.4,1457.0,1424.4,103.0,151.8,190.1,181.5,73.0,61.2,69.7,67.6,11.5,877.4,894.2,25105.3,72734.1,80321.7,5021.1,27490.1,36150.1
Ro-Ro,1,1,9.8,8.0,2000.0,2000.0,2000.0,2000.0,1108.8,1108.8,1108.8,1108.8,97.0,97.0,97.0,97.0,6.0,6.0,6.0,6.0,2.6,197.6,201.4,8551.3,15757.4,18372.1,8551.3,20098.7,21335.2
