Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,7605,1395,440614.6,488693.6,2006.9,2008.2,2010.7,2010.4,860.3,1215.7,1404.2,1373.5,66.0,93.4,235.8,229.7,10.0,17.0,19.2,19.0,47571.2,3678892.0,3749526.7,283526095.5,862387387.5,978932573.8,37281.5,130984.2,155447.8
Ferry-pax only,3185,86,984.2,92.9,1999.4,2000.4,1998.9,1997.7,322.1,741.7,555.6,555.6,18.0,70.6,138.0,151.9,8.0,18.1,90.8,90.0,1727.6,129714.4,132204.9,7641070.2,15561754.1,19603001.1,2399.1,5578.9,7354.9
Bulk carrier,2193,1507,125816.2,222585.7,2007.2,2008.4,2008.7,2008.9,770.8,1562.2,1502.3,1499.7,97.0,176.0,404.3,400.8,9.0,26.4,29.3,29.4,9261.6,716748.2,730509.8,61373031.1,146564519.8,178159641.2,27985.9,103388.9,124479.5
General cargo,1635,663,15344.5,20680.8,2004.4,2005.4,2002.5,2002.9,610.9,1160.8,1267.3,1231.6,76.0,142.5,429.7,410.2,10.0,26.7,29.4,29.1,2595.7,199211.1,203036.0,15985333.2,50920073.5,72778582.8,9777.0,44973.2,59951.3
Chemical tanker,812,479,14027.2,22730.8,2008.9,2008.7,2009.2,2009.2,752.9,1168.4,1384.0,1391.4,74.0,122.3,357.6,360.5,9.0,19.7,34.2,34.1,2448.6,188806.5,192431.6,11283323.9,46870764.0,55407729.8,13895.7,66082.0,80547.7
Oil tanker,485,292,25848.0,45705.6,2008.4,2008.3,2008.3,2008.3,1136.8,1443.5,1513.5,1526.1,116.0,157.4,298.3,301.1,22.0,61.6,51.7,51.2,3211.3,248456.3,253226.6,29465846.6,56668826.4,66650895.2,60754.3,160127.8,196378.4
Vehicle,455,151,17882.1,5863.9,2006.1,2006.8,2008.2,2007.7,882.0,1157.0,1084.4,1086.9,74.0,82.3,126.3,130.6,6.0,8.8,8.9,9.1,1324.3,102330.3,104295.1,5938003.0,26180226.6,30319370.6,13050.6,49605.2,53386.0
Liquefied gas tanker,406,150,17606.1,15123.7,2007.3,2008.1,2011.8,2011.6,340.9,1312.0,2140.5,2050.7,39.0,120.7,702.3,695.9,10.5,20.9,79.7,78.5,2186.2,147460.8,150292.1,4184217.9,26887565.3,23085795.7,10306.0,84805.1,128696.0
Cruise,134,42,10731.4,1077.7,2006.2,2002.6,2010.1,2009.5,508.1,841.2,810.6,804.0,36.0,54.7,49.0,50.5,29.5,27.3,65.0,65.2,2028.2,157072.1,160087.9,1201938.0,15239995.2,19788527.9,8969.7,99787.9,123769.2
Service - tug,98,50,170.5,157.8,2011.1,2011.0,2005.9,2003.4,261.3,1333.2,1358.8,1644.3,44.0,271.0,927.6,1031.4,19.0,46.5,48.6,48.8,174.2,13135.1,13387.3,4036213.2,9544429.2,12779474.8,41185.8,106349.3,143589.5
Service - other,37,14,203.4,184.7,2007.1,1998.7,2004.3,2010.4,461.0,1401.1,1319.4,1485.0,37.0,361.8,572.5,559.9,13.0,84.8,73.8,68.9,61.7,4677.6,4767.5,1288901.4,2644542.8,2849655.0,34835.2,77514.1,87524.4
Miscellaneous - fishing,19,9,22.1,17.7,1986.8,1991.9,1985.1,1985.9,1699.2,1643.8,2449.9,2072.9,250.0,293.2,606.1,556.9,68.0,120.3,335.9,345.3,37.0,2780.6,2834.0,124370.0,275876.6,313643.7,6545.8,15405.2,18261.9
Refrigerated bulk,9,8,40.6,46.3,1996.1,1997.6,2004.4,2005.1,706.0,1105.2,988.9,984.4,50.0,114.2,200.8,200.4,21.0,43.0,27.5,28.3,23.0,1740.2,1773.7,137342.1,300099.1,338033.5,15260.2,32519.4,35111.2
Ferry-RoPax,8,8,52.5,10.9,2005.4,2005.4,1996.1,1994.3,206.0,582.0,560.4,589.8,17.5,40.9,56.4,57.7,12.5,78.2,31.5,31.7,16.1,1198.2,1221.2,90022.8,214244.5,268883.0,11252.8,24351.5,26062.8
Other liquids tankers,2,2,2.8,2.9,2010.5,2010.5,2004.5,2005.1,993.2,993.2,1206.2,1162.7,93.5,93.5,113.0,111.1,23.0,23.0,25.4,25.1,2.5,191.4,195.1,1479.1,4223.2,9105.3,739.5,2562.0,4140.0
Ro-Ro,2,2,4.2,4.6,2006.0,2006.0,1995.2,1995.2,315.1,315.1,534.4,523.2,36.0,36.0,62.6,62.4,4.0,4.0,7.9,7.9,1.1,83.9,85.5,5112.5,10455.0,11246.6,2556.2,6016.1,6464.5
