Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,15265,1894,1945935.3,2117395.1,2006.9,2008.2,2011.2,2011.0,1289.6,2152.9,2389.6,2321.2,85.0,146.9,280.6,277.7,19.0,27.1,28.4,28.6,194434.1,15047871.0,15336790.2,1084466613.1,3167297750.2,3591240515.1,71042.7,246445.5,293300.9
Bulk carrier,10175,5002,1275396.9,2332336.9,2010.2,2010.1,2010.2,2010.2,2275.0,2949.8,3188.0,3220.1,212.0,289.6,511.7,516.8,88.0,121.8,125.2,124.9,94468.6,7315327.2,7455781.5,613910568.1,1438242552.8,1724219973.2,60335.2,216085.0,258659.1
Oil tanker,6710,1779,746203.1,1381469.8,2006.7,2007.8,2009.1,2009.1,961.1,2942.0,3260.7,3349.0,122.0,310.3,548.5,556.0,32.0,72.8,96.1,95.3,60291.6,4662625.7,4752148.1,585870743.3,1091451093.1,1226370534.0,87313.1,228384.4,282381.2
Chemical tanker,6060,1433,170607.4,276264.8,2008.4,2008.9,2009.3,2009.3,1295.7,1938.1,1936.6,1953.0,122.0,184.2,323.7,325.7,34.0,59.7,59.6,59.3,32156.5,2478787.9,2526380.6,124916377.3,540514779.9,635849968.2,20613.3,102223.0,124307.6
General cargo,3171,1136,99124.7,137703.5,2005.9,2006.7,2007.5,2007.7,1409.5,2161.4,2556.5,2572.5,131.0,207.5,431.4,435.0,42.0,81.3,96.4,97.7,14440.5,1110959.0,1132289.5,67717252.0,232931534.6,339097387.4,21355.2,114541.4,154743.7
Liquefied gas tanker,2231,739,478897.8,422409.4,2007.6,2008.2,2008.8,2008.9,2872.4,3780.8,4284.0,4198.8,214.0,305.4,448.2,442.8,36.0,68.8,96.1,93.8,54588.9,3799398.3,3872346.8,126857379.7,761040536.9,656309980.4,56861.2,413620.2,614379.4
Service - tug,1818,442,1611.5,1313.3,2008.4,2008.8,2010.1,2009.8,203.8,1251.9,1320.2,1364.6,67.0,328.9,750.1,741.7,31.0,187.9,307.0,294.0,1460.4,110151.6,112266.5,33593202.7,79437811.6,106362936.3,18478.1,47713.8,64421.7
Vehicle,1723,485,241155.4,81577.0,2006.4,2007.3,2007.6,2007.4,1915.6,2771.5,2586.1,2614.6,132.0,183.3,251.7,252.8,12.0,16.7,23.7,24.3,15017.1,1163175.4,1185508.3,82607281.0,364209536.4,421791763.1,47943.9,182234.6,196124.4
Service - other,1655,146,4313.1,5704.4,2013.6,2006.9,2007.0,2006.9,83.2,1502.6,286.5,258.4,11.0,321.5,543.7,513.4,7.0,128.5,183.7,155.3,1083.4,82558.6,84143.7,39806551.6,81674304.8,88009009.4,24052.3,53520.4,60432.1
Ferry-pax only,1144,79,323.6,94.5,2002.8,2003.3,2003.1,2003.2,587.3,1147.8,868.5,1091.4,36.0,143.2,392.4,404.0,13.0,45.1,60.3,54.9,525.9,39488.6,40246.8,7664259.2,15653848.6,19724785.7,6699.5,15602.8,20570.3
Ro-Ro,376,36,1499.8,875.9,2011.4,2008.8,2012.2,2010.0,49.3,1845.2,1833.8,1077.3,13.0,288.9,624.5,578.3,9.0,115.5,19.1,27.3,490.3,37261.1,37976.5,1326539.3,5663165.2,3667269.9,3528.0,8423.6,10238.0
Cruise,269,61,16684.2,1683.6,2003.9,2001.2,2006.9,2006.4,492.6,828.2,627.4,652.3,37.0,55.2,60.0,63.3,10.0,12.7,18.3,18.6,3304.1,255881.1,260794.0,2121601.3,24581638.3,31784103.0,7887.0,79926.0,98222.9
Refrigerated bulk,134,69,4217.9,4364.5,1997.9,1995.0,1999.9,1999.6,3534.2,4797.3,4025.6,4030.9,246.0,494.1,617.4,625.8,86.0,226.3,156.8,164.2,2106.4,160196.8,163272.5,12947790.3,28291550.6,31867771.1,96625.3,205907.4,222318.2
Miscellaneous - fishing,35,17,109.0,80.2,2009.1,1999.8,2006.9,2006.2,488.9,4346.3,1282.5,1728.5,54.0,500.9,517.1,581.4,42.0,240.9,277.7,300.9,67.2,5067.0,5164.3,563687.6,1250367.8,1421541.5,16105.4,37903.2,44932.0
Ferry-RoPax,21,8,205.5,46.6,1994.4,1996.2,1991.3,1993.7,425.0,1523.7,4223.4,4041.3,60.0,105.1,320.9,295.2,28.0,220.2,1237.5,1269.5,88.8,6742.0,6871.4,554983.6,1272195.3,1632848.1,26427.8,57923.0,70463.5
Other liquids tankers,15,6,256.6,313.8,2010.9,2009.7,1999.3,1999.2,126.8,1554.7,2827.3,2754.1,89.0,153.8,437.7,440.1,6.0,45.6,69.5,72.0,56.0,4306.5,4389.1,160983.1,459655.9,991018.0,10732.2,37180.4,60079.7
