Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Pasir Panjang Terminal,4316,434,2326.2,3099.3,2008.2,2007.6,2005.9,2005.7,59.6,326.9,189.4,176.9,30.0,115.4,282.6,283.5,10.0,55.7,84.7,85.8,2550.3,192903.6,196607.3,5316607.2,11064307.3,12998849.8,1231.8,3787.8,4795.2
Pulau Sebarok,4307,826,7821.9,11118.7,2007.9,2007.3,2007.8,2007.6,55.5,364.7,343.3,316.6,33.0,139.7,353.9,342.2,12.0,92.4,241.6,266.7,4609.1,351099.6,357840.7,15701201.5,32357271.7,37009261.0,3645.5,10567.4,13103.4
Pasir Panjang Wharves,4144,386,2491.1,3437.0,2007.7,2006.7,2007.3,2007.3,58.7,433.3,213.5,207.4,29.0,111.8,502.7,469.3,10.0,45.2,61.4,68.0,2335.8,176355.5,179741.6,6838902.3,12916067.1,15574217.3,1650.3,4957.0,6278.7
Pulau Ayer Chawan,3618,653,6713.6,9695.6,2008.3,2008.1,2008.3,2008.0,64.9,452.0,361.6,325.4,41.0,138.0,754.8,610.0,10.0,64.4,171.6,183.7,3708.3,281379.3,286781.8,14158771.5,27095961.8,30720588.2,3913.4,11334.8,14221.9
Pulau Bukom,2566,504,3925.1,5779.5,2008.3,2008.1,2007.9,2007.2,58.6,467.8,360.2,342.6,34.0,135.9,552.5,517.6,10.0,78.3,104.1,106.3,2554.3,193122.0,196830.0,8716672.9,17149364.2,19988554.4,3397.0,10213.5,12992.3
Bukit Merah Estate,2296,277,1920.3,2818.9,2007.5,2005.9,2006.1,2006.3,49.6,539.5,272.0,264.0,29.0,117.4,620.7,631.6,10.0,55.9,171.3,140.1,1336.0,100893.3,102830.5,4625843.1,8600779.1,10926999.2,2014.7,6009.4,7727.7
Singapore,2130,510,2629.7,4150.0,2008.5,2008.2,2009.2,2009.0,57.4,334.3,226.9,222.4,34.0,123.4,252.7,256.5,13.0,51.4,151.5,158.2,2026.5,154230.3,157191.5,5875322.3,11798367.5,13819309.2,2758.4,8064.4,10040.9
Tuas,1721,474,2216.9,3272.9,2007.1,2007.3,2006.2,2005.7,83.4,404.1,372.6,373.5,40.0,161.7,389.2,394.2,15.0,78.3,147.8,156.3,1359.4,103058.3,105037.0,6792120.1,14510137.3,17437271.5,3946.6,10542.4,13385.0
Changi,692,291,1570.9,2467.8,2008.0,2007.9,2004.7,2004.6,81.4,757.1,525.3,549.6,36.0,221.8,727.7,715.5,13.0,67.4,314.0,337.9,659.9,50027.7,50988.3,7039205.6,15390741.9,18505192.6,10172.3,26622.5,33916.1
Jurong/Singapore,463,155,322.3,501.0,2004.4,2006.5,2010.2,2010.2,64.0,292.4,280.5,292.5,32.0,108.4,248.5,248.2,11.0,81.8,71.9,61.0,247.5,18640.5,18998.4,920344.9,1825692.6,2353511.9,1987.8,5665.4,7352.5
Sembawang,98,69,213.2,227.6,2007.4,2007.7,2002.5,2005.8,144.8,395.2,239.6,216.1,77.0,203.5,310.5,281.5,20.5,51.2,96.8,50.7,160.7,12219.5,12454.1,292788.6,720635.6,866347.2,2987.6,9568.3,12423.9
