Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - other,2797,176,2993.6,3316.0,1993.6,1992.3,1998.7,1997.5,163.3,468.7,670.4,729.4,40.0,170.9,408.4,384.3,19.0,77.2,117.2,102.0,2182.9,162182.7,165296.7,23139935.2,47478066.9,51160492.2,8273.1,18409.1,20786.5
General cargo,2463,756,839.4,1131.8,1990.3,2001.3,2000.5,2000.7,108.6,123.6,130.0,127.0,15.0,26.1,48.9,46.9,23.0,39.9,59.0,56.8,365.4,27426.7,27953.3,2602485.8,7556941.5,10801253.0,1056.6,3660.3,5130.6
Service - tug,2456,152,203.4,127.2,1995.0,1996.8,1998.9,1997.6,146.4,259.6,236.4,229.8,71.5,214.4,519.4,461.3,26.0,73.6,181.5,174.6,878.3,65947.0,67213.2,3254251.3,7695324.8,10303624.0,1325.0,3421.4,4619.5
Container,1681,419,8722.7,9393.0,2007.6,2008.7,2011.5,2011.3,118.0,105.5,111.9,111.7,12.0,17.4,26.9,26.7,17.0,29.4,33.5,33.1,1663.7,125505.9,127915.6,5641363.1,18118302.3,20015647.3,3356.0,11797.0,14007.9
Miscellaneous - fishing,1307,87,165.8,65.4,1983.3,1982.7,1998.6,1994.3,175.2,289.4,285.0,322.2,29.0,45.9,181.4,195.7,29.0,82.5,93.9,119.4,519.1,38972.1,39720.4,459989.4,1020345.2,1160029.2,351.9,828.3,981.9
Chemical tanker,1175,358,924.8,1417.7,2005.7,2006.7,2007.4,2007.4,94.7,104.9,115.9,115.6,11.0,13.7,20.1,19.3,20.0,33.5,39.1,39.7,693.9,52364.2,53369.6,1341326.8,4400808.0,5328322.9,1141.6,4302.5,5290.1
Oil tanker,708,77,489.8,813.0,1992.5,2004.5,2004.2,2004.4,113.0,122.6,97.1,96.1,14.0,22.7,29.9,28.9,12.0,48.0,54.0,55.4,484.8,36530.1,37231.5,910525.4,1069872.3,1234145.5,1286.1,3451.8,4277.0
Ferry-pax only,618,41,268.8,39.9,1976.7,1971.0,1985.3,1979.3,271.2,2888.9,919.7,735.7,60.5,617.0,760.0,887.0,27.0,131.5,267.3,214.2,501.9,37687.2,38410.8,3281746.0,6683582.7,8419248.8,5310.3,12348.8,16279.8
Ro-Ro,385,40,300.3,218.9,2004.2,2005.9,2007.4,2007.2,110.8,121.3,90.1,103.1,12.0,25.0,59.7,67.7,10.0,20.0,25.1,26.3,284.8,21399.5,21810.3,474540.0,2870413.7,1526317.9,1232.6,2976.6,3944.7
Vehicle,376,226,2508.4,838.3,2007.9,2008.1,2008.6,2008.3,120.8,124.6,122.1,122.3,11.0,20.9,38.1,38.2,21.0,29.1,28.3,28.5,252.5,18972.1,19336.4,848931.1,3742876.1,4334631.9,2257.8,8581.9,9236.0
Bulk carrier,347,214,1669.9,2979.9,2007.6,2009.3,2009.5,2009.6,88.3,148.8,149.7,153.0,10.0,35.0,160.9,166.2,53.0,76.8,65.0,64.8,252.9,19189.5,19557.9,812804.2,2068871.2,2534622.4,2342.4,9412.5,11445.4
Ferry-RoPax,333,20,762.9,143.9,1995.8,1993.8,1997.7,1996.1,285.2,900.4,498.8,449.1,28.0,322.0,990.4,908.4,18.0,49.1,155.2,134.6,534.9,39887.0,40652.9,1657084.4,3809662.1,4881066.8,4976.2,10896.1,13134.6
Liquefied gas tanker,227,59,464.3,495.9,2004.1,2005.7,2004.8,2004.7,72.3,93.4,236.3,247.3,8.0,14.9,516.7,578.0,22.0,38.7,18.3,18.7,209.1,15488.9,15786.3,211923.0,945524.3,895810.2,933.6,6251.1,8910.2
Cruise,103,26,348.3,44.1,1958.7,1977.1,1997.1,1990.2,136.1,163.7,182.4,169.3,19.0,20.7,22.9,22.9,17.0,19.2,14.5,16.8,214.3,16189.7,16500.6,174305.4,950069.4,1239782.3,1692.3,8128.0,9790.6
Refrigerated bulk,10,7,5.1,4.6,1990.0,1990.4,1989.6,1990.3,101.4,134.0,148.7,147.7,13.0,15.6,31.1,31.1,15.0,20.1,29.8,32.6,5.7,431.4,439.6,13568.1,29647.0,33394.6,1356.8,2891.4,3121.8
