Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Hamburg,1796,696,2306.7,2871.6,2002.0,2004.0,2009.1,2008.3,115.3,130.9,118.1,114.5,15.0,39.2,38.4,33.3,18.0,39.7,41.5,43.6,948.9,71798.6,73177.1,3619447.2,9559427.2,11320341.9,2015.3,6190.0,7686.1
Bremerhaven,1449,539,3988.2,3175.2,2001.9,2004.2,2008.5,2008.7,119.9,147.5,105.2,103.9,15.0,48.5,39.7,36.2,19.0,51.5,37.0,35.6,1014.2,76168.5,77630.9,3611594.3,11514250.5,12434557.1,2492.5,7751.9,9181.4
Altenwerder,1206,488,4410.2,5226.7,2005.8,2006.1,2011.1,2011.1,115.7,140.1,124.6,130.0,13.0,40.9,62.3,80.9,19.5,33.0,37.4,38.2,883.9,66915.8,68200.6,3348240.0,10172016.4,11233923.9,2776.3,9282.6,11230.0
Helgoland,1021,341,1040.7,1204.4,1988.6,1996.9,2005.0,2006.2,105.9,215.3,169.0,169.9,12.0,66.7,147.6,160.0,16.0,52.0,31.5,32.2,483.3,36319.3,37016.6,2338637.6,5398834.7,6186691.5,2290.5,6044.5,7236.5
Cuxhaven,971,197,600.0,528.8,1985.8,1988.6,1999.9,1997.4,125.3,279.3,547.4,550.7,20.0,132.3,674.7,799.3,40.0,108.5,106.6,84.6,550.3,40882.5,41667.5,3609891.0,7621455.6,8500601.1,3717.7,8613.7,10094.9
Rostock,526,213,358.9,346.5,1992.6,1995.1,2000.3,2005.1,143.2,281.4,186.1,203.5,23.0,76.9,84.3,75.8,27.0,69.6,102.3,129.9,215.6,16189.8,16500.6,851902.2,2176032.9,2841157.6,1619.6,4749.6,6073.0
Buetzfleth,466,179,334.4,459.8,1998.2,2002.1,1999.6,1999.7,74.4,123.5,169.2,174.8,10.0,41.1,161.8,161.7,21.0,32.7,40.5,43.2,263.7,19782.5,20162.3,2008117.6,4400596.9,4846212.3,4309.3,10415.2,12178.0
Brake,421,192,299.4,378.5,1994.1,2000.2,2004.3,2005.1,132.2,199.4,204.9,177.4,40.0,73.2,765.9,717.2,27.0,52.4,45.2,41.4,205.5,15441.2,15737.6,444173.7,1367272.4,1685464.9,1055.0,3920.4,5484.5
Mukran,324,111,426.8,421.5,1995.9,1996.7,2002.0,2004.9,227.1,340.5,398.1,430.8,57.5,131.3,127.9,150.8,21.5,62.0,88.2,102.7,229.2,16949.6,17275.0,2701376.1,5738011.4,6507338.4,8337.6,19257.3,22301.1
Mittelsburen,303,198,240.0,361.2,1999.7,2003.1,2007.1,2007.7,73.2,109.2,88.1,84.5,10.0,35.7,28.0,20.6,31.0,51.1,52.4,54.1,110.1,8320.7,8480.5,288885.7,780930.6,1034878.8,953.4,3423.5,4331.5
Buesum,269,68,54.5,39.3,1979.8,1983.1,1994.5,1998.9,227.3,366.1,333.0,278.8,32.0,104.4,420.4,199.4,59.0,127.7,85.0,81.5,134.7,10115.8,10310.0,290709.3,659254.4,819076.4,1080.7,2743.4,3556.8
