Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Helgoland,2012,955,4001.2,4610.4,1997.6,2003.7,2009.6,2009.6,88.9,129.8,101.8,98.3,10.0,25.7,36.1,22.1,29.0,52.8,45.9,45.6,1406.1,106255.5,108295.6,4011404.8,10505832.2,12218867.7,1993.7,6211.3,7528.5
Bremerhaven,1303,376,3197.6,2876.2,2001.0,2003.0,2009.1,2009.4,124.5,208.4,138.1,136.2,14.0,100.3,116.8,129.6,14.0,51.2,34.3,34.3,849.4,63954.4,65182.4,3112280.7,10004963.7,10677976.9,2388.6,7558.8,9195.8
Hamburg,1073,316,1195.0,1714.1,1999.6,2001.2,2007.2,2007.8,125.8,182.2,200.5,218.3,20.0,55.8,181.2,211.5,19.0,49.4,53.1,57.0,555.4,41756.5,42558.2,2442094.8,6153547.2,6951450.9,2276.0,6512.0,7957.1
Cuxhaven,1017,217,882.3,813.2,1986.5,1989.6,2004.2,2003.1,132.0,325.2,610.7,635.2,21.0,111.9,355.3,362.4,14.0,99.1,138.9,124.6,585.7,43127.6,43955.6,5303824.7,11094518.0,12238385.5,5215.2,11948.6,13777.4
Altenwerder,721,220,2476.9,2672.9,2005.2,2003.8,2010.3,2010.2,124.1,174.7,148.9,149.9,19.0,41.8,39.1,40.9,16.0,48.8,25.7,25.6,535.8,40255.9,41028.8,2679288.9,7755681.8,8279223.4,3716.1,11141.2,13337.0
Rostock,552,174,362.2,248.1,1992.7,1992.9,1995.1,2000.0,132.4,218.1,147.9,154.0,18.0,107.5,70.2,58.2,20.0,57.9,41.8,40.9,245.8,18462.0,18816.4,862130.4,2111710.4,2671173.2,1561.8,4171.9,5139.0
Spiekeroog,409,338,675.2,605.5,2005.1,2005.6,2009.6,2009.0,66.4,90.3,74.6,71.8,8.0,22.6,38.4,29.5,29.0,47.4,59.4,60.2,198.0,14796.5,15080.6,712697.3,1910436.3,2293002.3,1742.5,5344.1,6377.0
Brake,398,178,262.3,384.7,1993.4,1998.6,2005.5,2006.7,137.6,258.7,224.3,218.8,38.0,63.5,92.8,64.5,19.0,45.2,99.2,104.3,147.4,11083.1,11295.9,547739.7,1475754.1,1980373.5,1376.2,4503.3,6092.2
Mukran,320,112,279.8,312.8,1996.9,1996.7,2002.7,2003.8,201.3,310.0,280.2,317.8,41.0,121.9,117.9,129.1,25.0,87.1,63.7,75.6,178.6,13297.8,13553.2,2135281.2,4509935.5,5080844.7,6672.8,15408.0,17882.3
Wilhelmshaven,301,141,849.9,965.4,1999.9,1998.9,2001.2,2001.3,118.1,651.5,182.0,178.4,18.0,226.5,611.6,595.2,21.0,91.4,76.5,43.8,354.1,26625.1,27136.3,2750807.4,6233796.2,6859930.8,9138.9,22406.1,26025.6
