Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bremerhaven,3765,1034,146835.5,113703.5,2005.1,2005.6,2008.2,2008.5,363.6,821.7,862.1,787.5,37.0,79.7,171.9,154.7,21.0,68.1,37.9,36.3,15748.9,1194656.9,1217594.3,82218729.7,279057329.7,310486479.5,21837.6,73778.4,84671.2
Rostock,3583,737,20329.4,12755.2,1997.7,2001.1,2003.5,2005.2,160.3,512.6,240.4,421.4,17.0,67.4,61.0,119.9,8.0,55.4,40.2,95.9,4843.4,363715.0,370698.4,18649213.0,55664473.4,65941009.7,5204.9,15848.9,18207.0
Travemunde,2882,77,25721.4,7152.8,1998.7,1999.3,2003.2,2003.3,138.5,410.8,268.3,279.6,11.0,45.9,25.2,26.5,2.0,29.9,5.9,7.0,6238.9,468434.5,477428.5,32836224.5,80185029.7,98196711.5,11393.6,24684.6,22899.4
Hamburg,2248,1083,40076.9,47478.9,2005.0,2005.4,2010.9,2010.6,412.4,721.9,590.5,702.4,42.0,81.9,191.9,265.4,23.0,42.3,47.3,56.0,5748.6,435285.7,443643.2,25811872.1,79209319.5,95374500.5,11482.1,43421.7,53451.4
Altenwerder,2156,755,87941.1,111060.8,2007.7,2007.9,2011.9,2011.9,428.2,997.8,783.9,904.6,39.0,103.3,250.9,293.6,23.0,35.3,47.2,51.6,9101.7,691694.9,704975.5,42883936.0,137250204.6,149229975.2,19890.5,73438.5,88063.6
Helgoland,1325,890,30393.9,40810.2,2004.8,2005.2,2010.6,2010.4,349.2,800.2,825.6,909.9,34.0,88.9,230.1,250.0,13.0,25.5,25.0,29.2,3248.8,246523.5,251256.7,18425780.9,53364789.1,61800022.7,13906.2,51092.0,61850.4
Emden,1215,419,23061.5,9682.6,2002.2,2003.9,2008.5,2007.3,326.0,743.3,1018.4,882.1,35.0,81.3,212.8,201.5,22.0,56.2,43.6,43.7,2301.4,174702.8,178057.1,10619620.8,40072561.9,48146514.8,8740.4,32104.7,37000.4
Lubeck,1087,244,10053.2,6950.1,2001.6,1998.9,2005.3,2004.9,555.4,566.8,620.9,640.1,42.0,72.7,55.0,63.5,13.0,48.8,18.8,26.6,2536.7,190511.3,194169.1,8975713.9,19905418.0,24824972.7,8257.3,22449.1,26402.9
Cuxhaven,1020,268,5867.2,3484.5,2001.3,1999.3,2003.3,2003.7,328.0,699.9,423.7,449.2,27.0,127.7,112.7,136.0,9.0,58.9,29.8,40.2,1418.3,106439.7,108483.3,6375764.6,16850511.9,19861425.8,6250.7,17701.8,21065.9
Wilhelmshaven,945,439,44121.8,64238.9,2006.5,2006.3,2011.7,2011.1,614.8,1108.8,1159.5,1287.6,69.0,139.2,256.0,295.9,21.0,33.0,33.1,34.4,4891.5,370059.6,377164.7,27246704.6,75270723.1,82849129.9,28832.5,93656.5,113985.7
