Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-RoPax,237,2,48.6,29.1,2013.4,2013.5,2014.0,2013.7,111.8,135.5,166.1,165.3,17.0,26.5,72.9,71.6,17.0,20.2,43.8,42.5,79.9,6002.3,6117.6,1001679.3,2167077.7,2881247.1,4226.5,9435.7,13446.5
Ferry-pax only,90,4,70.2,9.7,2013.2,2008.5,2013.8,2013.9,501.2,835.3,1532.4,1602.9,26.0,65.9,854.4,887.1,24.0,31.8,87.1,82.6,50.2,3765.6,3837.9,800452.3,1630196.0,2053543.1,8893.9,20682.4,27266.2
Oil tanker,83,4,21.8,32.7,1992.2,1995.0,2000.3,2001.1,58.6,109.9,88.8,94.6,8.0,82.5,124.7,140.3,78.0,182.1,258.8,283.0,130.7,9913.2,10103.5,99671.6,31875.3,46070.8,1200.9,3082.4,3920.2
General cargo,79,7,38.7,49.0,1998.0,1999.6,1999.1,1999.2,75.1,125.4,92.6,91.9,14.0,58.8,50.6,54.4,91.0,97.3,100.7,100.1,23.5,1774.7,1808.8,110303.8,320726.1,459110.7,1396.3,4833.8,6800.8
Chemical tanker,20,4,42.1,62.4,1985.0,2004.8,1997.6,2000.0,128.6,210.9,352.8,332.9,20.0,20.2,1100.5,937.0,93.0,69.8,110.4,104.1,57.8,4362.9,4446.6,95506.0,275082.2,334838.8,4775.3,16124.7,19779.9
Liquefied gas tanker,11,2,33.7,35.0,2012.9,2008.0,2013.7,2013.7,153.6,471.4,808.9,791.4,30.0,52.5,199.6,198.7,60.0,98.8,67.5,67.9,25.5,1935.2,1972.3,26395.6,76472.5,84450.1,2399.6,13137.7,17276.4
Service - other,11,3,12.8,4.8,2013.3,2013.3,2012.7,2012.7,2306.1,2160.1,242.5,246.0,139.0,279.2,193.2,197.7,73.0,162.7,192.6,197.8,14.4,1083.3,1104.1,33604.9,68949.9,74297.7,3055.0,6797.9,7675.8
Cruise,9,4,11.2,1.4,1978.3,1986.8,1992.4,1987.6,119.1,120.1,129.4,129.2,12.0,15.8,15.5,18.1,10.0,8.9,8.9,8.7,5.6,424.1,432.2,4576.3,30970.0,53777.1,508.5,3182.0,5037.5
Container,8,8,27.0,34.3,2004.4,2004.4,2004.5,2004.4,176.8,178.1,157.2,159.0,70.5,76.5,65.7,66.2,131.5,206.5,252.9,255.0,28.4,2171.0,2212.7,34590.8,122852.5,138109.6,4323.8,16120.4,19249.2
Bulk carrier,4,4,41.3,73.0,2014.5,2014.5,2015.0,2015.0,211.6,307.1,301.7,302.5,75.0,108.0,64.0,63.9,100.0,84.5,94.9,94.9,7.0,541.9,552.3,19548.3,49138.6,57805.8,4887.1,19364.1,23256.6
Miscellaneous - fishing,3,1,7.5,2.1,2017.0,2017.0,2017.0,2017.0,272.4,272.4,652.7,652.7,47.0,47.0,64.4,64.4,2.0,2.0,167.3,167.3,2.0,148.1,151.0,14485.2,32131.0,36529.7,4828.4,11363.4,13470.7
Vehicle,1,1,25.6,8.1,2004.0,2004.0,2004.0,2004.0,424.6,424.6,424.6,424.6,11.0,11.0,11.0,11.0,41.0,41.0,41.0,41.0,1.0,77.9,79.4,8204.5,36173.1,41892.2,8204.5,31185.4,33562.3
