Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,441,105,10760.6,13513.8,2003.1,2004.3,2002.7,2002.7,245.3,921.6,879.5,881.6,42.0,78.6,163.5,161.7,89.0,101.2,99.8,99.0,2199.2,170007.5,173271.7,11330123.7,38716240.0,42415642.2,25691.9,89834.2,105009.6
Vehicle,157,108,10437.2,3471.5,2008.0,2007.9,2007.1,2007.0,302.4,1072.1,1155.1,1155.1,51.0,74.7,185.9,185.9,18.0,25.2,24.5,24.4,675.0,52273.6,53277.3,3515317.5,15498780.9,17949167.9,22390.6,85106.5,91593.3
Bulk carrier,129,117,6808.5,11588.2,2009.7,2010.0,2010.0,2010.0,583.2,2037.2,1921.0,1903.0,94.0,189.7,379.8,376.6,168.0,221.2,274.6,275.3,681.1,52685.5,53697.0,4553157.6,10303871.8,13610744.1,35295.8,130264.9,157723.5
General cargo,78,52,1301.7,1740.8,2005.1,2005.5,2009.2,2009.3,450.6,1596.0,1457.2,1438.2,95.5,173.9,308.3,305.0,123.5,148.9,149.5,147.9,244.0,18700.8,19059.8,1098220.4,3606076.4,5176093.8,14079.7,69525.3,92478.1
Oil tanker,64,42,6640.0,11581.2,2006.0,2008.8,2012.2,2012.3,2694.9,2495.8,2835.0,2842.1,233.5,222.0,257.8,258.0,265.5,370.3,381.1,380.9,1384.0,107175.8,109233.5,7192415.4,15365680.4,17333106.2,112381.5,295015.4,360460.0
Chemical tanker,61,47,4066.1,6671.8,2006.9,2008.6,2008.7,2008.8,2707.5,2426.6,2518.4,2516.7,232.0,234.8,279.3,275.1,239.0,332.9,339.2,335.0,774.1,59911.7,61062.0,1369092.4,9589097.8,11065654.6,22444.1,185047.9,227217.9
Ro-Ro,37,6,1350.4,1233.7,2011.4,2008.5,2011.9,2011.9,444.4,543.8,779.0,780.8,35.0,73.4,91.3,91.5,57.0,101.6,87.6,88.0,174.4,13485.3,13744.2,1333264.9,2531135.5,2883335.1,36034.2,84724.5,90240.8
Liquefied gas tanker,22,6,308.2,357.1,2011.5,2012.2,2011.0,2010.6,1033.0,4956.6,3024.8,3125.6,144.5,375.6,666.5,665.3,119.5,358.7,702.3,721.4,163.8,12473.7,12713.2,269534.1,780884.3,862346.3,12251.5,67076.8,88207.6
Service - tug,17,3,1.5,1.1,2008.8,2008.3,2009.1,2008.6,120.6,116.8,301.6,282.0,58.0,42.8,1457.2,1093.8,13.0,30.0,93.3,140.8,7.0,523.7,533.7,28706.8,67883.0,90891.7,1688.6,4360.4,5887.2
Cruise,8,6,115.1,15.2,1988.4,1988.2,1992.7,1988.0,701.1,728.3,783.9,803.6,53.0,63.5,83.0,80.8,9.0,9.2,10.3,10.2,30.6,2355.9,2401.2,43124.6,331492.5,488038.0,5390.6,35862.5,47835.5
Refrigerated bulk,5,5,175.5,181.5,1992.2,1992.2,1990.2,1990.2,3109.6,3392.6,3411.6,3435.6,202.0,214.0,347.8,347.7,88.0,140.4,66.0,65.6,86.3,6574.6,6700.9,538583.5,1176831.1,1325589.5,107716.7,229543.1,247837.6
Service - other,4,3,39.9,19.6,2013.5,2014.0,2013.7,2014.3,1335.0,12882.4,1509.4,1975.8,92.0,1331.3,1672.0,2210.5,52.0,52.0,48.3,50.7,34.6,2597.4,2647.3,136840.2,280766.1,302542.4,34210.1,76123.1,85953.8
Ferry-RoPax,3,3,3.4,2.1,2015.0,2015.0,2017.3,2017.2,273.1,945.0,921.8,936.0,69.0,146.3,289.0,289.7,18.0,84.3,36.0,33.8,2.9,215.7,219.9,71786.5,155306.1,206487.9,23928.8,53421.6,76129.2
Miscellaneous - fishing,2,2,4.1,1.2,2003.0,2003.0,2016.5,2015.3,707.6,707.6,1026.7,945.6,147.5,147.5,219.6,212.9,52.5,52.5,55.9,55.6,1.5,109.4,111.5,8347.7,18516.8,21051.8,4173.9,9823.0,11644.5
Other liquids tankers,1,1,44.0,49.8,2009.0,2009.0,2009.0,2009.0,1424.5,1424.5,1424.5,1424.5,32.0,32.0,32.0,32.0,95.0,95.0,95.0,95.0,6.3,489.1,498.5,25548.8,72949.6,157279.3,25548.8,88510.7,143024.0
