,imp_code_str3,imp_name,HS2,Description,USD,tonne
0,136,Cayman Islands,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",302753532.939,24330.239106
1,136,Cayman Islands,30,Pharmaceutical products,104632498.163,2910.1293680000003
2,136,Cayman Islands,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",98753289.911,6225.306592
3,136,Cayman Islands,22,"Beverages, spirits and vinegar",69512305.024,62056.313977
4,136,Cayman Islands,21,Miscellaneous edible preparations,44062871.935,12202.185886
5,136,Cayman Islands,39,Plastics and articles thereof,41232454.356000006,13333.433825
6,136,Cayman Islands,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",34413439.353,9982.889701
7,136,Cayman Islands,44,Wood and articles of wood; wood charcoal,27850089.313,29833.640389999997
8,136,Cayman Islands,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",23877004.933000002,1320.60604
9,136,Cayman Islands,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",20865123.928,21105.173725
10,136,Cayman Islands,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",17982652.528,30853.965429
11,136,Cayman Islands,72,Iron and steel,17421174.194,23404.781815000002
12,136,Cayman Islands,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",15673293.989,199.333558
13,136,Cayman Islands,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",14713661.096,1620.1306160000001
14,136,Cayman Islands,38,Chemical products n.e.c.,13259802.353,731.5411100000001
15,136,Cayman Islands,73,Iron or steel articles,13018898.427000001,4858.147805
16,136,Cayman Islands,69,Ceramic products,12617334.871000001,28536.572693000002
17,136,Cayman Islands,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",12410540.798,1545.6469670000001
18,136,Cayman Islands,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",9337993.458,79.73570699999999
19,136,Cayman Islands,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",7706330.748000001,22490.386459999998
20,136,Cayman Islands,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",7617318.333,2982.820407
21,136,Cayman Islands,76,Aluminium and articles thereof,7172950.227,1122.5489440000001
22,136,Cayman Islands,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",6653751.294,3888.936371
23,136,Cayman Islands,61,Apparel and clothing accessories; knitted or crocheted,6505918.676,244.542185
24,136,Cayman Islands,89,"Ships, boats and floating structures",6368954.93,304.16362100000003
25,136,Cayman Islands,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",5558626.592,439.63320699999997
26,136,Cayman Islands,07,Vegetables and certain roots and tubers; edible,5487090.986,3984.1463620000004
27,136,Cayman Islands,62,Apparel and clothing accessories; not knitted or crocheted,5349080.673,146.390374
28,136,Cayman Islands,95,"Toys, games and sports requisites; parts and accessories thereof",4851182.995999999,599.0840549999999
