Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,385,127,25119.6,30849.7,2008.1,2008.4,2009.1,2009.1,686.8,1874.1,1604.7,1618.7,64.0,141.9,282.2,283.6,39.0,49.6,34.6,34.5,3310.2,256302.6,261223.6,23882939.0,65634479.4,73596203.6,62033.6,187029.7,216720.8
General cargo,376,72,1375.7,1870.0,2007.5,2006.9,2008.1,2008.1,264.4,976.7,574.7,563.6,43.0,136.3,227.5,222.9,22.0,63.5,64.6,66.0,375.6,28736.3,29288.1,1945118.7,5964242.0,8370570.4,5173.2,22485.4,29099.4
Service - tug,221,48,201.8,180.0,2009.2,2008.7,2009.5,2009.4,225.1,626.2,416.9,405.4,37.0,165.6,377.8,360.4,32.0,85.5,394.0,347.1,141.3,10650.6,10855.1,4603896.8,10886830.1,14576877.1,20832.1,53792.3,72628.7
Oil tanker,109,103,71783.9,137784.2,2010.8,2010.8,2011.4,2011.4,5219.4,4826.0,4815.7,4818.9,565.0,470.8,828.8,829.7,39.0,60.5,70.9,70.7,4393.5,340244.0,346776.7,36370067.1,63479181.6,67601249.2,333670.3,896351.5,1113444.2
Chemical tanker,70,39,3003.1,4897.2,2007.8,2008.3,2007.5,2007.4,1362.3,2726.5,3046.3,3118.4,259.0,293.0,396.3,397.9,29.5,37.0,32.4,32.3,535.6,41216.3,42007.6,1738527.1,8583723.9,10038159.5,24836.1,141710.5,172913.4
Ro-Ro,66,13,385.7,197.4,2004.0,2003.8,2004.0,2004.5,300.0,340.2,354.3,352.2,40.5,32.8,26.6,27.8,30.0,43.4,48.7,48.0,89.0,6806.7,6937.4,240426.6,680592.0,576863.4,3642.8,8617.2,9692.4
Bulk carrier,61,53,2973.0,4939.5,2008.8,2008.9,2009.7,2009.6,718.9,1914.1,1882.7,1846.4,100.0,321.8,639.1,638.5,75.0,143.6,65.6,66.8,288.2,22262.5,22690.0,1778738.1,4205433.5,5798342.3,29159.6,112293.0,138594.4
Service - other,15,10,319.6,175.0,2008.3,2006.2,2010.4,2010.1,264.2,1259.1,2367.2,2256.6,63.0,288.0,448.1,448.3,17.0,43.8,25.4,25.7,137.2,10563.4,10766.2,1221193.9,2505621.9,2699959.3,81412.9,181157.5,204552.4
Liquefied gas tanker,13,8,707.2,811.5,2012.0,2012.6,2014.6,2014.6,804.7,3101.1,4630.2,4659.3,112.0,253.5,514.1,515.5,29.0,29.1,17.3,17.3,98.3,7574.0,7719.4,344248.9,1545202.6,1461259.9,26480.7,177868.1,253803.7
Vehicle,12,7,1059.0,341.8,2006.2,2005.9,2012.0,2011.9,672.4,2210.5,1772.9,1759.1,72.0,154.2,304.0,294.1,44.5,40.1,23.1,22.8,70.6,5472.6,5577.7,346152.7,1526162.4,1767451.5,28846.1,109643.9,118000.8
Refrigerated bulk,9,4,98.9,92.6,1990.2,1995.5,1990.5,1991.7,1340.6,1897.4,2690.3,2597.9,163.0,206.9,359.8,341.6,228.0,133.9,644.0,532.6,75.6,5715.1,5824.8,274675.3,600178.9,676045.1,30519.5,65036.7,70220.1
Miscellaneous - fishing,5,5,12.7,4.5,2003.0,2003.0,1996.1,1996.2,1192.2,1469.3,2798.7,2632.2,180.0,206.2,447.3,437.7,87.0,255.8,108.0,128.3,9.1,683.9,697.0,31685.2,70283.8,79905.6,6337.0,14913.9,17679.5
Ferry-pax only,1,1,0.2,0.0,1983.0,1983.0,1983.0,1983.0,464.5,464.5,464.5,464.5,70.0,70.0,70.0,70.0,136.0,136.0,136.0,136.0,0.4,26.9,27.4,2942.4,5992.4,7548.6,2942.4,6842.3,9020.5
