Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Angola,281,92,1251.1,1738.4,2007.4,2007.5,2008.0,2008.4,273.4,340.0,325.7,318.2,31.0,116.5,108.2,93.7,28.0,56.8,46.7,49.3,357.2,27274.0,27797.6,2906357.3,7179544.8,8985935.7,10342.9,28717.1,36835.4
"Congo, Democratic Republic of the",206,31,282.1,396.0,2008.7,2008.1,2009.0,2009.0,247.0,323.1,257.1,255.8,22.0,94.8,48.1,40.1,61.0,89.2,84.5,85.3,137.0,10448.1,10648.7,896886.4,2471335.5,3311163.3,4353.8,15102.4,19213.4
Gabon,178,61,625.3,960.7,2007.8,2008.3,2007.9,2007.7,410.7,440.1,458.8,472.1,48.0,93.9,96.0,104.2,36.0,83.0,53.7,49.2,181.1,13825.4,14090.9,1898977.1,4717126.7,6127877.9,10668.4,30736.5,40103.2
South Africa,131,67,17815.9,23012.3,2009.3,2009.1,2009.4,2009.5,2637.5,2399.4,2191.8,2214.9,185.0,213.2,186.8,200.3,35.0,68.1,51.5,54.2,1864.9,144385.2,147157.4,12991446.7,34049830.0,38993420.2,99171.3,310255.8,363943.2
Cameroon,98,50,1361.2,1975.4,2007.1,2007.2,2008.6,2008.9,674.4,688.0,694.4,696.4,65.0,98.2,89.3,95.4,47.0,80.9,64.7,62.7,246.8,18989.7,19354.3,1410659.9,4104259.4,4901082.7,14394.5,49756.6,61162.8
Spain,91,48,10235.7,13578.8,2006.1,2006.6,2007.4,2007.6,3775.2,3592.9,3709.8,3691.4,257.0,294.1,261.7,261.8,30.0,55.9,44.9,45.8,1511.5,117002.6,119249.0,10397134.7,30385581.4,34384833.6,114254.2,366300.8,431818.9
Togo,55,39,1758.1,2071.3,2007.8,2007.8,2007.6,2009.0,987.6,1120.8,1080.5,1134.5,82.0,166.0,191.4,240.0,39.0,56.3,44.0,50.7,283.5,21790.0,22208.3,1432929.6,3580494.0,4234341.1,26053.3,79910.9,93318.6
Nigeria,50,37,1643.8,1765.3,2009.5,2009.4,2009.6,2010.8,888.4,888.6,848.3,838.2,67.0,122.1,96.8,113.2,34.5,116.8,85.8,112.4,186.0,14391.5,14667.8,1344685.5,3910871.2,4517456.4,26893.7,86231.3,100739.6
Equatorial Guinea,35,17,237.1,308.0,2008.4,2008.5,2009.2,2009.0,653.2,669.3,639.8,646.4,73.0,98.4,96.8,96.2,30.0,197.4,120.0,126.1,85.5,6515.9,6641.0,417063.8,1183016.8,1488957.2,11916.1,40874.1,51708.1
Malaysia,32,31,36370.1,68855.5,2011.2,2011.3,2011.4,2011.5,7618.4,7731.3,7737.2,7738.1,725.0,738.1,762.1,764.7,39.0,41.9,41.7,41.7,1620.1,125496.7,127906.3,17322647.7,30290848.0,31824223.4,541332.7,1472107.4,1831885.7
