Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,9830,1909,46959.2,64879.6,2001.8,2003.3,2004.1,2004.0,472.9,878.9,1079.1,1067.5,58.0,102.8,293.6,291.8,27.0,52.4,68.1,67.9,10574.0,802066.7,817466.4,73613780.1,224570077.3,321254340.3,7488.7,30296.7,41335.1
Chemical tanker,8532,1556,136097.1,220083.3,2006.1,2008.5,2009.3,2009.3,403.8,1621.6,1464.0,1507.0,57.0,168.6,346.2,351.0,25.0,48.8,66.0,66.4,28085.8,2139403.2,2180479.8,89899774.5,413911280.2,487281688.2,10536.8,56040.8,68579.7
Container,8182,906,373527.6,389746.0,2006.9,2008.5,2013.4,2013.0,300.5,677.3,1051.5,1007.6,30.0,54.8,306.5,298.0,17.0,25.0,27.8,27.8,38386.2,2932815.5,2989125.5,174878834.0,570456880.9,621304106.6,21373.6,78098.4,93412.3
Ro-Ro,4080,110,23141.3,10997.3,2002.7,2003.3,2005.6,2004.7,165.3,434.4,240.0,249.7,13.0,45.5,33.3,36.1,7.0,18.5,15.3,15.5,4942.1,372527.9,379680.4,12519627.0,29019026.3,28408392.7,3068.5,7234.6,7900.4
Bulk carrier,2204,1358,183980.4,338853.2,2008.2,2010.2,2011.1,2011.1,1180.9,1982.7,2137.5,2170.0,117.0,218.9,382.5,384.4,67.5,106.2,115.8,115.6,13033.5,997186.8,1016332.8,83834253.8,200221167.8,240477716.1,38037.3,138434.8,166522.6
Oil tanker,2143,805,260035.6,479965.3,2008.0,2008.9,2009.6,2009.7,836.9,2745.0,2332.5,2384.3,121.0,292.2,605.8,615.4,29.0,73.3,89.9,89.9,25136.9,1922780.8,1959698.2,208987594.2,406270763.6,457270145.5,97521.0,251187.6,309517.0
Liquefied gas tanker,1982,276,53432.7,47911.7,2007.2,2009.4,2012.6,2012.5,423.8,2193.8,2355.6,2141.2,46.0,183.8,485.7,462.6,22.0,38.7,43.2,44.2,8100.4,550008.8,560569.0,16507000.1,87968205.3,79144332.5,8328.5,61216.4,89998.5
Service - tug,1363,277,661.8,489.3,2001.8,2003.2,2008.5,2007.5,185.2,654.9,841.4,860.5,62.0,203.1,438.8,439.2,15.0,121.2,156.2,176.2,917.4,68985.5,70310.0,12515858.2,29596236.8,39627761.5,9182.6,23711.1,32014.0
Ferry-RoPax,1264,19,12152.6,2206.7,2001.3,1998.4,2002.2,2004.1,193.7,422.3,218.1,213.4,12.0,126.5,15.2,15.8,8.0,68.9,550.7,549.8,2081.7,156290.6,159291.4,14000661.4,34512655.0,42426014.6,11076.5,23671.4,21882.1
Miscellaneous - fishing,1209,230,1391.3,1101.7,1990.5,1989.5,1992.7,1992.4,483.3,1034.0,1342.3,1449.5,66.0,201.4,569.1,572.1,11.0,54.0,115.0,111.2,1083.5,81479.7,83044.1,7747898.2,17186331.8,19539118.9,6408.5,15082.2,17879.0
Service - other,912,236,3320.0,3923.0,2000.0,1999.0,2007.3,2007.3,256.0,986.6,720.6,558.0,37.5,274.0,539.9,371.9,9.0,142.7,85.8,79.4,1260.7,94932.4,96755.1,27375376.3,56168262.1,60524703.8,30016.9,66792.6,75418.3
Refrigerated bulk,530,142,12977.6,13965.2,1996.0,1994.6,1998.0,1997.5,1525.9,2460.3,2821.2,2861.1,130.0,186.1,266.1,268.2,29.5,80.4,63.4,65.5,5324.5,405536.6,413322.9,41429704.3,90525915.7,101968930.4,78169.3,166577.8,179854.0
Vehicle,491,209,9562.5,3202.1,2005.0,2007.1,2005.1,2004.6,239.5,350.9,436.9,440.3,22.0,36.8,112.7,109.2,19.0,30.7,29.1,28.3,944.7,71829.7,73208.8,3242546.9,14296155.1,16556404.6,6604.0,25101.7,27014.9
Cruise,339,94,10026.7,1039.1,1996.9,1994.6,2006.3,2003.9,322.0,443.1,446.7,458.7,27.0,60.6,111.7,112.7,10.0,23.1,13.7,14.2,2444.7,182930.3,186442.6,3732827.6,19449586.0,22463367.8,11011.3,50438.9,54393.2
Ferry-pax only,39,13,42.5,8.2,1951.0,1955.5,1984.7,1976.9,257.7,1049.4,2470.2,1579.3,74.0,324.2,527.1,584.1,33.0,38.9,48.2,45.2,39.8,2987.9,3045.3,354856.0,849250.1,1086078.8,9098.9,23090.4,30498.0
Other liquids tankers,34,9,2420.3,2906.1,2001.2,2003.1,2007.2,2006.9,1509.8,2678.5,3800.1,3673.6,126.0,217.2,404.7,401.1,61.0,94.9,97.1,99.1,373.1,28798.2,29351.1,1490661.4,4256293.6,9176567.7,43843.0,151888.7,245436.2
