Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Rotterdam Botlek,1278,404,688.3,1013.9,2002.1,2005.4,2006.3,2006.9,78.6,125.7,134.6,131.9,27.0,58.6,93.8,92.8,20.0,42.7,63.3,64.8,685.3,51819.7,52814.7,2189103.9,5435036.7,6414185.6,1712.9,4814.1,5832.4
Rotterdam Waalhaven,1108,299,459.0,598.2,2002.7,2005.1,2007.2,2007.2,52.3,97.9,86.0,90.1,22.0,79.1,150.7,158.9,13.0,56.2,86.5,88.5,532.3,40086.3,40856.0,2028064.2,4800846.2,5659477.2,1830.4,4700.0,5675.7
Hoek Van Holland,972,124,1193.7,2073.2,2007.2,2005.6,2010.2,2011.3,72.8,312.5,635.2,718.3,24.5,144.0,577.8,602.5,19.0,45.9,61.8,55.2,414.1,31258.6,31858.8,2256105.0,4949730.9,5741158.5,2321.1,5938.1,7191.6
Rotterdam Maasvlakte,944,312,1304.3,1891.7,2006.8,2005.5,2008.4,2008.8,60.2,255.2,148.7,179.0,28.0,98.3,289.9,290.5,17.0,24.6,38.9,39.2,515.7,38795.8,39540.7,1976849.1,4728726.8,5465557.5,2094.1,5715.2,6906.2
Rotterdam,940,166,1309.0,2206.0,2007.7,2007.8,2008.7,2008.6,65.5,174.0,549.9,622.6,26.0,91.7,408.0,409.0,12.0,45.6,40.2,39.4,423.0,32038.7,32653.9,1645823.7,3679981.2,4325025.4,1750.9,4549.2,5744.2
Ijmuiden,882,416,1198.7,1767.7,2001.4,2001.4,2008.2,2009.7,112.6,409.4,270.0,255.2,37.0,146.0,409.2,341.1,21.0,59.5,41.2,31.5,707.4,53173.5,54194.4,3375546.4,8008259.5,9183083.5,3827.2,10117.1,12094.0
Harlingen,771,230,238.7,225.1,1990.2,1992.2,1996.5,1999.2,200.8,630.1,329.3,254.2,39.0,134.9,270.2,191.1,83.0,170.6,210.1,183.9,555.4,41701.4,42502.1,1240892.5,2778155.8,3254505.4,1609.5,3939.3,4765.6
Vlissingen,735,301,486.3,592.0,2002.2,2003.8,2006.6,2006.0,99.4,226.3,177.9,173.3,29.0,71.2,229.4,172.3,18.0,64.8,125.2,86.6,343.6,25785.6,26280.6,2478883.8,5564275.1,6378874.3,3372.6,8404.9,10000.9
Domburg,604,427,1106.9,1507.1,2005.0,2005.6,2007.3,2007.3,77.8,198.6,88.1,95.3,10.0,54.2,66.6,64.5,13.0,28.5,28.8,31.1,372.8,28021.9,28559.9,1462806.2,4060074.6,4746387.2,2421.9,7675.0,9198.9
Vondelingenplaat,602,230,434.1,684.7,2002.2,2006.5,2005.3,2006.0,54.0,112.3,128.6,125.0,25.0,60.0,127.1,127.1,13.0,39.2,51.8,50.9,455.3,34564.2,35227.8,1456215.9,3423120.9,3900551.9,2419.0,6405.9,7543.2
