Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Rotterdam Maasvlakte,4170,1278,614878.1,702681.2,2008.9,2008.8,2013.4,2013.1,325.8,1870.5,2090.9,2116.1,42.5,175.4,426.5,451.5,27.0,42.0,44.3,48.0,56355.3,4336896.0,4420164.5,290436218.5,842588744.0,931651475.1,69649.0,241486.3,289859.3
Rotterdam Waalhaven,3564,964,48571.3,63607.2,2006.0,2005.0,2007.6,2007.8,505.8,1268.8,1190.4,1257.1,48.0,143.9,311.3,332.1,19.0,73.8,62.5,66.2,11017.5,839446.3,855563.6,58320182.7,176508251.0,210507325.5,16363.7,55877.6,67736.5
Rotterdam Botlek,2660,1208,54048.9,87537.9,2005.8,2006.7,2009.6,2009.7,404.6,1521.0,1990.4,2069.3,72.0,168.6,489.4,498.2,30.0,55.9,87.6,88.1,9969.8,762421.8,777060.3,38862033.7,139106478.6,169651129.0,14609.8,65330.9,80973.9
Hoek Van Holland,2507,454,58561.9,76914.2,2005.3,2007.0,2008.9,2009.5,189.4,1620.7,680.7,1211.9,13.0,187.0,1225.1,526.5,10.0,65.2,78.0,101.9,7697.2,583049.3,594243.8,45971365.5,113710641.7,134140745.9,18337.2,51740.8,58430.9
Vlissingen,2319,854,28949.6,38420.8,2001.8,2005.2,2006.9,2007.7,193.3,1049.0,1011.4,1358.7,27.0,133.0,373.3,420.6,19.0,53.4,68.9,78.4,5108.1,388678.1,396140.7,29684185.7,80891932.2,99609778.6,12800.4,43996.2,55068.6
Ijmuiden,2278,1174,78220.2,130755.3,2001.0,2005.1,2009.0,2010.1,415.8,1511.5,1643.5,2408.0,63.0,196.9,651.8,716.1,7.0,60.3,97.3,101.2,9095.4,692765.8,706066.9,59417924.4,150064011.1,177607913.8,26083.4,83092.4,99156.2
Domburg,2035,977,31367.4,41239.8,2006.3,2006.6,2009.4,2009.3,334.3,689.4,752.0,816.5,32.0,64.4,269.5,276.9,20.0,39.6,30.9,37.1,4521.2,342318.5,348891.0,23053031.9,72594880.1,84083399.9,11328.3,42789.5,52410.5
Vlaardingen,1913,440,11009.6,11494.3,2003.1,2004.0,2008.4,2009.0,190.8,1051.4,312.9,627.9,13.0,137.4,272.2,402.3,10.0,44.9,37.7,51.0,2723.8,206446.2,210409.9,9563790.3,31764906.4,37266699.1,4999.4,18527.6,23040.0
Moerdijk,1767,490,4467.2,6240.1,1999.5,2003.1,2003.1,2003.2,312.4,872.4,573.4,585.2,34.0,117.5,158.4,163.0,19.0,51.3,46.3,46.9,1631.6,123081.6,125444.8,11350147.0,31546664.7,40912278.5,6423.4,20922.4,26879.8
Rozenburg,1708,434,25718.7,22907.0,2006.0,2005.9,2008.1,2008.9,216.3,960.4,559.2,903.0,22.0,111.1,224.7,351.6,12.0,45.4,35.0,52.2,3918.9,297973.9,303695.0,18370137.0,47342528.7,55554034.3,10755.3,31656.9,37413.8
