Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Chemical tanker,86,55,305.2,480.0,2006.6,2007.0,2005.9,2006.0,86.8,132.9,146.3,145.7,16.0,33.2,52.2,51.2,24.0,29.5,40.7,40.1,124.4,9628.0,9812.9,96725.0,687353.5,793413.1,1124.7,9423.1,11583.7
General cargo,75,41,104.0,151.7,1987.2,1983.1,1992.7,1992.1,96.1,367.1,432.2,433.5,15.0,108.1,162.5,165.3,98.0,189.2,183.2,198.9,42.1,3190.7,3251.9,323002.1,939451.6,1326084.1,4306.7,15639.6,21097.3
Container,45,29,86.7,105.1,2004.4,2003.5,2008.2,2007.9,55.5,67.2,68.1,68.0,8.0,22.7,23.7,24.6,12.0,14.1,12.5,12.7,24.6,1873.2,1909.2,79170.8,281054.7,318947.8,1759.4,6832.3,8192.6
Oil tanker,19,15,195.6,337.6,2005.8,2006.3,2007.2,2007.2,106.4,228.3,291.3,298.2,30.0,57.9,70.9,71.5,27.0,31.0,76.9,77.6,64.8,5016.8,5113.2,255106.1,446126.2,569008.3,13426.6,32600.2,40480.8
Liquefied gas tanker,15,8,17.1,20.1,2006.3,2006.6,2006.0,2005.9,86.8,156.0,163.6,166.1,11.0,21.2,26.8,27.0,19.0,20.4,20.6,20.6,10.1,765.5,780.2,15184.9,43993.2,48582.6,1012.3,5542.5,7288.5
Bulk carrier,5,5,18.3,30.7,1992.0,1992.0,2001.3,2001.8,148.0,211.1,214.2,212.6,18.0,82.8,117.8,121.3,110.0,99.6,74.9,74.1,4.0,309.1,315.1,14224.7,31116.6,41412.1,2844.9,10056.7,12166.5
Vehicle,5,3,20.7,6.5,2001.8,1999.0,2001.7,2002.1,108.2,154.1,118.7,116.5,9.0,12.7,10.9,10.6,7.0,7.0,8.2,8.2,1.7,129.2,131.6,6534.2,28808.6,33363.3,1306.8,4967.3,5345.9
Ro-Ro,2,2,4.0,2.8,2011.0,2011.0,2010.9,2011.2,40.7,40.7,40.5,39.0,31.5,31.5,28.6,35.4,5.0,5.0,4.7,5.5,1.0,80.8,82.4,3027.8,5579.3,6505.1,1513.9,3558.2,3777.1
Service - tug,1,1,1.6,1.8,1991.0,1991.0,1991.0,1991.0,628.8,628.8,628.8,628.8,540.0,540.0,540.0,540.0,1289.0,1289.0,1289.0,1289.0,1.4,109.0,111.1,44903.0,106182.1,142172.1,44903.0,115947.6,156549.0
Service - other,1,1,0.5,0.2,1988.0,1988.0,1988.0,1988.0,74.1,74.1,74.1,74.1,57.0,57.0,57.0,57.0,34.0,34.0,34.0,34.0,0.2,16.6,16.9,1551.1,3182.4,3429.3,1551.1,3451.4,3897.1
