Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,1030,335,2861.3,3400.4,1982.8,1986.5,1985.0,1986.2,491.4,726.0,786.4,744.0,85.0,126.7,237.8,246.5,39.0,62.4,81.9,86.9,781.4,59338.8,60478.1,6915923.6,20187410.8,28671523.0,6714.5,24180.8,33140.3
Container,932,180,29611.0,32913.3,2004.4,2005.5,2009.6,2009.4,343.4,656.5,682.6,664.1,31.0,52.7,81.4,80.5,20.0,25.2,26.2,26.4,3072.9,237457.9,242017.0,18583890.0,54787174.7,62928605.1,19939.8,70115.5,83601.1
Chemical tanker,238,142,4330.9,6871.2,2005.9,2006.4,2007.6,2007.7,781.3,965.8,875.8,879.5,98.5,142.8,161.9,162.7,28.0,46.9,48.6,48.6,921.1,71084.8,72449.6,2020168.9,11339179.5,13285391.1,8488.1,55767.7,68814.5
Bulk carrier,187,126,2512.6,4152.4,2001.1,2002.1,2004.6,2004.7,657.0,816.8,763.1,753.4,75.0,132.4,180.3,177.1,39.0,76.5,79.7,79.8,310.4,23911.5,24370.6,1888630.7,4693458.6,6494997.9,10099.6,40081.9,50273.7
Vehicle,151,92,5215.2,1784.1,2006.4,2008.1,2007.3,2007.1,681.8,638.9,651.5,655.2,56.0,51.9,73.3,73.3,8.0,18.9,18.5,17.9,337.8,26140.9,26642.8,1806670.1,7965478.0,9224835.4,11964.7,45477.8,48944.1
Ro-Ro,129,16,706.6,426.6,1983.8,1996.1,1990.9,1989.7,385.6,654.1,612.4,593.7,64.0,73.5,241.6,245.5,16.0,23.0,36.0,43.6,230.2,17542.4,17879.2,1067337.5,7044027.1,3582266.5,8273.9,20050.9,27244.0
Oil tanker,64,45,1627.7,2698.1,2004.8,2004.9,2005.1,2005.1,861.3,1028.2,1051.5,1039.8,130.5,150.2,170.7,167.7,32.0,56.6,47.4,48.2,339.9,26206.5,26709.7,2394988.4,4392523.3,5311794.5,37421.7,101147.0,123665.7
Liquefied gas tanker,53,15,142.7,162.5,2005.7,2006.9,2006.7,2006.5,168.6,335.9,387.8,387.4,21.0,27.9,93.4,94.8,12.0,17.9,36.1,36.3,53.6,4083.3,4161.7,122698.7,355478.1,392561.6,2315.1,12674.9,16667.8
Cruise,17,2,83.0,13.1,1988.2,1982.0,1988.6,1988.6,598.0,370.9,614.4,601.5,48.0,29.8,63.9,63.6,8.0,34.5,87.5,87.4,35.6,2678.4,2729.8,51986.9,296403.1,637082.9,3058.1,17737.1,33958.6
Service - tug,6,6,5.8,5.2,1992.0,1992.0,1981.2,1980.4,727.4,1683.8,1189.2,1172.2,117.0,350.3,874.1,915.2,15.0,222.0,69.5,56.4,15.0,1122.9,1144.5,131840.7,311763.6,417434.7,21973.5,56739.4,76607.8
Service - other,3,2,17.2,7.5,1990.7,1990.0,1990.8,1990.9,1453.9,1322.6,1267.0,1297.0,101.0,146.2,182.7,184.9,654.0,345.2,484.4,497.1,6.8,516.2,526.1,52239.4,107183.8,115497.0,17413.1,38747.1,43751.0
Ferry-RoPax,1,1,0.1,0.0,1980.0,1980.0,1980.0,1980.0,63.5,63.5,63.5,63.5,57.0,57.0,57.0,57.0,19.0,19.0,19.0,19.0,0.3,25.4,25.9,665.8,1440.5,1915.2,665.8,1486.5,2118.3
Ferry-pax only,1,1,0.1,0.0,1964.0,1964.0,1964.0,1964.0,130.1,130.1,130.1,130.1,237.0,237.0,237.0,237.0,6.0,6.0,6.0,6.0,0.4,33.1,33.7,1669.5,3400.1,4283.1,1669.5,3882.4,5118.3
