,exp_code_str3,exp_name,imp_code_str3,imp_name,HS2,Description,USD,tonne,clean_desc
0,784,United Arab Emirates,478,Mauritania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",319811310.818,595566.824478,"United Arab Emirates - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
1,724,Spain,478,Mauritania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",191323358.83,324199.134353,"Spain - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2,056,Belgium,478,Mauritania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",131960837.267,286748.00811500003,"Belgium - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
3,528,Netherlands (Kingdom of the),478,Mauritania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",76976559.599,126281.636001,"Netherlands (Kingdom of the) - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
4,643,Russian Federation,478,Mauritania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",70171776.658,120636.975163,"Russian Federation - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
5,392,Japan,478,Mauritania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33133992.683,7159.972207999999,"Japan - Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof"
6,826,United Kingdom,478,Mauritania,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",30473663.081,3613.404178,"United Kingdom - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof"
7,056,Belgium,478,Mauritania,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",28149903.969,2687.3629029999997,"Belgium - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof"
8,504,Morocco,478,Mauritania,39,Plastics and articles thereof,25035940.776,2556.851756,Morocco - Plastics and articles thereof
9,156,China,478,Mauritania,73,Iron or steel articles,18461569.705,13745.769707000001,China - Iron or steel articles
10,356,India,478,Mauritania,73,Iron or steel articles,17636397.881,8405.903768,India - Iron or steel articles
11,250,France,478,Mauritania,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",16761867.429,2117.516726,"France - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof"
12,840,United States of America,478,Mauritania,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",16692596.509,1429.0859110000001,"United States of America - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof"
13,076,Brazil,478,Mauritania,17,Sugars and sugar confectionery,13842934.344,151526.24223899998,Brazil - Sugars and sugar confectionery
14,528,Netherlands (Kingdom of the),478,Mauritania,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",13595041.733,19272.064811,"Netherlands (Kingdom of the) - Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
15,250,France,478,Mauritania,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",11189935.443,6708.402578,"France - Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
16,012,Algeria,478,Mauritania,17,Sugars and sugar confectionery,10161987.006,87801.272046,Algeria - Sugars and sugar confectionery
17,792,Türkiye,478,Mauritania,72,Iron and steel,8958335.745,20922.997936,Türkiye - Iron and steel
18,156,China,478,Mauritania,09,"Coffee, tea, mate and spices",8495713.022,7980.7080829999995,"China - Coffee, tea, mate and spices"
19,156,China,478,Mauritania,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8441915.191,7912.301968999999,"China - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof"
20,250,France,478,Mauritania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",7256988.538,10217.256636,"France - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
21,616,Poland,478,Mauritania,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",6966285.495,3798.698952,"Poland - Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
22,764,Thailand,478,Mauritania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6782435.406,1289.317437,"Thailand - Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof"
23,276,Germany,478,Mauritania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6292303.626,2333.190861,"Germany - Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof"
24,724,Spain,478,Mauritania,73,Iron or steel articles,6248001.212,5529.825091,Spain - Iron or steel articles
25,392,Japan,478,Mauritania,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",6068993.98,291.23575,"Japan - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof"
26,056,Belgium,478,Mauritania,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",6025622.422,3156.1410950000004,"Belgium - Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
27,156,China,478,Mauritania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5802825.445,2870.5295849999998,"China - Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof"
28,276,Germany,478,Mauritania,31,Fertilizers,5758797.916,22020.450192,Germany - Fertilizers
29,724,Spain,478,Mauritania,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",5511492.158,1639.0677819999999,"Spain - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof"
30,840,United States of America,478,Mauritania,73,Iron or steel articles,4670199.588,1005.862611,United States of America - Iron or steel articles
31,056,Belgium,478,Mauritania,40,Rubber and articles thereof,4618961.248,1567.64337,Belgium - Rubber and articles thereof
