Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-RoPax,344,5,6898.7,2169.3,2008.6,2003.2,2008.8,2008.8,787.4,857.6,785.5,785.4,45.0,55.6,45.7,45.6,3.0,8.4,5.2,5.2,1743.0,130865.3,133377.9,13477502.6,33328797.3,40894648.6,39178.8,83631.1,76170.4
Service - tug,72,9,7.1,4.4,2007.2,1998.8,2004.4,2007.4,188.1,326.2,358.5,312.4,186.0,374.7,1201.9,1016.9,42.5,55.9,197.7,173.7,45.5,3415.3,3480.9,112321.9,265607.5,355634.1,1560.0,4028.3,5438.8
Miscellaneous - fishing,46,10,10.2,2.9,1982.8,1982.6,1982.9,1982.7,1036.8,1925.3,1924.5,1790.5,139.0,213.0,583.5,562.5,116.0,233.2,1393.8,1302.6,78.5,5892.1,6005.2,20713.4,45946.4,52236.4,450.3,1059.7,1256.3
Service - other,38,11,53.9,68.6,1979.5,1988.7,1989.9,1991.6,421.9,602.8,606.4,655.3,113.0,191.2,432.2,496.7,41.0,93.0,94.8,105.0,54.2,4071.8,4150.0,478447.6,981669.4,1057808.2,12590.7,28016.5,31634.6
Oil tanker,5,2,3.8,6.5,1985.2,1997.5,1999.4,2000.9,106.1,124.7,53.6,51.1,109.0,142.5,523.9,485.9,60.0,123.8,290.5,272.3,43.0,3231.5,3293.6,14162.1,6298.9,7882.0,2832.4,7299.1,9270.3
Bulk carrier,5,5,18.1,29.9,2012.6,2012.6,2013.9,2014.1,147.0,134.6,137.2,136.6,53.0,61.2,74.3,75.5,41.0,52.2,53.0,53.8,3.1,235.8,240.3,8935.2,25324.5,35414.3,1787.0,8326.7,10571.4
General cargo,4,4,0.9,1.5,1994.2,1994.2,1995.2,1992.8,69.1,160.9,84.8,91.1,56.5,83.5,88.7,98.9,22.5,23.8,24.1,22.5,0.8,58.4,59.5,3535.1,10222.6,14477.1,883.8,3114.9,4257.2
Chemical tanker,3,3,2.9,4.3,2006.3,2006.3,2003.1,2003.6,68.9,86.9,61.0,57.4,62.0,57.3,42.8,45.1,22.0,28.0,24.6,25.3,3.7,274.6,279.9,3969.5,12260.8,14472.5,1323.2,4548.7,5368.4
Container,2,2,27.5,32.2,2003.0,2003.0,2004.3,2003.7,1075.4,1075.4,1072.7,1073.8,161.0,161.0,160.8,160.9,19.0,19.0,20.9,20.1,8.8,657.2,669.8,48419.1,145156.4,164669.5,24209.5,75793.8,88633.8
Refrigerated bulk,1,1,0.7,0.7,1978.0,1978.0,1978.0,1978.0,511.7,511.7,511.7,511.7,118.0,118.0,118.0,118.0,5.0,5.0,5.0,5.0,1.1,83.5,85.1,2164.7,4730.0,5327.9,2164.7,4613.0,4980.6
