Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Tanger Med,489,139,2652.7,2906.2,2004.5,2005.3,2005.4,2005.3,254.8,324.5,293.6,308.6,23.0,44.8,68.6,76.8,14.0,18.6,22.2,24.1,538.1,41294.9,42087.7,2985474.1,9555155.8,10896121.3,6105.3,20907.0,24968.9
Casablanca,345,171,1376.0,1784.3,2003.2,2005.9,2004.9,2005.7,228.9,292.5,254.0,252.4,25.0,122.2,93.2,103.6,27.0,77.4,81.8,95.4,360.4,27651.0,28181.9,1659419.6,4984233.2,5903434.3,4809.9,16434.3,19652.6
Agadir,267,117,1090.0,1131.9,2001.0,2000.1,1998.6,2001.3,289.1,959.0,512.9,417.4,37.0,201.4,363.1,338.4,32.0,176.3,203.4,160.7,399.6,30267.2,30848.3,3149103.9,7790506.6,9107576.6,11794.4,31978.4,38449.2
Jorf Lasfar,191,138,824.2,1291.3,2005.9,2007.3,2010.6,2010.7,199.4,265.4,315.6,319.1,21.0,80.2,164.1,169.9,46.0,83.8,88.2,90.7,256.3,19662.2,20039.7,756472.8,2180544.8,2624460.3,3960.6,15706.8,20056.9
Safi,157,125,422.2,665.9,2003.9,2003.8,2007.3,2007.7,219.2,311.9,339.3,345.2,24.0,106.2,113.2,118.9,45.0,76.4,112.0,115.7,167.9,12783.5,13028.9,697860.7,2060478.5,2634211.6,4445.0,15941.5,19881.3
Mohammedia,144,36,244.1,342.0,2004.7,2004.2,2007.6,2007.2,192.7,366.0,256.2,254.3,20.0,144.2,67.3,66.0,55.0,70.8,101.3,107.4,194.1,14737.7,15020.7,410968.8,1151288.2,1374740.2,2853.9,10239.6,13449.3
Laayoune,129,45,218.6,290.9,1995.1,1997.5,1999.3,1999.6,326.6,634.6,400.4,389.9,35.0,108.7,84.4,75.3,54.0,62.2,64.7,67.9,103.8,7846.8,7997.5,625664.6,1685128.7,2211207.9,4850.1,15762.4,20784.6
Tangier,90,29,226.0,281.6,1995.8,1999.1,2005.3,2007.0,421.8,1049.3,418.1,567.9,82.0,362.1,316.6,312.2,21.0,100.7,109.7,72.6,105.4,7995.9,8149.4,366640.9,1147475.2,1375967.8,4073.8,13643.3,16955.5
Larache,52,27,67.9,89.6,1998.0,2000.3,2003.1,2003.7,264.5,379.8,202.8,198.1,64.0,107.6,124.7,115.2,20.0,50.5,60.3,48.1,34.6,2623.6,2674.0,146128.8,391983.4,440633.3,2810.2,8052.5,9460.9
Asilah,45,31,215.9,264.7,2003.4,2004.4,2004.9,2004.9,169.4,274.1,237.9,248.0,18.0,32.4,45.5,50.8,7.0,9.0,11.2,12.3,35.5,2732.7,2785.1,236806.4,782793.5,891084.0,5262.4,18591.6,22241.4
Kenitra,37,18,17.9,23.0,1992.5,1996.0,2003.7,2005.2,461.8,574.9,274.1,223.6,99.0,314.5,384.5,359.1,28.0,55.9,71.3,54.0,29.9,2247.7,2290.9,101903.5,240487.5,299872.8,2754.1,7325.4,9207.8
Rabat,28,12,15.8,16.7,1993.9,1998.2,2011.4,2011.6,355.9,843.7,293.0,261.9,112.5,259.5,303.3,196.5,4.0,19.0,9.9,8.3,13.8,1034.9,1054.8,37502.0,101876.1,116583.3,1339.4,4026.5,5377.3
Dakhla,26,22,65.7,46.1,1990.1,1990.6,1990.3,1992.4,632.8,753.7,773.2,674.7,61.0,148.6,100.6,91.5,61.5,88.0,59.5,74.6,22.2,1672.5,1704.6,269502.4,616099.0,720445.8,10365.5,25398.5,30709.6
Tan Tan,16,13,12.4,15.8,1994.8,1994.8,1995.9,1996.6,351.2,374.7,337.7,311.5,40.0,56.3,53.1,41.9,26.5,57.1,66.2,74.5,7.0,530.6,540.8,46425.6,101565.4,127685.5,2901.6,8574.1,11226.7
El Jadida,15,15,105.5,171.2,2008.9,2008.9,2010.8,2011.0,353.0,495.6,386.3,387.4,61.0,163.8,250.9,261.2,14.0,24.5,31.4,31.7,13.4,1029.2,1049.0,95857.7,224040.5,275822.5,6390.5,21280.9,25317.4
