Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Casablanca,643,258,2512.3,2816.5,2003.2,2003.7,2004.6,2004.7,265.3,259.3,283.9,289.5,25.0,61.0,56.8,64.1,19.0,53.5,35.0,39.5,591.0,45304.1,46174.0,3286988.8,10302776.8,12053798.8,5112.0,17186.7,20540.2
Tanger Med,292,95,1287.6,1646.3,2003.7,2005.7,2005.1,2005.1,206.4,479.7,312.0,312.4,21.0,109.4,100.6,90.9,34.0,87.2,67.1,69.5,414.3,31685.5,32293.8,1533626.4,4873611.4,5643265.1,5252.1,18979.5,23522.3
Agadir,272,138,885.4,1104.3,1999.6,2001.9,2003.0,2004.5,314.0,504.1,405.3,382.1,33.0,116.6,94.8,75.6,27.0,70.7,64.2,74.9,265.0,20192.5,20580.2,1833960.1,4902680.1,5917399.4,6742.5,20731.8,25317.7
Jorf Lasfar,178,131,827.0,1321.9,2006.1,2007.3,2009.6,2009.6,207.0,316.2,325.7,321.4,32.0,111.0,234.0,230.6,46.0,75.1,90.3,95.6,240.4,18390.1,18743.2,806866.1,2100893.2,2546499.8,4533.0,17025.5,21165.2
Mohammedia,151,48,450.3,669.5,2005.0,2005.0,2010.9,2011.2,244.1,436.2,376.3,404.2,24.0,79.9,205.7,228.4,20.0,56.0,67.4,74.3,180.4,13747.1,14011.0,641527.0,1770162.5,2124933.5,4248.5,14457.7,18713.4
Tangier,85,24,115.1,102.6,1995.3,1999.0,1999.7,1999.1,406.3,384.7,286.4,318.3,87.0,91.2,62.0,58.0,30.0,39.8,78.2,109.2,62.9,4762.6,4854.0,162336.8,510594.5,598322.6,1909.8,6152.0,7435.4
Asilah,74,55,384.2,414.9,2004.9,2005.7,2007.9,2007.0,124.7,169.4,141.7,141.3,12.5,23.7,30.9,35.1,13.0,18.8,17.1,18.6,59.8,4611.4,4699.9,312722.2,1009027.3,1124323.8,4226.0,14560.5,17151.4
Safi,61,51,210.6,343.0,2001.0,2002.0,2008.1,2008.6,272.9,377.6,298.0,298.6,41.0,185.6,115.6,117.4,64.0,88.2,83.1,84.1,84.2,6457.4,6581.4,212317.4,688587.2,872180.3,3480.6,14164.6,17808.4
Dakhla,60,31,545.1,380.3,2000.7,1996.0,1992.0,1994.2,364.5,2336.9,1588.2,1140.9,43.0,665.9,635.3,799.3,57.0,394.5,321.9,337.0,177.3,13354.9,13611.3,2032518.2,4628537.7,5335642.1,33875.3,82670.7,98771.0
Laayoune,57,30,138.2,163.6,1999.2,1999.1,2002.5,2003.6,497.7,668.0,577.3,532.5,59.0,102.8,190.4,128.8,27.0,110.9,121.6,80.0,58.8,4443.7,4529.0,384671.9,1027726.9,1312777.6,6748.6,21271.6,27318.9
Larache,57,28,92.9,128.1,1997.7,1998.1,2003.9,2004.2,268.9,602.8,259.4,264.3,51.0,168.2,111.8,88.4,21.0,131.7,52.1,40.2,45.6,3450.4,3516.7,186214.6,514942.4,608235.8,3266.9,9800.0,11975.3
