Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Tanger Med,2833,713,267285.0,275589.2,2004.9,2007.2,2011.1,2011.5,801.9,1761.8,1977.4,2094.8,66.0,147.4,272.1,266.0,13.0,27.0,19.7,20.9,26579.2,2054302.6,2093745.2,134747144.0,445613509.8,488839985.7,47563.4,171958.4,202943.9
Casablanca,2339,1056,56102.5,64455.6,2005.0,2005.9,2008.1,2008.3,698.2,1433.8,1244.3,1379.0,78.0,166.7,225.1,264.9,31.0,95.9,105.6,139.7,7968.5,613055.3,624825.9,48553999.2,140919160.9,173151134.6,20758.4,73152.9,88163.1
Jorf Lasfar,1001,783,46337.5,77882.1,2007.9,2008.1,2010.9,2010.9,1408.7,1924.6,2363.4,2410.2,135.0,178.2,328.4,333.7,96.0,142.1,152.8,153.7,5811.0,447300.0,455888.2,29899789.5,87369944.4,105495539.1,29869.9,127399.4,158172.0
Agadir,636,297,8867.3,10431.7,2003.2,2003.7,2005.6,2007.1,523.8,1438.3,858.0,1216.3,71.0,163.1,204.5,248.9,32.0,93.1,84.0,105.8,2103.4,161144.4,164238.4,11727965.4,31852874.3,39033717.5,18440.2,59585.4,71805.8
Mohammedia,391,195,8640.8,12219.5,2007.5,2007.9,2011.0,2011.1,575.2,1417.6,1695.0,1771.1,62.0,138.0,255.4,266.2,53.0,87.8,113.7,120.3,1737.3,133374.3,135935.1,6336016.3,20887197.3,22789070.1,16204.6,70964.1,93985.5
Safi,325,232,5341.4,8406.1,2005.2,2006.6,2008.7,2008.8,842.4,1406.5,1658.8,1683.2,79.0,141.7,307.9,309.8,70.0,119.1,163.2,163.6,986.3,75566.3,77017.2,5395761.4,16205697.7,21374143.1,16602.3,66636.1,83851.5
Laayoune,158,79,891.8,1450.8,1997.1,2006.2,2008.6,2009.1,483.5,724.4,592.2,586.8,52.5,68.1,94.2,91.5,59.5,106.9,128.8,134.2,202.7,15473.5,15770.6,1147195.6,3167868.3,4146821.5,7260.7,26341.8,34144.9
Al Hoceima,139,60,1548.4,2433.0,2002.6,2004.9,2008.3,2008.9,112.4,787.2,550.0,817.7,12.0,154.1,236.5,260.6,3.0,47.7,34.8,35.0,206.3,15836.9,16141.0,1344551.0,3605256.0,4191985.9,9673.0,31254.3,37478.8
Dakhla,124,70,1314.3,1006.2,1999.4,1995.2,1995.2,1999.6,616.5,2267.0,2045.8,1393.9,85.0,259.3,1702.2,1142.8,51.0,108.8,218.7,173.9,432.5,32652.7,33279.6,4125005.7,9418100.7,10948680.3,33266.2,84703.4,102608.7
Asilah,81,73,7379.0,9729.8,2005.4,2005.5,2011.3,2012.0,1478.5,1702.0,2222.1,2429.4,126.0,146.2,347.9,415.5,4.0,7.0,10.4,12.7,683.4,52794.3,53808.0,4996159.1,14539047.9,16216168.3,61681.0,206668.9,245715.4
Tangier,75,55,2290.1,1822.5,2001.0,2001.7,2005.8,2008.2,560.5,1692.4,1152.3,1355.0,50.0,341.3,437.3,216.1,10.0,26.4,15.9,18.1,469.8,35937.9,36627.9,1880557.2,5931428.9,6570979.8,25074.1,79767.8,89797.3
Larache,27,23,765.3,1152.6,2001.3,2002.6,2007.0,2007.4,431.6,1231.4,1642.7,1573.2,62.0,137.5,261.4,258.8,13.0,22.3,14.4,16.0,98.4,7608.1,7754.2,668758.4,2131676.8,2435320.2,24768.8,90409.4,107971.8
Roches Noires,26,26,868.3,1183.1,2005.0,2005.0,2006.7,2007.9,1211.1,1420.7,1521.6,1655.5,91.0,124.4,238.6,276.0,19.0,43.8,65.4,75.2,105.0,8105.9,8261.5,766608.5,2097946.5,2565907.6,29484.9,101060.1,120031.5
El Jadida,18,18,587.9,936.2,2006.9,2006.9,2009.9,2010.1,1390.2,1745.7,1913.4,1977.1,116.5,226.5,319.5,330.8,25.0,38.2,28.6,29.4,82.4,6351.9,6473.8,474674.6,1399487.5,1783249.4,26370.8,107726.3,132826.8
Anza,12,12,84.2,106.4,2000.4,2000.4,1997.8,1999.2,612.3,928.5,911.0,887.1,92.5,104.2,136.0,133.8,22.5,49.2,59.9,63.8,25.0,1903.0,1939.6,205672.8,526418.9,648172.9,17139.4,48417.1,58813.8
Tan Tan,10,8,29.8,41.1,2008.4,2008.2,2008.1,2008.0,748.3,895.5,758.8,755.6,70.0,93.0,92.9,91.7,85.0,97.8,69.8,69.9,19.2,1458.4,1486.4,93256.2,265106.2,340983.3,9325.6,29915.5,38679.8
Tarfaya,5,5,174.2,327.4,2004.4,2004.4,2009.7,2009.8,553.1,807.6,1433.4,1528.6,116.0,148.8,292.2,298.6,31.0,83.4,229.2,232.8,17.8,1369.0,1395.2,164841.0,351652.2,411071.3,32968.2,89024.6,109639.2
Essaouira,4,4,70.5,98.3,2006.0,2006.0,2011.5,2011.7,1840.3,2606.4,2314.3,2165.9,161.5,376.0,315.9,225.5,9.0,40.5,25.3,12.2,10.0,759.0,773.6,85839.1,244606.0,320731.1,21459.8,82427.4,106760.2
Tetouan,4,4,84.9,90.2,2008.0,2008.0,2015.4,2015.2,1308.9,2027.6,3017.4,2776.7,139.0,222.0,488.6,485.3,3.5,6.0,2.6,2.4,14.8,1136.5,1158.3,59485.2,182358.9,245297.9,14871.3,64091.5,83703.0
Ras El Ma,3,3,32.0,59.4,2009.7,2009.7,2003.9,2003.5,346.0,440.6,339.3,340.5,98.0,125.7,205.8,211.9,31.0,34.7,27.9,27.3,5.2,398.8,406.5,26861.0,52760.8,58879.1,8953.7,24165.0,29180.8
Kenitra,3,3,1.3,2.3,1982.7,1982.7,1981.4,1981.6,564.4,473.1,474.6,473.6,47.0,46.3,59.5,60.4,118.0,2005.0,508.6,491.2,11.5,863.7,880.3,10183.6,26878.6,37073.3,3394.5,10046.2,13957.0
Rabat,2,2,1.7,2.0,1994.0,1994.0,1996.0,1996.3,586.1,586.1,399.5,385.0,1447.5,1447.5,522.0,347.7,38.5,38.5,53.2,56.0,1.7,127.4,129.9,8837.6,3467.7,5125.7,4418.8,11705.8,15092.0
