Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Port Of Spain,477,41,1747.0,1366.1,1994.9,2000.1,1995.5,1995.5,86.8,1187.4,269.4,386.9,8.0,353.4,268.4,190.6,7.0,127.0,23.4,26.9,554.2,42226.3,43037.1,1542143.1,3742904.1,4328147.5,3233.0,8790.4,10029.0
Scarborough,404,23,689.0,323.5,1992.1,2003.6,1992.4,1992.2,87.8,470.5,112.8,111.2,8.0,158.2,51.5,61.5,2.0,27.7,21.1,22.2,213.1,16229.0,16540.6,630187.8,1350458.3,1591907.2,1559.9,3852.2,4327.3
Chaguaramas,117,39,275.1,270.8,2005.8,2005.2,2006.3,2008.1,220.6,676.0,472.0,316.8,80.0,283.5,491.6,406.5,40.0,71.8,104.1,97.0,166.6,12555.8,12796.9,1673061.9,3610386.4,4476324.8,14299.7,35711.6,45438.7
Pointe A Pierre,108,22,86.3,132.5,2006.5,2005.3,2007.5,2007.5,168.0,179.5,208.2,206.9,38.0,63.4,69.6,66.4,44.5,41.8,78.0,75.5,95.0,7171.2,7308.9,282646.1,485794.0,608836.4,2617.1,7398.6,9416.3
Point Lisas,59,20,600.4,654.4,2004.2,2004.0,2015.2,2015.4,173.0,1671.1,3293.2,2641.1,61.0,322.6,1380.9,1378.8,21.0,61.7,34.4,38.1,120.0,9182.5,9358.8,701716.1,1839527.4,2067395.2,11893.5,52469.4,68009.0
La Brea,46,17,65.1,66.7,2005.1,2003.2,2008.0,2008.0,340.8,453.2,391.9,269.3,93.5,369.4,828.6,692.7,23.0,105.8,247.7,232.3,43.9,3299.6,3362.9,1382140.4,3269601.3,4376228.4,30046.5,77678.6,104855.0
Guayaguayare,44,21,79.7,80.3,2001.1,2002.7,2001.9,2003.3,173.7,268.3,399.3,295.1,23.0,109.9,498.6,327.4,23.5,42.7,72.8,65.8,32.8,2503.7,2551.8,328452.1,680723.6,798092.7,7464.8,17316.6,20834.1
Tembladora,36,9,46.1,74.4,2007.1,2000.3,2008.5,2008.5,134.6,275.9,260.1,268.8,31.0,296.2,489.7,458.0,15.0,35.7,35.2,37.5,35.6,2684.8,2736.4,98564.8,87869.3,96506.8,2737.9,8402.1,10841.3
Carenage,28,14,34.8,44.6,2007.5,2006.3,2009.3,2009.8,145.3,235.2,162.0,147.7,113.0,362.6,222.0,190.0,8.0,133.6,97.2,70.2,19.6,1480.6,1509.0,170150.9,360599.0,461428.3,6076.8,16851.6,22415.2
Point Fortin,22,20,276.2,227.8,2006.9,2007.2,2004.3,2004.2,61.7,716.3,173.8,172.0,34.5,92.9,164.2,163.9,28.0,290.4,48.4,43.0,66.4,4786.9,4878.8,85809.8,469972.0,426424.7,3900.4,25442.7,38638.9
Claxton Bay,22,6,1.3,2.0,1969.0,1974.5,1972.2,1971.9,97.1,139.3,89.1,86.7,13.0,230.5,117.7,70.5,80.0,90.2,101.4,102.8,3.4,255.2,260.1,8148.3,22317.3,31584.2,370.4,1142.6,1621.6
San Fernando,2,2,0.5,0.0,2010.0,2010.0,2010.0,2010.0,446.9,446.9,446.9,446.9,43.0,43.0,58.2,58.2,32.0,32.0,31.6,31.6,0.5,39.5,40.3,2941.4,5990.5,7546.1,1470.7,3420.1,4508.8
Couva,2,2,2.6,3.9,2003.5,2003.5,2001.3,2001.4,191.9,191.9,191.6,181.9,18.5,18.5,30.2,30.0,19.0,19.0,8.6,8.8,0.9,72.0,73.4,6676.5,7768.3,7556.4,3338.2,11324.4,14966.9
Charlotteville,2,2,7.5,11.6,2011.0,2011.0,2011.0,2011.0,206.6,206.6,241.7,243.9,15.5,15.5,16.6,16.6,12.5,12.5,17.8,17.9,0.7,52.9,53.9,4691.6,13552.7,20892.4,2345.8,11435.6,14946.9
