Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ro-Ro,547,1,987.1,484.2,1988.0,1988.0,1988.0,1988.0,85.3,85.3,90.4,90.4,8.0,8.0,8.5,8.5,5.0,5.0,9.1,9.1,197.1,15270.8,15564.0,519833.8,957892.0,1116839.3,950.3,2233.6,2371.1
Service - tug,304,22,116.5,105.6,2004.3,1999.5,2007.8,2008.1,172.9,760.0,557.7,583.2,60.5,488.2,703.3,667.2,17.0,315.0,242.7,232.4,143.3,10771.8,10978.6,2700816.2,6386617.3,8551335.4,8884.3,22940.8,30973.9
Oil tanker,127,14,199.1,314.3,2009.0,2006.6,2009.0,2009.2,153.8,211.8,196.2,190.5,35.0,39.0,222.9,201.3,30.0,34.5,71.6,67.7,192.5,14502.6,14781.1,494418.9,415427.6,470237.7,3893.1,11152.7,14441.1
Ferry-RoPax,127,4,373.5,42.0,2004.3,1996.5,2002.4,2002.8,245.4,236.3,591.3,620.7,6.0,17.5,521.0,530.7,32.0,23.6,23.9,22.9,251.0,18844.3,19206.1,266948.7,657934.9,808873.3,2102.0,4492.3,4156.1
Service - other,73,14,304.1,170.6,2006.0,2005.8,2003.1,2002.6,531.2,1138.9,1363.8,1360.5,133.0,223.1,645.6,656.1,35.0,98.0,87.6,83.4,132.5,10022.2,10214.6,1190352.2,2442341.4,2631770.8,16306.2,36284.0,40969.8
Chemical tanker,68,14,80.8,123.7,2007.9,2006.2,2007.6,2007.5,173.1,191.3,203.4,198.9,49.5,67.2,146.9,140.5,57.0,63.1,84.0,86.1,116.5,8812.4,8981.6,249397.9,688110.4,848103.7,3667.6,11724.3,14488.0
General cargo,57,15,12.8,19.2,1974.0,1993.1,1990.2,1989.4,102.3,103.4,117.4,117.6,16.0,72.8,97.4,90.8,77.0,67.5,124.9,129.0,9.6,726.0,739.9,32425.4,95806.9,136667.5,568.9,2101.1,2895.5
Liquefied gas tanker,25,17,811.5,818.8,2008.6,2008.6,2012.7,2013.4,71.7,1386.6,480.8,571.5,25.0,128.1,1019.4,1098.1,26.0,36.3,30.5,30.5,117.8,8784.3,8952.9,495556.1,1685782.8,1749747.7,19822.2,116332.2,157703.7
Container,24,13,931.6,1064.1,2002.0,2004.2,1996.6,1996.6,40.9,740.1,1593.1,1584.1,59.0,75.2,202.2,202.0,26.5,24.0,30.2,30.2,151.0,11677.6,11901.9,853309.1,2340163.7,2632471.7,35554.5,107055.0,124442.6
Bulk carrier,6,5,60.7,113.1,2007.7,2007.4,2008.7,2008.6,199.8,206.5,273.0,276.8,16.5,106.7,382.5,390.6,59.0,49.4,54.6,55.4,9.5,736.5,750.6,25960.4,74036.3,89558.1,4326.7,19504.2,24024.0
Ferry-pax only,6,2,14.9,1.1,2010.0,2010.0,2010.0,2010.0,1828.6,5868.1,4433.3,4433.3,426.0,1649.2,4444.4,4444.4,19.5,19.2,8.0,8.0,25.1,1888.1,1924.3,87538.9,178281.2,224579.2,14589.8,33927.9,44728.2
Cruise,5,4,18.8,1.8,1990.4,1988.8,2004.7,2003.3,105.4,104.4,106.1,105.5,14.0,12.8,13.9,13.8,10.0,12.6,11.7,11.6,6.5,503.5,513.1,773.2,25069.5,38686.6,154.6,4470.2,6550.4
