Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,408,87,9538.3,922.8,2001.5,2000.0,2005.9,2004.6,143.2,376.2,311.4,320.0,15.0,39.1,60.6,64.7,9.0,11.4,10.0,9.8,2118.7,163730.9,166874.5,2511102.8,15540476.7,18632826.9,6154.7,33656.5,38115.3
General cargo,105,27,271.5,344.7,1998.4,2003.6,2005.9,2006.0,93.2,939.3,637.8,616.7,13.0,80.8,181.6,182.3,9.0,40.9,56.0,55.9,73.6,5645.4,5753.8,389503.5,1186749.8,1682518.7,3709.6,15364.5,20471.5
Oil tanker,89,17,773.6,1304.4,2005.4,2006.4,2010.1,2010.6,444.5,1063.4,1031.5,1089.0,40.0,124.4,218.7,228.9,37.0,53.4,47.6,45.5,218.7,16733.9,17055.2,1263345.9,2241278.6,2408779.6,14194.9,43246.0,54397.0
Container,78,9,93.9,120.7,2007.0,2005.7,2007.5,2007.4,95.1,147.8,126.6,123.2,8.0,13.9,19.6,18.7,8.0,10.6,13.3,12.8,31.7,2422.4,2468.9,183096.4,546831.5,620280.5,2347.4,7317.2,8550.3
Ro-Ro,59,5,31.6,36.8,1990.6,1989.4,1992.2,1992.2,89.4,312.2,94.4,95.9,9.0,38.4,15.0,16.4,9.0,38.0,13.1,14.3,24.9,1916.3,1953.1,47692.8,155825.5,119716.7,808.4,1917.6,2209.9
Chemical tanker,55,30,838.1,1380.7,2008.1,2008.8,2009.7,2009.8,439.8,997.4,1040.1,1048.6,49.0,111.8,171.9,171.3,55.0,89.1,89.5,90.3,193.7,14893.5,15179.5,431276.2,2307162.6,2694894.6,7841.4,48782.3,59782.7
Vehicle,39,16,310.4,99.8,2002.9,2003.1,2004.2,2004.4,114.8,182.3,242.1,241.9,17.0,21.3,40.9,40.7,6.0,7.3,10.5,10.8,23.9,1847.1,1882.6,101050.7,445525.3,515963.7,2591.0,9848.6,10599.2
Bulk carrier,31,4,25.8,39.6,2007.6,1992.0,2003.9,2002.9,131.0,177.3,177.8,179.1,21.0,45.2,52.7,53.1,27.0,30.8,26.8,27.1,7.9,599.2,610.7,83710.4,189872.6,228736.8,2700.3,8142.3,10162.9
Liquefied gas tanker,31,1,28.3,29.3,2007.0,2007.0,2007.0,2007.0,149.3,149.3,191.1,191.1,17.0,17.0,28.5,28.5,18.0,18.0,23.5,23.5,21.1,1602.8,1633.6,22147.9,64165.9,70859.7,714.4,3911.6,5143.8
Ferry-RoPax,16,3,11.9,1.1,1972.8,1979.7,1994.0,1990.2,86.8,946.8,806.8,350.5,13.5,72.7,177.3,150.0,5.5,15.5,11.2,11.4,3.9,293.9,299.6,13767.8,31363.6,40406.8,860.5,1889.9,2343.4
Service - tug,15,3,1.8,1.3,1988.0,1985.0,1999.0,1999.4,253.1,357.0,435.3,444.2,124.0,88.3,186.7,188.0,44.0,45.0,70.8,71.3,4.8,357.0,363.9,33439.6,79074.7,105876.7,2229.3,5756.5,7772.2
Refrigerated bulk,11,6,22.3,24.6,2002.0,2002.7,2002.5,2002.6,208.9,156.1,149.7,149.6,14.0,13.0,13.6,13.6,7.0,7.6,7.4,7.4,9.8,748.5,762.8,72977.7,159459.9,179616.6,6634.3,14137.7,15264.5
Ferry-pax only,2,1,0.2,0.0,1998.0,1998.0,1998.0,1998.0,177.0,177.0,177.0,177.0,33.5,33.5,32.3,32.3,0.0,0.0,0.0,0.0,0.1,7.8,7.9,582.4,1186.2,1494.2,291.2,677.2,892.8
