Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Reykjavik,286,97,1133.9,504.9,1997.3,1997.6,2003.7,2002.7,290.4,1186.7,388.3,437.5,28.0,283.9,398.3,398.6,7.0,63.5,61.6,65.1,358.3,27351.7,27876.9,2242807.9,5861253.0,6880526.4,7842.0,21789.4,25829.1
Vestmannaeyjar,268,101,607.5,370.2,1993.0,1993.3,1998.4,2001.2,351.0,937.9,608.0,669.0,42.5,213.7,865.4,623.8,14.0,102.7,161.5,214.3,365.8,27620.0,28150.3,2155640.4,5076548.5,6075985.5,8043.4,19874.0,24006.6
Isafjordur,243,88,806.2,234.9,1994.1,1991.9,2000.4,1997.4,187.0,786.6,236.6,279.5,18.0,151.4,225.1,409.5,9.0,66.3,60.0,94.8,301.1,23041.2,23483.6,1019587.2,3121409.6,3867348.4,4195.8,13003.6,15702.9
Akureyri,227,109,883.0,321.0,1998.3,1996.6,2002.5,2002.5,256.2,707.0,299.8,392.4,24.0,120.0,167.3,217.6,8.0,62.9,94.9,173.6,301.0,23017.1,23459.1,1426787.8,3976214.9,4835981.5,6285.4,18455.8,22323.6
Grundartangi,176,37,403.2,483.0,2003.7,2002.9,2000.6,2000.7,179.4,220.2,260.5,258.0,33.0,43.5,38.8,38.2,5.0,38.5,6.7,6.9,143.3,10993.9,11205.0,743749.2,2260196.7,2647800.5,4225.8,13634.2,16464.6
Kopavogur,156,53,385.9,265.9,1989.1,1992.5,1998.5,2001.8,192.0,1963.4,518.9,500.9,20.0,325.3,691.3,605.2,7.0,136.4,469.5,503.8,151.5,11444.4,11664.2,1336250.8,3179348.0,3836875.8,8565.7,21672.1,26578.0
Thorlakshofn,118,47,82.1,48.6,1991.7,1990.7,1992.4,1994.8,299.8,728.1,518.2,389.1,37.5,151.0,233.7,224.7,21.0,193.1,299.7,228.9,87.1,6563.4,6689.4,296115.5,684000.4,790219.4,2509.5,6093.7,7235.5
Hafnarfjordur,117,60,256.4,163.0,1991.9,1991.1,1997.9,1998.3,421.5,1185.4,639.3,629.1,68.0,272.8,740.2,591.2,14.0,84.0,95.1,94.7,133.4,10059.5,10252.6,871183.7,2032887.3,2406926.2,7446.0,18619.0,22543.5
Neskaupstadur,110,54,309.0,229.5,1993.2,1994.9,2000.7,2002.1,352.1,895.3,954.0,1167.7,47.5,104.2,945.6,1002.0,11.5,125.8,244.9,234.8,128.4,9680.5,9866.4,1580149.2,3545715.4,4071181.5,14365.0,34183.5,40748.2
Siglufjordur,106,36,169.6,76.7,1986.0,1986.1,1996.0,1993.9,301.0,1530.7,662.2,885.4,72.0,347.6,1364.7,1564.6,10.0,133.7,230.1,208.1,135.1,10161.6,10356.7,565724.9,1273080.3,1550335.1,5337.0,12783.6,15926.8
Husavik,104,58,89.3,51.7,1989.9,1993.0,1988.1,1994.5,213.6,259.1,265.2,243.5,25.0,41.6,44.4,51.9,10.0,22.9,26.5,23.4,49.1,3716.0,3787.3,215710.6,700304.3,1098422.0,2074.1,7188.4,10549.7
Hornafjordur,95,33,62.7,51.4,1987.4,1990.6,1990.9,1991.4,267.4,706.8,609.8,576.3,48.0,189.1,676.8,648.9,13.0,70.4,69.2,41.5,86.9,6529.1,6654.4,330321.5,745384.4,849280.7,3477.1,8365.6,10063.5
Eskifjordhur,91,60,132.2,102.7,1997.8,1996.1,1994.6,1997.8,382.1,856.1,584.9,587.8,50.0,144.8,295.3,323.8,21.0,99.9,171.7,223.5,80.3,6042.1,6158.1,618578.3,1445457.8,1677981.8,6797.6,16801.1,20119.0
Grundarfjordur,88,43,133.0,45.6,1988.7,1989.3,2001.3,1998.5,239.1,1161.2,269.2,494.7,37.0,183.7,197.3,346.4,13.0,200.1,319.3,410.4,81.3,6154.0,6272.1,272122.0,700801.2,873055.2,3092.3,8313.2,10341.0
Grindavik,88,29,64.3,33.5,1986.5,1986.0,1984.5,1983.5,733.4,1237.8,992.0,644.8,129.5,413.3,1023.5,1097.7,12.0,58.1,147.4,106.0,97.4,7313.9,7454.3,205498.7,467148.5,544856.9,2335.2,5727.7,6907.9
Saudarkrokur,86,28,100.6,68.0,1993.1,1988.9,2002.6,2001.3,100.6,1521.1,367.5,210.8,11.0,353.5,3005.2,2038.1,9.0,79.9,110.0,79.7,67.2,5086.1,5183.8,304326.7,712177.0,846361.2,3538.7,9256.8,11143.2
Patreksfjordur,86,33,64.8,37.0,1984.3,1987.8,1997.8,1997.0,205.9,612.7,602.9,664.3,23.0,145.2,333.1,322.1,34.0,176.5,383.1,349.5,61.4,4612.1,4700.6,259521.8,545783.2,632987.8,3017.7,6962.7,8393.8
Djupivogur,85,45,120.3,36.6,1987.3,1990.0,1992.5,1989.4,237.5,465.2,262.2,286.5,20.0,193.3,106.8,401.5,13.0,36.9,35.0,93.0,81.8,6211.5,6330.7,196003.9,650874.1,929290.8,2305.9,7616.1,10368.4
Grimsey,58,34,31.4,11.0,1991.9,1988.2,1992.9,1994.2,191.0,395.4,167.2,222.3,31.5,57.7,86.2,106.3,19.5,69.7,71.0,88.7,29.5,2223.7,2266.4,94788.7,210698.2,282001.7,1634.3,3945.3,5298.1
Seydisfjordur,58,30,246.5,99.2,1994.2,1994.8,2000.5,2003.8,248.4,986.8,335.8,772.3,22.0,163.4,556.5,1319.2,9.5,74.1,87.3,165.6,82.3,6309.3,6430.4,642788.1,1674536.0,1999081.2,11082.6,29365.0,35199.6
Rif,57,30,106.3,68.1,1985.9,1993.4,1996.3,1999.6,309.1,1678.2,1447.4,1390.5,52.0,218.1,535.8,419.2,32.0,302.8,788.9,891.8,68.2,5123.0,5221.3,475632.4,1054919.6,1200132.0,8344.4,19652.9,23309.1
Bildudalur,48,14,17.8,18.7,1994.6,1996.0,2002.4,2001.1,184.8,256.6,201.7,195.9,25.5,75.1,166.0,163.9,16.0,54.8,88.7,106.2,29.8,2241.4,2284.4,72163.0,168047.5,193278.1,1503.4,3738.9,4395.0
