Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Vestmannaeyjar,355,104,609.1,489.5,1997.0,1993.9,2000.8,2003.5,208.5,835.9,325.6,296.9,28.0,207.9,343.1,294.9,8.0,72.5,233.4,216.6,303.9,22968.3,23409.3,2184018.3,5280890.7,6344586.7,6152.2,15563.4,18931.0
Akureyri,253,106,1106.9,349.9,1997.8,1995.0,2002.5,2002.4,201.3,791.1,294.5,324.6,19.0,181.0,263.3,437.5,10.0,110.0,67.1,110.2,401.0,30662.4,31251.1,1592394.2,4486170.1,5274876.2,6294.0,18208.5,21318.7
Isafjordur,248,88,795.0,237.2,1994.2,1992.1,2001.0,1998.7,200.1,838.3,237.2,279.6,18.5,169.5,447.7,715.0,7.0,55.5,22.8,33.6,264.5,20264.4,20653.5,999207.5,3112271.4,3888394.1,4029.1,12707.3,15431.9
Eskifjordhur,185,79,543.6,541.5,1998.8,1997.3,1998.6,1999.3,369.2,935.0,490.1,449.7,42.0,235.1,206.7,157.8,7.0,34.7,76.9,63.8,217.4,16538.1,16855.6,1530993.2,3992490.4,4646254.2,8275.6,23406.3,28176.7
Reykjavik,164,79,883.1,301.1,1994.7,1997.8,2004.0,2002.6,267.2,1426.9,375.6,620.8,37.0,221.8,587.5,987.3,25.5,122.0,181.4,239.6,325.5,24811.7,25288.1,1790548.6,4587475.1,5311827.9,10918.0,28778.1,33851.3
Kopavogur,135,52,330.9,170.9,1987.4,1991.3,1997.7,1998.4,193.2,1769.2,586.9,745.9,22.0,389.3,1048.7,947.2,22.0,178.3,208.5,202.2,183.6,13842.4,14108.2,1043421.8,2488368.1,3030405.2,7729.1,19515.6,24108.1
Husavik,125,65,86.2,65.1,1992.9,1994.8,1992.4,1998.2,176.1,372.2,195.5,208.4,29.0,84.8,142.4,100.6,6.0,14.3,15.6,13.9,62.3,4715.1,4805.6,272715.3,746748.0,1013729.1,2181.7,6557.0,8616.2
Neskaupstadur,119,55,287.9,234.5,1992.8,1994.5,2001.1,2002.9,374.2,717.1,866.5,862.0,40.0,122.0,604.2,657.0,13.0,33.8,278.7,304.6,111.8,8462.1,8624.5,1424256.9,3281881.1,3838403.0,11968.5,29212.2,35389.8
Hafnarfjordur,118,65,279.2,143.7,1991.9,1992.1,1997.1,1997.8,359.9,1316.9,792.9,791.6,120.5,320.3,652.4,592.5,35.5,175.8,260.9,217.9,163.5,12309.2,12545.5,970283.2,2157660.1,2529222.3,8222.7,19996.3,24201.9
Hornafjordur,115,48,80.2,79.9,1987.8,1990.3,1991.2,1993.6,261.7,478.6,504.1,528.3,36.0,117.4,345.3,341.1,17.0,42.0,340.9,404.5,94.2,7077.7,7213.6,471341.6,1086289.6,1227548.3,4098.6,9991.3,12024.6
Thorlakshofn,113,45,163.4,54.0,1992.8,1994.2,1992.3,1995.9,385.7,646.1,1019.4,435.4,48.0,234.0,1582.6,778.3,20.0,54.0,46.2,77.6,138.8,10507.5,10709.3,323190.7,780452.3,969189.9,2860.1,6956.9,8121.5
Siglufjordur,103,33,120.1,50.8,1985.8,1986.0,1997.0,1995.6,319.2,998.2,396.4,628.8,67.0,257.0,633.6,831.8,8.0,90.2,318.4,335.9,86.0,6471.6,6595.8,350046.3,861534.1,1107828.8,3398.5,8775.8,11291.1
Grundarfjordur,89,43,110.9,30.6,1987.8,1989.5,1992.6,1989.4,183.0,791.3,225.9,342.6,32.0,208.7,284.9,550.2,8.0,30.1,20.5,34.9,67.5,5117.3,5215.6,183117.6,505215.5,625930.6,2057.5,5775.0,7065.5
Patreksfjordur,86,32,52.4,30.1,1984.3,1987.7,1989.2,1989.5,135.4,937.1,494.9,509.6,21.0,275.9,2585.9,2659.9,5.0,24.4,16.5,18.1,54.1,4066.5,4144.6,209492.8,452830.8,527313.4,2436.0,5732.1,6932.9
Saudarkrokur,85,24,96.6,94.1,1993.8,1988.8,1994.7,1998.2,294.4,1044.6,352.2,286.3,26.0,187.4,481.1,237.2,6.0,105.4,97.4,49.3,59.4,4505.7,4592.2,251880.7,653300.5,835208.6,2963.3,9454.6,11682.9
Grindavik,78,26,61.0,26.3,1987.1,1986.0,1983.9,1982.5,646.8,1449.7,1144.5,678.7,114.0,370.8,520.4,585.9,97.0,185.1,409.6,312.5,83.6,6278.7,6399.2,162733.8,366119.6,421500.9,2086.3,5063.5,6031.8
Djupivogur,68,30,54.6,26.0,1987.6,1988.7,1985.6,1985.2,330.3,976.2,283.5,386.5,38.5,257.5,372.5,513.1,9.0,74.2,44.5,54.4,52.3,3935.7,4011.3,163702.2,451301.9,650666.0,2407.4,6915.2,9639.4
Grimsey,67,42,46.0,18.5,1992.8,1990.4,1997.2,1992.8,238.8,605.1,245.4,316.8,34.0,201.4,452.7,559.3,5.0,8.2,6.6,7.6,31.9,2403.1,2449.2,134795.0,320884.0,427232.0,2011.9,5107.8,6782.6
Bildudalur,62,26,41.5,35.9,1997.2,2000.1,1999.8,2000.7,178.1,482.8,317.3,229.4,23.0,103.2,394.3,194.0,23.0,34.8,18.0,24.3,35.8,2691.4,2743.0,136078.2,338626.6,424618.7,2194.8,5964.7,7621.5
Rif,59,30,69.1,38.1,1986.2,1993.4,1995.7,1996.8,341.7,1153.1,922.9,770.6,45.0,258.6,1267.0,1122.6,22.0,42.3,74.8,57.2,52.7,3959.2,4035.2,267012.6,590943.5,671191.3,4525.6,10639.2,12599.9
Thorshofn,58,41,103.7,101.8,1998.5,1996.6,2003.2,2003.9,329.4,483.3,711.0,703.3,44.0,80.6,247.9,273.7,26.0,31.1,310.2,311.6,36.8,2764.6,2817.7,657441.0,1470380.2,1683969.9,11335.2,26977.1,32111.2
Seydisfjordur,57,31,191.6,100.4,1995.6,1997.1,1997.7,1997.8,450.2,1055.0,559.4,978.1,42.0,164.7,522.3,658.6,7.0,26.7,91.3,142.4,71.2,5389.8,5493.3,627702.3,1614166.9,2042461.3,11012.3,29389.3,37138.1
Vopnafjordur,56,26,263.3,229.3,1994.6,1993.9,2013.7,2013.3,229.1,443.2,2103.2,1794.8,25.0,57.0,505.5,498.9,15.5,21.6,979.2,940.9,62.6,4779.3,4871.1,1551972.0,3457012.9,3951533.4,27713.8,65662.1,78131.4
Faskrudsfjordur,53,33,93.4,74.3,1993.3,1994.8,1993.7,1995.1,359.4,729.1,775.1,676.9,40.0,152.8,360.9,391.4,36.0,37.1,241.9,165.6,54.6,4107.9,4186.7,434726.9,987777.7,1139076.5,8202.4,19835.5,23769.2
Olafsvik,45,26,18.4,9.8,1986.5,1989.2,1996.4,1997.0,317.9,705.0,307.2,242.8,38.0,230.1,385.0,224.1,17.0,43.7,44.7,48.3,23.2,1745.2,1778.7,54451.6,124944.3,149674.6,1210.0,3049.5,3718.9
Stykkisholmur,43,13,38.3,11.6,1989.5,1991.9,1990.2,1989.6,121.8,438.4,165.5,179.1,14.0,117.5,101.0,150.1,9.0,173.5,64.3,101.9,26.9,2039.6,2078.8,59637.9,217607.6,378654.1,1386.9,5166.3,8257.7
Reydarfjordur,41,26,97.3,107.3,1995.8,1996.3,2000.6,2000.3,349.2,489.0,399.7,364.3,43.0,166.3,140.8,138.2,12.0,137.4,87.3,56.7,51.5,3903.9,3978.8,248175.5,636430.5,742212.4,6053.1,17186.1,20555.1
Dalvik,39,14,102.5,55.1,1992.7,1991.8,2002.1,1999.7,1227.0,1349.3,2345.0,2112.0,139.0,198.3,529.8,495.5,105.0,126.8,863.4,976.6,40.2,3029.5,3087.7,380586.6,847923.7,968912.8,9758.6,23098.9,27502.9
Bolungarvik,38,18,67.0,40.2,1987.2,1991.4,1994.4,1994.9,512.3,1344.2,1005.9,926.7,77.5,249.2,730.7,669.6,6.0,46.9,51.3,62.5,27.0,2028.9,2067.9,268497.8,599859.9,688829.8,7065.7,16860.4,20084.1
Helguvik,35,16,101.9,73.7,1998.5,1998.6,1997.9,1997.4,471.6,1204.6,1159.4,1052.9,135.0,612.9,578.6,699.2,10.0,33.0,88.7,81.6,52.7,3958.3,4034.3,502611.2,1093842.2,1231699.7,14360.3,33503.2,39360.9
