Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Reykjavik,320,95,4994.0,2927.3,2003.0,2001.0,2003.3,2004.9,1201.9,1460.7,1055.6,1211.8,91.0,151.6,94.8,107.6,30.0,49.9,38.0,46.7,1367.9,104762.1,106773.6,6113700.4,19689853.0,23478150.1,19105.3,64231.4,75200.1
Grundartangi,269,84,3332.4,4682.2,2003.1,2004.6,2006.9,2007.2,1216.0,1839.9,1352.5,1457.6,124.0,197.7,229.4,245.5,14.0,64.1,87.8,97.5,742.9,56904.8,57997.3,5868536.1,15950837.0,20109166.0,21816.1,71047.3,87342.4
Eskifjordhur,119,63,2297.7,3682.0,2003.9,2001.0,2012.0,2012.9,973.5,1540.6,2313.8,2717.6,87.0,158.0,571.9,622.0,79.0,88.8,156.7,159.4,342.7,26167.0,26669.4,1742627.8,4622938.9,5642172.1,14643.9,52769.3,65146.7
Hafnarfjordur,100,68,802.2,622.6,1997.2,1995.8,1997.7,1999.7,1195.6,2694.9,1770.2,1421.7,114.5,332.4,564.9,398.9,27.0,245.3,456.3,275.8,275.0,20813.9,21213.5,2160631.8,5314003.4,6440721.6,21606.3,58813.3,71511.8
Seydisfjordur,85,28,1103.0,206.3,1999.9,1994.8,2000.1,2000.9,296.0,719.1,444.1,473.3,21.0,84.9,47.9,81.8,22.0,44.7,16.0,17.8,249.2,19041.5,19407.1,1122616.8,3343764.7,4022571.1,13207.3,35390.4,36519.5
Thorlakshofn,82,27,1084.0,542.9,1996.2,1997.8,1996.1,1996.5,1184.7,1195.6,1093.0,1093.4,80.0,152.3,82.6,95.6,17.0,34.2,18.0,21.9,240.6,18340.9,18693.1,830688.9,3279928.4,3646567.3,10130.4,35160.6,42301.5
Akureyri,81,60,1512.3,436.9,2001.5,1998.9,2007.3,2006.0,1073.3,1490.1,890.7,1062.2,98.0,195.6,203.0,291.4,14.0,47.1,22.3,34.0,349.1,26729.6,27242.8,1423719.5,4620548.6,5766749.3,17576.8,60253.3,73854.5
Straumsvik,70,19,1258.5,2002.2,2000.6,2009.1,2008.1,2008.2,1215.5,2480.8,2361.4,2425.7,102.0,229.0,283.7,287.7,71.0,128.8,165.7,167.6,216.5,16592.8,16911.3,1395518.9,3528051.5,4732489.4,19936.0,74117.4,91175.9
Neskaupstadur,62,40,264.3,220.8,1998.0,1996.2,2000.9,2002.1,808.7,945.5,1179.8,1120.2,86.0,153.8,242.8,238.6,30.5,59.3,197.5,267.0,106.1,8012.2,8166.0,980151.1,2311216.4,2707960.1,15808.9,39671.7,47487.6
Kopavogur,57,31,582.9,494.7,1998.4,1996.4,1997.9,2003.6,943.7,2347.5,1306.0,1098.3,103.0,398.6,451.7,311.0,15.0,36.0,26.2,19.3,189.9,14440.8,14718.1,1255805.1,3353563.2,4335827.4,22031.7,63496.6,80686.8
Faskrudsfjordur,46,34,136.4,120.1,1998.3,1997.8,2001.1,2001.2,866.5,1370.7,1523.6,1370.7,105.5,184.7,683.4,532.9,35.5,60.0,47.2,45.3,69.2,5206.0,5306.0,767807.2,1726979.0,1992379.9,16691.5,40017.8,47923.7
Vestmannaeyjar,45,42,241.4,113.8,1993.3,1994.1,1990.2,1995.3,1034.9,1193.4,1019.3,988.2,102.0,183.3,184.4,198.4,12.0,154.0,103.2,140.8,108.2,8210.3,8368.0,432609.1,1487266.1,1924806.0,9613.5,32716.7,41109.0
Helguvik,37,19,1173.4,1933.6,2003.5,2007.4,2010.6,2010.7,1246.1,2313.2,2897.7,2994.4,139.0,205.3,306.8,310.6,31.0,30.2,42.8,43.2,169.7,13068.4,13319.3,1031918.0,3738863.8,4347338.4,27889.7,123300.1,150330.6
Husavik,27,25,182.6,265.6,2001.9,2001.8,2006.4,2006.6,1433.6,1666.7,1445.4,1459.6,136.0,388.0,188.1,178.4,32.0,42.3,53.9,55.1,75.3,5697.9,5807.3,539708.5,1338272.1,1809541.8,19989.2,65035.6,85133.0
Djupivogur,27,20,179.2,39.5,1989.6,1993.0,1998.7,1995.5,473.6,603.0,644.7,556.9,48.0,80.5,60.3,65.2,6.0,10.5,8.1,8.4,45.1,3465.9,3532.5,166396.4,648878.3,804987.3,6162.8,22646.6,26766.1
Hornafjordur,20,18,46.4,49.2,1987.0,1987.4,1994.1,1996.8,967.6,1024.5,1088.6,1134.6,136.0,140.8,162.8,154.5,14.5,30.7,41.4,50.7,23.7,1784.9,1819.2,148110.5,414019.9,459234.4,7405.5,19831.3,24601.7
Reydarfjordur,19,18,75.0,87.0,2000.3,2000.2,2001.7,2002.5,936.7,1051.6,1073.1,1044.3,102.0,123.5,144.0,118.9,35.0,66.4,57.5,45.0,31.0,2343.2,2388.2,176937.2,439120.4,550845.7,9312.5,27365.5,33796.4
Thorshofn,15,12,35.3,37.5,1992.3,1994.2,1990.7,1991.6,850.8,965.9,840.4,829.8,99.0,306.7,251.5,231.6,25.0,44.0,33.8,34.9,18.7,1410.7,1437.7,168187.3,628721.4,514296.9,11212.5,28391.4,36458.5
Vopnafjordur,14,10,33.1,37.4,1992.0,1991.9,1993.0,1994.1,952.8,1008.4,1034.3,997.3,119.0,108.6,127.0,127.0,25.0,30.4,28.7,29.7,19.8,1486.3,1514.8,137093.5,319494.5,385011.4,9792.4,23734.1,28651.0
Isafjordur,13,13,315.5,53.4,1993.8,1993.8,1993.5,1995.2,1206.6,1892.7,1270.3,1368.0,108.0,276.9,175.8,350.2,8.0,96.9,20.9,42.5,92.4,7117.1,7253.8,255413.3,962702.1,1213446.2,19647.2,69629.6,82475.7
Saudarkrokur,12,8,38.0,40.6,1993.2,1992.6,1998.3,2000.4,877.9,844.5,818.7,803.4,89.5,88.0,87.5,86.9,12.0,27.2,71.7,74.9,13.4,1017.2,1036.8,87435.0,232042.4,304031.9,7286.3,23618.5,29219.6
Akranes,10,3,65.6,95.3,2005.8,1998.3,2006.7,2006.7,1211.4,1462.2,1260.2,1261.8,106.0,202.8,130.0,130.5,46.0,43.3,49.7,49.7,23.2,1766.0,1799.9,215104.3,513226.8,646388.8,21510.4,65890.5,84854.2
Skerjafjordur,8,6,53.1,60.5,1994.5,1991.7,1998.7,2001.3,1069.7,1509.5,1009.1,938.7,102.0,164.2,110.7,103.3,17.0,81.5,49.1,27.3,15.4,1172.7,1195.2,115359.0,299116.0,352072.0,14419.9,41077.4,48792.5
Siglufjordur,8,7,28.1,16.1,1988.0,1988.6,1993.9,1993.2,884.1,1442.8,1431.2,1126.8,96.5,245.6,508.9,327.1,16.5,35.4,25.4,24.1,15.1,1137.3,1159.2,82597.1,167998.9,188860.4,10324.6,22456.6,25947.0
Patreksfjordur,7,4,11.5,12.4,1989.6,1991.5,1990.0,1989.9,1038.7,844.4,844.6,912.0,121.0,104.8,112.9,124.4,18.0,20.6,18.9,17.9,4.5,339.8,346.3,39003.6,116492.9,174300.3,5571.9,18757.2,27652.9
Bildudalur,7,3,10.9,14.8,1993.7,2002.7,1995.4,1995.9,991.8,860.1,917.3,917.4,112.0,90.0,104.9,104.5,12.0,25.7,18.2,18.6,3.9,294.9,300.6,46356.9,132989.4,191115.8,6622.4,21586.1,31046.3
