Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,1302,225,292.4,253.8,2006.3,2005.4,2007.2,2006.8,122.4,383.5,237.3,232.9,29.0,160.7,527.5,493.9,13.0,62.3,127.9,119.1,276.5,20770.3,21169.1,6492069.6,15351790.2,20555217.3,4986.2,12875.3,17383.9
Liquefied gas tanker,1195,287,429470.0,351269.8,2007.1,2008.9,2006.3,2006.6,3681.2,3218.1,3691.5,3580.0,221.0,221.0,370.6,366.1,38.0,62.7,118.9,119.2,52970.0,3603091.6,3672271.0,103888077.9,632555543.6,537874422.4,86935.6,591571.7,872294.4
Oil tanker,788,470,86056.6,161356.3,2008.0,2008.6,2009.7,2009.7,413.3,1204.9,1199.1,1190.7,44.5,121.7,338.3,337.6,34.0,52.4,41.8,41.6,6360.8,492334.5,501787.3,55145632.8,99102143.1,109439121.2,69981.8,181178.1,226022.8
Container,786,164,19973.4,23105.4,2006.1,2005.7,2006.2,2006.2,413.6,564.0,544.0,554.9,35.0,44.4,80.0,81.0,15.0,27.5,21.5,21.7,2742.4,211890.0,215958.3,16962901.1,49045279.8,55310765.2,21581.3,69794.4,81725.6
Bulk carrier,747,413,27705.3,50131.6,2005.9,2009.2,2008.2,2008.2,484.4,1111.7,1053.2,1079.7,155.0,166.8,432.6,444.3,79.0,116.3,100.8,99.4,2805.3,217172.4,221342.1,14364755.1,32728726.3,40098506.5,19229.9,68333.6,81699.1
Ro-Ro,553,35,72.9,122.0,2010.6,2010.1,2011.0,2010.4,117.9,248.3,222.9,219.4,18.0,46.4,159.0,158.4,26.0,56.4,120.3,119.1,372.2,28050.2,28588.7,442813.6,3413923.6,1610998.8,800.7,1954.2,2785.7
General cargo,485,190,3366.0,4472.0,1997.6,2001.6,2003.4,2004.3,331.6,1195.9,1016.9,1025.7,44.0,133.2,289.5,297.8,56.0,81.5,112.4,120.9,676.7,51761.1,52754.9,3095163.1,10026567.9,14437931.8,6381.8,30110.8,40601.7
Chemical tanker,350,238,5939.0,9475.3,2009.8,2009.7,2009.6,2009.7,487.4,827.5,798.2,786.5,43.0,89.5,180.3,178.2,26.0,50.0,44.4,43.8,1053.4,81297.1,82858.0,3216860.1,16166773.0,18807379.4,9191.0,53456.8,64947.0
Vehicle,244,162,4951.6,1657.4,2008.5,2008.3,2008.7,2008.4,300.3,349.2,340.2,342.5,27.0,28.6,36.7,37.0,8.0,8.3,8.8,8.8,287.9,22303.2,22731.5,1678364.0,7399785.5,8569705.7,6878.5,26145.3,28138.1
Service - other,101,36,188.9,292.0,2007.7,2005.8,1999.2,1998.3,236.8,883.1,967.4,1559.9,42.0,162.9,245.3,247.5,11.0,98.4,79.1,69.4,94.5,7161.5,7299.0,2037714.9,4180943.6,4505220.0,20175.4,44893.6,50691.3
Cruise,28,12,687.1,66.3,2009.5,2005.2,2010.0,2008.7,223.6,240.5,289.4,295.0,16.0,16.5,28.5,28.4,10.0,9.8,10.7,10.7,129.3,10016.0,10208.3,204809.9,1145079.0,1305748.5,7314.6,36027.4,38752.7
Other liquids tankers,6,1,0.2,0.5,1944.0,1944.0,1944.0,1944.0,59.8,59.8,78.2,78.2,11.0,11.0,32.3,32.3,16.0,16.0,16.7,16.7,2.2,173.0,176.3,263.7,752.9,1623.2,43.9,152.2,246.0
Ferry-pax only,1,1,0.6,0.1,1972.0,1972.0,1972.0,1972.0,396.1,396.1,396.1,396.1,793.0,793.0,793.0,793.0,19.0,19.0,19.0,19.0,1.4,106.8,108.8,7398.3,15067.3,18980.1,7398.3,17204.3,22681.0
Ferry-RoPax,1,1,8.9,1.0,1983.0,1983.0,1983.0,1983.0,428.3,428.3,428.3,428.3,33.0,33.0,33.0,33.0,295.0,295.0,295.0,295.0,8.5,637.8,650.1,6149.2,15206.5,18658.5,6149.2,13126.1,11955.1
