Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,2340,125,666.2,562.5,2008.7,2008.2,2010.0,2010.0,91.5,189.7,185.4,179.8,15.0,66.5,287.1,260.3,19.0,34.4,112.2,109.8,624.4,46898.6,47799.0,14386664.0,34020129.4,45551114.5,6148.1,15875.6,21434.8
Chemical tanker,167,41,1126.8,1799.5,2011.5,2010.0,2011.3,2011.4,171.5,276.2,258.9,256.0,12.0,48.2,34.0,31.9,37.0,80.9,53.0,51.6,277.9,21333.9,21743.5,444397.9,2768624.0,3222847.5,2661.1,19404.9,23899.7
Container,148,26,489.9,588.1,2006.1,2006.0,2006.2,2006.2,109.4,214.7,184.0,183.1,17.0,24.1,67.2,68.9,21.0,18.8,45.3,47.0,187.8,14248.0,14521.5,581139.6,1946572.1,2213391.7,3926.6,14170.9,16934.3
Bulk carrier,114,70,1294.0,2279.6,2004.5,2005.8,2005.3,2005.3,160.7,388.4,289.7,287.6,55.5,123.4,198.4,197.2,57.5,94.7,89.7,89.1,192.0,14863.1,15148.5,714629.9,1643940.5,2002611.3,6268.7,22833.7,27250.0
Oil tanker,80,56,1151.8,2139.1,2006.0,2006.8,2007.9,2007.8,173.2,343.7,278.5,276.2,34.0,63.3,65.2,62.9,29.0,52.5,48.4,44.8,233.0,17909.7,18253.6,1148497.6,1554500.6,1781418.1,14356.2,37587.1,46821.2
Service - other,71,11,28.0,15.2,2010.8,2006.7,2010.2,2005.9,150.1,1994.3,273.1,172.8,29.0,200.8,441.0,326.4,22.0,191.6,375.9,227.4,57.2,4295.3,4377.7,105853.0,217187.1,234032.2,1490.9,3317.5,3745.9
Liquefied gas tanker,41,11,827.4,667.4,2008.2,2007.1,2007.2,2007.5,106.6,402.0,693.1,605.3,9.0,113.4,111.4,113.3,30.0,57.5,86.7,80.6,135.8,9852.2,10041.3,237743.5,1236582.9,1095704.3,5798.6,36253.9,51833.5
General cargo,19,12,51.9,75.6,2000.9,2002.3,1996.8,1997.0,116.6,212.9,284.4,289.6,48.0,57.8,355.8,373.7,60.0,56.3,71.5,70.4,19.7,1488.7,1517.3,53660.1,172860.5,246203.9,2824.2,13530.5,17797.0
Ro-Ro,11,8,1.1,2.0,2008.7,2008.2,2006.1,2004.4,133.0,182.8,211.7,235.0,17.0,30.6,37.5,36.8,32.0,63.4,40.2,35.8,6.7,505.1,514.8,7305.2,56320.0,26576.9,664.1,1620.7,2310.4
Vehicle,7,7,53.1,18.6,2004.4,2004.4,2002.0,2002.2,122.0,143.4,135.3,130.8,12.0,17.1,22.3,20.7,11.0,9.6,9.7,9.8,3.3,258.4,263.4,18796.7,82873.3,95975.7,2685.2,10206.6,10984.6
Ferry-pax only,3,1,5.7,0.8,1972.0,1972.0,1972.0,1972.0,1358.8,1358.8,1237.1,1237.1,609.0,609.0,616.0,616.0,40.0,40.0,180.2,180.2,4.7,353.7,360.5,69309.9,141156.1,177813.0,23103.3,53725.6,70828.1
Cruise,1,1,9.0,1.2,1991.0,1991.0,1991.0,1991.0,312.0,312.0,312.0,312.0,13.0,13.0,13.0,13.0,10.0,10.0,10.0,10.0,1.9,143.5,146.2,3217.8,26633.7,35518.0,3217.8,22222.9,26420.0
