Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
All Global Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
All International Voyages,1229088,41343,71953336.7,102531467.9,2003.7,2003.8,2009.2,2009.4,668.4,1825.5,2058.1,2438.9,67.0,228.6,428.3,471.9,22.0,79.5,68.9,76.8,7386879.1,561972489.7,572762361.5,42427448653.6,117844885887.1,135247567981.6,34519.5,120548.3,148093.0
All Domestic Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
Int. Arr. Inventory,882,150,2447.3,1078.3,1988.6,1996.5,2004.1,2003.7,111.9,288.7,184.8,198.6,15.0,49.4,36.4,64.5,9.0,21.4,11.5,17.1,784.7,60179.2,61334.6,2209357.6,7536591.9,9378295.8,2504.9,8865.0,11102.4
Int. Dep. Inventory,884,151,3042.5,1356.7,1988.6,1996.3,2003.2,2004.7,130.4,343.0,231.7,249.8,15.0,69.7,70.0,71.1,12.0,32.6,15.7,21.8,1033.0,79083.9,80602.3,2482321.5,8940678.6,11234797.9,2808.1,10517.4,13235.6
Domestic Inventory,29,7,24.7,7.4,1966.8,1969.0,1968.1,1967.1,137.0,348.3,445.9,283.1,44.0,85.4,948.2,793.5,9.0,16.3,90.5,82.4,38.1,2862.7,2917.7,217368.0,437359.7,577649.0,7495.4,16094.3,22740.2
