Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Lae,554,99,2229.4,2909.9,2005.4,2006.4,2007.8,2007.8,467.9,721.7,542.6,535.7,48.0,104.6,82.6,81.1,49.0,77.5,65.9,66.6,809.3,61599.0,62781.8,4219388.7,14360198.3,15018898.7,7616.2,24705.1,31201.7
Motukea Island,332,74,1338.0,1411.7,2007.6,2006.1,2007.0,2006.9,614.4,743.1,705.1,683.8,73.0,206.6,128.9,126.3,53.0,135.2,82.4,94.0,628.5,47613.6,48527.7,2503114.3,8891966.7,9231756.9,7539.5,24305.1,30793.3
Rabaul,307,100,1392.7,1559.7,2005.0,2002.3,2004.4,2005.8,473.8,1055.5,491.6,490.7,60.0,200.0,161.7,152.1,24.0,91.5,106.9,91.7,620.5,47056.0,47959.5,3554148.9,9523111.8,10961836.1,11577.0,33887.7,41954.4
Madang,162,47,426.7,568.4,2002.1,2000.1,2000.2,2000.4,258.2,841.5,416.4,396.7,31.0,126.6,208.9,148.0,22.0,74.8,173.3,101.6,166.0,12564.6,12805.8,839935.0,2549186.1,2778102.9,5184.8,16522.6,20887.1
Port Moresby,154,80,1255.6,1628.1,2007.5,2006.5,2007.7,2008.4,800.4,775.8,797.6,759.9,79.0,108.4,222.2,231.7,46.5,125.6,322.6,346.0,464.9,35367.4,36046.4,1984701.5,5901775.1,6650820.8,12887.7,43129.2,53024.8
Alotoa,131,33,259.3,346.8,2005.8,2004.5,2004.4,2004.6,277.2,398.8,362.5,367.0,36.0,85.5,93.8,97.1,17.0,45.2,50.2,53.8,120.8,9138.7,9314.2,616717.3,1409324.4,1546413.5,4707.8,14090.6,17386.9
Wewak,129,27,300.4,335.7,2002.4,2001.0,2000.3,2001.7,397.5,845.5,472.1,413.5,52.0,164.3,362.4,278.6,39.0,80.2,57.8,59.7,197.6,14905.2,15191.4,867126.6,2971036.0,2957249.9,6721.9,20473.7,26125.1
Oro Bay,114,36,218.5,324.9,2004.0,2005.8,2004.4,2004.5,183.0,421.9,322.0,322.8,28.0,95.3,93.6,80.5,20.0,68.7,115.2,124.3,97.8,7414.4,7556.8,395204.9,1049103.5,1069339.2,3466.7,11533.7,14587.5
Kopi,96,28,72.2,105.6,2009.6,2004.8,2003.1,2002.9,250.2,363.7,294.8,285.6,31.0,73.4,69.4,62.1,55.0,233.3,316.2,327.2,99.7,7497.9,7641.8,131779.9,723207.7,504686.3,1372.7,4411.2,6012.5
Kavieng Harbor,78,29,197.1,251.9,2003.7,2001.6,2000.1,2000.7,255.7,1993.3,554.4,508.7,37.5,339.5,1098.6,883.6,23.5,29.5,36.1,37.6,115.0,8665.7,8832.0,684226.9,1582861.6,1808846.9,8772.1,24699.5,30450.3
